Dataset,Code,Project,sha,CWE,Severity,Year,owner,project,Date,Message,sha-p
VULAS,CVE-2014-0035,https://github.com/apache/cxf,5df3f72f1a26b7c9ac2888ab65e41f4105706580,,,,apache,cxf,2/5/14 12:01,"Another EncryptBeforeSigning fix

git-svn-id: https://svn.apache.org/repos/asf/cxf/trunk@1564724 13f79535-47bb-0310-9956-ffa450edef68",0c77f4ff91451c0bf73ebe1103e99583cc26d786
VULAS,CVE-2014-0050,https://github.com/apache/commons-fileupload,c61ff05b3241cb14d989b67209e57aa71540417a,,,,apache,commons-fileupload,2/6/14 10:14,"Fix CVE-2014-0050. Specially crafted input can trigger a DoS if the buffer used by the <code>MultipartStream</code> is not big enough. When constructing <code>MultipartStream</code> enforce the requirements for buffer size by throwing an <code>IllegalArgumentException</code> if the requested buffer size is too small. This prevents the DoS.

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/fileupload/trunk@1565143 13f79535-47bb-0310-9956-ffa450edef68",401ba23732e9ae96c3e4797eb624d357cb9ae2d0
VULAS,CVE-2014-0074,https://github.com/apache/shiro,9137e6cc45922b529fb776c6857647a3935471bb,,,,apache,shiro,2/28/14 3:53,"Updating JndiLdapContextFactory to conform to spec rfc4513 section-5.1.2

git-svn-id: https://svn.apache.org/repos/asf/shiro/trunk@1572813 13f79535-47bb-0310-9956-ffa450edef68",0140fab53d2b2d620e7c9dda2e7688c5d5e7e94e
VULAS,CVE-2014-0086,https://github.com/pslegr/core-1,8131f15003f5bec73d475d2b724472e4b87d0757,,,,pslegr,core-1,2/24/14 7:24,RF-13250: applying patch,fdb79dda3fa0a3886b8ef29271605ce1f0ed0fa2
VULAS,CVE-2014-0094,https://github.com/apache/struts,74e26830d2849a84729b33497f729e0f033dc147,,,,apache,struts,1/10/16 10:46,Adds additional pattern to prevent access to getClass method,a4f8d492144a62af2a7d5e934e62d737bdfc8058
VULAS,CVE-2014-0095,https://github.com/apache/tomcat,8884dae60ace77a87ed9385442ce429e98c3a479,,,,apache,tomcat,3/17/14 14:17,"Correct regression introduced in 8.0.0-RC2 as part of the Servlet 3.1 non-blocking IO support that broke handling of requests with an explicit content length of zero.

git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1578392 13f79535-47bb-0310-9956-ffa450edef68",f646a5acd5e32d6f5a2d9bf1d94ca66b65477675
VULAS,CVE-2014-0107,https://github.com/apache/xalan-j,cbfd906cc5a1f1566fa1a98400c82e56077fae0c,,,,apache,xalan-j,3/24/14 20:55,"Commit patch to handle secure processing. Thank you Ryan Berg.

git-svn-id: https://svn.apache.org/repos/asf/xalan/java/branches/xalan-j_2_7_1_maint@1581058 13f79535-47bb-0310-9956-ffa450edef68",c1c7e11cd3440a6ca76d30b7e05f6893c5e5d747
VULAS,CVE-2014-0109,https://github.com/apache/cxf,f8ed98e684c1a67a77ae8726db05a04a4978a445,,,,apache,cxf,2/19/14 17:17,Update StaxInInterceptor to just create a html error message on the client side as the normal error handling works best on server side.,3158ccb445fbec6ca408c22b4e32ab054ab792b4
VULAS,CVE-2014-0110,https://github.com/apache/cxf,8f4799b5bc5ed0fe62d6e018c45d960e3652373e,,,,apache,cxf,3/25/14 17:16,"Don't cache the input stream unless we have gotten through the service invoke phase.  If there is an exception or similar on input, there is no need to cache it, just discard what we can.",57d1e47f9559475c0e95a6adeb56da47f19c02ed
VULAS,CVE-2014-0112,https://github.com/apache/struts,74e26830d2849a84729b33497f729e0f033dc147,,,,apache,struts,1/10/16 10:46,Adds additional pattern to prevent access to getClass method,a4f8d492144a62af2a7d5e934e62d737bdfc8058
VULAS,CVE-2014-0113,https://github.com/apache/struts,74e26830d2849a84729b33497f729e0f033dc147,,,,apache,struts,1/10/16 10:46,Adds additional pattern to prevent access to getClass method,a4f8d492144a62af2a7d5e934e62d737bdfc8058
VULAS,CVE-2014-0116,https://github.com/apache/struts,74e26830d2849a84729b33497f729e0f033dc147,,,,apache,struts,1/10/16 10:46,Adds additional pattern to prevent access to getClass method,a4f8d492144a62af2a7d5e934e62d737bdfc8058
VULAS,CVE-2014-0168,https://github.com/rhuss/jolokia,2d9b168cfbbf5a6d16fa6e8a5b34503e3dc42364,,,,rhuss,jolokia,4/10/14 8:22,"Enchanced policy wr to origin handling. The Origin: can now be checked on the server side, too.",ec206b33b9ac139362dab02a3145c90ba0a2827e
VULAS,CVE-2014-0193,https://github.com/netty/netty,8599ab5bdb761bb99d41a975d689f74c12e4892b,,,,netty,netty,4/30/14 6:04,"Remove ContinuationWebSocketFrame.aggregatedText()

Motivation:
Before we aggregated the full text in the WebSocket08FrameDecoder just to fill in the ContinuationWebSocketFrame.aggregatedText(). The problem was that there was no upper-limit and so it would be possible to see an OOME if the remote peer sends a TextWebSocketFrame + a never ending stream of ContinuationWebSocketFrames. Furthermore the aggregation does not really belong in the WebSocket08FrameDecoder, as we provide an extra ChannelHandler for this anyway (WebSocketFrameAggregator).

Modification:
Remove the ContinuationWebSocketFrame.aggregatedText() method and corresponding constructor. Also refactored WebSocket08FrameDecoder a bit to me more efficient which is now possible as we not need to aggregate here.

Result:
No more risk of OOME because of frames.",e920dc57db5e84c1eb8d822b6b1033ffc3bd97eb
VULAS,CVE-2014-1972,https://github.com/apache/tapestry-5,95846b173d83c2eb42db75dae3e7d5e13a633946,,,,apache,tapestry-5,10/4/12 18:30,TAP5-2008: Implement HMAC signatures on object streams stored on the client,9001a1e3c2642c51550def85cde24cc31f96248e
VULAS,CVE-2014-2058,https://github.com/jenkinsci/jenkins,b6b2a367a7976be80a799c6a49fa6c58d778b50e,,,,jenkinsci,jenkins,2/11/14 0:13,[FIXED SECURITY-109] SECURITY-55 fix to BuildTrigger configuration failed if downstream project was not visible.,ad38d8480f20ce3cbf8fec3e2003bc83efda4f7d
VULAS,CVE-2014-2059,https://github.com/jenkinsci/jenkins,ad38d8480f20ce3cbf8fec3e2003bc83efda4f7d,,,,jenkinsci,jenkins,2/6/14 23:46,[FIXED SECURITY-108] Check job name created via CLI,622e39f8b4c4764a0768bf58645767405ba9ccaa
VULAS,CVE-2014-2061,https://github.com/jenkinsci/jenkins,bf539198564a1108b7b71a973bf7de963a6213ef,,,,jenkinsci,jenkins,2/7/14 20:28,"[FIXED SECURITY-93] PasswordParameterDefinition should serve existing default value in encrypted form.
And strengthen functional tests (using configRoundTrip) to ensure that the same mistake is not made elsewhere.",5548b5220cfd496831b5721124189ff18fbb12a3
VULAS,CVE-2014-2062,https://github.com/jenkinsci/jenkins,5548b5220cfd496831b5721124189ff18fbb12a3,,,,jenkinsci,jenkins,2/7/14 17:57,"[FIXED SECURITY-89] When checking an API token, verify that the user actually exists.",788b7d7a067fad4972fefaaa527141847bfeff55
VULAS,CVE-2014-2064,https://github.com/jenkinsci/jenkins,fbf96734470caba9364f04e0b77b0bae7293a1ec,,,,jenkinsci,jenkins,2/7/14 20:18,[FIXED SECURITY-79] Prevent (private security realm) usernames from being guessed.,a0b00508eeb74d7033dc4100eb382df4e8fa72e7
VULAS,CVE-2014-2065,https://github.com/jenkinsci/jenkins,a0b00508eeb74d7033dc4100eb382df4e8fa72e7,,,,jenkinsci,jenkins,2/7/14 20:16,[FIXED SECURITY-77] XSS in iconSize cookie.,535c1115bbf07f8a57d509f2d00598d6e21870d4
VULAS,CVE-2014-2066,https://github.com/jenkinsci/jenkins,8ac74c350779921598f9d5edfed39dd35de8842a,,,,jenkinsci,jenkins,6/13/13 19:45,[FIXED SECURITY-75] Invalidate session after login to avoid session fixation,5d57c855f3147bfc5e7fda9252317b428a700014
VULAS,CVE-2014-2067,https://github.com/jenkinsci/jenkins,5d57c855f3147bfc5e7fda9252317b428a700014,,,,jenkinsci,jenkins,2/7/14 19:33,[FIXED SECURITY-74] Apply markup formatter to remote cause note.,0530a6645aac10fec005614211660e98db44b5eb
VULAS,CVE-2014-2068,https://github.com/jenkinsci/jenkins,0530a6645aac10fec005614211660e98db44b5eb,,,,jenkinsci,jenkins,2/7/14 17:40,[FIXED SECURITY-73] Require RUN_SCRIPTS for /heapDump.,ac8e17b9ce7a835d0b049fd8329dde4daaa874d9
VULAS,CVE-2014-3488,https://github.com/netty/netty,2fa9400a59d0563a66908aba55c41e7285a04994,,,,netty,netty,6/10/14 8:55,"Fix a bug where SslHandler does not handle SSLv2Hello correctly

Motivation:

When a SSLv2Hello message is received, SSLEngine expects the application buffer size to be more than 30KB which is larger than what SslBufferPool can provide.  SSLEngine will always return with BUFFER_OVERFLOW status, blocking the SSL session from continuing the handshake.

Modifications:

When SSLEngine.getSession().getApplicationBufferSize() returns a value larger than what SslBufferPool provides, allocate a temporary heap buffer.

Result:

SSLv2Hello is handled correctly.",129c17aaa4ac5c611519ef480c35a12e8282b807
VULAS,CVE-2014-3490,https://github.com/ronsigal/Resteasy,9b7d0f574cafdcf3bea5428f3145ab4908fc6d83,,,,ronsigal,Resteasy,7/20/14 1:29,RESTEASY-1073: Prevent expansion of XML external parameter entities.,9f9f313960e7dcc32369fb8d89f7f3570efc6af8
VULAS,CVE-2014-3576,https://github.com/apache/activemq,00921f22ff9a8792d7663ef8fadd4823402a6324,,,,apache,activemq,8/13/14 15:15,Remove unused ConnectionControl handling.,9a6d444e0a492231ad1f4833448b3bbacd839bce
VULAS,CVE-2014-3577,https://github.com/apache/httpcomponents-client,51cc67567765d67f878f0dcef61b5ded454d3122,,,,apache,httpcomponents-client,7/28/14 15:57,"Improved cert subject parsing

git-svn-id: https://svn.apache.org/repos/asf/httpcomponents/httpclient/branches/4.3.x@1614064 13f79535-47bb-0310-9956-ffa450edef68",8513c0dd3ef4a8ea889a1f7b527f7c52cfa4da5f
VULAS,CVE-2014-3579,https://github.com/apache/activemq-apollo,e5647554e6801a522c508a8eb457979a9af8c398,,,,apache,activemq-apollo,8/26/14 13:11,https://issues.apache.org/jira/browse/APLO-366 - make xpath parser features configurable,e29cfd509d8c5f871b140b1392797f7f39568cd1
VULAS,CVE-2014-3584,https://github.com/apache/cxf,0b3894f57388b9955f2c33b2295223f2835cd7b3,,,,apache,cxf,11/18/13 14:02,"[CXF-5390] DeflaterEncoderDecoder needs to throw the exception if the inflator can not finish the process

git-svn-id: https://svn.apache.org/repos/asf/cxf/trunk@1543030 13f79535-47bb-0310-9956-ffa450edef68",11bccec4f48f65f36907cd04230b1b751a34d0e1
VULAS,CVE-2014-3600,https://github.com/apache/activemq,b9696ac80bb496b52d05c3884f81b0746d9af9e2,,,,apache,activemq,8/26/14 12:46,https://issues.apache.org/jira/browse/AMQ-5333 - make xpath parser features configurable,4fa10356f09908d8cfb9fd4448983ac6d7e80ee7
VULAS,CVE-2014-3612,https://github.com/apache/activemq,0b5231ada5ce365b41832ba8752ee210145d1cbe,,,,apache,activemq,9/8/14 11:51,https://issues.apache.org/jira/browse/AMQ-5345 - improve ldap communication,e8f8155141e75ba10c1ba03d9031b6128a735507
VULAS,CVE-2014-3678,https://github.com/jenkinsci/monitoring-plugin,f0f6aeef2032696c97d4b015dd51fa2b841b0473,,,,jenkinsci,monitoring-plugin,10/1/14 21:03,"[FIXED SECURITY-113]

Fixed XSS vulnerabilities and failure to check admin permission",f574a976b9cb4c3aad7f8af5e7f1eaa12f6bd548
VULAS,CVE-2014-7809,https://github.com/apache/struts,1f301038a751bf16e525607c3db513db835b2999,,,,apache,struts,11/21/14 18:21,Uses better random generator,e1025a207ddfa1b8971ec6261ea2c09da2af157f
VULAS,CVE-2014-8125,https://github.com/droolsjbpm/drools,c48464c3b246e6ef0d4cd0dbf67e83ccd532c6d3,,,,droolsjbpm,drools,12/22/14 13:17,BZ-1169553 - (CVE-2014-8125) EMBARGOED CVE-2014-8125 jBPM: BPMN2 file processing XXE in Process Execution,29769b4eb9bccdec0c00cf4f1c5e3023ca61cbcf
VULAS,CVE-2014-8152,https://github.com/apache/santuario-java,55857fd4cdfdb1af4069170ecdac448c078f544e,,,,apache,santuario-java,10/26/14 14:25,"more signature verification tests


git-svn-id: https://svn.apache.org/repos/asf/santuario/xml-security-java/trunk@1634334 13f79535-47bb-0310-9956-ffa450edef68",5b197b8ce5a81414138e96870bd619f3c733631f
VULAS,CVE-2014-9970,https://github.com/jboss-fuse/jasypt,8e62852a8018978ee19d39056c650fb66ffa0ff6,,,,jboss-fuse,jasypt,2/20/14 16:41,"Hash matching: Replaced call to Arrays.equals() with a time-constant function in order to protect against timing attacks in hypothetical developer-made message authentication schemes. (Note password matching is not affected by this vulnerability)

git-svn-id: http://svn.code.sf.net/p/jasypt/code/trunk/jasypt@668 da78853a-38a2-49c0-9af2-345bcb92683f",cef07e36654c3eefe02c524d56ca759dba8c41ca
VULAS,CVE-2015-0225,https://github.com/apache/cassandra,c041ea8b3748089937168839791a6d64382b34de,,,,apache,cassandra,3/25/15 16:27,Bind JMX to localhost unless explicitly configured otherwise,7cc1cf000c6b48bc13aa551467f27e4ab28b2031
VULAS,CVE-2015-0250,https://github.com/apache/batik,1e12686194370b22420da705d71af66161affa33,,,,apache,batik,3/5/15 12:53,"disable external xml entities

git-svn-id: https://svn.apache.org/repos/asf/xmlgraphics/batik/trunk@1664335 13f79535-47bb-0310-9956-ffa450edef68",6611e7e655718410fb647551869289a9dbb3e2a9
VULAS,CVE-2015-0263,https://github.com/apache/camel,7d19340bcdb42f7aae584d9c5003ac4f7ddaee36,,,,apache,camel,3/1/15 10:52,XML External Entity (XXE) injection in XmlConverter. Thanks to Stephan Siano for the patch.,1df559649a96a1ca0368373387e542f46e4820da
VULAS,CVE-2015-0264,https://github.com/apache/camel,1df559649a96a1ca0368373387e542f46e4820da,,,,apache,camel,3/1/15 10:51,CAMEL-8312: XML External Entity (XXE) injection in XPath. Thanks to Stephan Siano for the patch.,504cf03deba0726754f05152f7d8606fb76a72b4
VULAS,CVE-2015-0886,https://github.com/djmdjm/jBCrypt,0c28b698e79b132391be8333107040d774c79995,,,,djmdjm,jBCrypt,5/10/13 4:04,"Reduce max log(rounds) to 30 to avoid integer overflow; bz#2097
from Marcus Rathsfeld",b129c40bc8c207ecdd0a2f05cbf154b0a67110d4
VULAS,CVE-2015-0899,https://github.com/kawasima/struts1-forever,212bb0f7c57617b7b9c44cb1e056bd1e597c8e16,,,,kawasima,struts1-forever,5/13/15 1:27,Fixed CVE-2014-0114,b6f974288d16d53ab2a5cb6101d32bbddc187cf1
VULAS,CVE-2015-1772,https://github.com/apache/hive,6929846a8120eaf094b914b4ca8af80b65f891c8,,,,apache,hive,3/17/15 22:06,"HIVE-9934: Vulnerability in LdapAuthenticationProviderImpl enables HiveServer2 client to degrade the authentication mechanism to none, allowing authentication without password (Chao via Xuefu)

git-svn-id: https://svn.apache.org/repos/asf/hive/trunk@1667417 13f79535-47bb-0310-9956-ffa450edef68",9641b4d8310877a97cc9521dd28c730971683f32
VULAS,CVE-2015-1775,https://github.com/apache/ambari,3ab123a109f6384f019db455f256520f4a8b85dd,,,,apache,ambari,6/23/15 18:23,AMBARI-12102. Increase unit test coverage for ViewURLStreamProvider (smohanty),af12bc565bf8c77d028512162f4a67e9a96bd949
VULAS,CVE-2015-1776,https://github.com/apache/hadoop,6b710a42e00acca405e085724c89cda016cf7442,,,,apache,hadoop,5/14/15 23:07,Fixing MR intermediate spills. Contributed by Arun Suresh.,53fe4eff09fdaeed75a8cad3a26156bf963a8d37
VULAS,CVE-2015-1831,https://github.com/apache/struts,d832747d647df343ed07a58b1b5e540a05a4d51b,,,,apache,struts,5/3/15 18:57,Applies better exclude patterns,8ab3272d9fd547880f06aa32366f7956628e6630
VULAS,CVE-2015-1836,https://github.com/apache/hbase,942e09b71eef5bd9fdb1c8711125c4bc1193bcdc,,,,apache,hbase,5/27/15 19:21,HBASE-13768 ZooKeeper znodes are bootstrapped with insecure ACLs in a secure configuration (Enis Soztutar),19a57f1e7e57b83e17e0ef91e35b02dfd5af2893
VULAS,CVE-2015-2913,https://github.com/orientechnologies/orientdb,668ece96be210e742a4e2820a3085b215cf55104,,,,orientechnologies,orientdb,4/4/15 14:45,Adopted SecureRandom to avoid predicable random numbers in session,41fd20ab022e22bce32d62372dbe279693322086
VULAS,CVE-2015-3189,https://github.com/cloudfoundry/uaa,a79b89f6e4f66626914b029b7a15a423491f8013,,,,cloudfoundry,uaa,4/20/15 17:10,"password reset link expiration logic
1. backwards compatible - if the link results in a user_id, we check last_modified date of the user and reject the link if the user has been modified
2. going forward - we store both the username and the user_id, thus we can see if the email(username) has been modified
https://www.pivotaltracker.com/story/show/92065804
[#92065804]",cdf511ff9d3cbbaf31e7d16325ad641e62111768
VULAS,CVE-2015-3192,https://github.com/spring-projects/spring-framework,5a711c05ec750f069235597173084c2ee796242,,,,spring-projects,spring-framework,6/30/15 11:59,"Disable DTD when parsing untrusted XML input

Issue: SPR-13136",1e42464c223d3c17ef4823faec416ff8d6db3030
VULAS,CVE-2015-3208,https://github.com/apache/activemq-artemis,48d9951d879e0c8cbb59d4b64ab59d53ef88310d,,,,apache,activemq-artemis,5/21/15 9:49,ActiveMQ6-112 Add defaults to the selector parser doc builder,879f4a6bb3b15dfc3d00bcde2d982194bd2dadc4
VULAS,CVE-2015-3253,https://github.com/apache/groovy,09e9778e8a33052d8c27105aee5310649637233d,,,,apache,groovy,7/9/15 18:12,Fix potential problem when deserializing,03e3812cff011eda75a518af7f8f676db8622316
VULAS,CVE-2015-3271,https://github.com/apache/tika,98672cdd92b6325ff78c763955a7c045b364095b,,,,apache,tika,7/23/15 13:00,"TIKA-1690: revert changes made in r1678515 that added fileUrl capability in tika-server

git-svn-id: https://svn.apache.org/repos/asf/tika/trunk@1692383 13f79535-47bb-0310-9956-ffa450edef68",a4baebe62c9a29c71fac00b59657f508c681edbf
VULAS,CVE-2015-4165,https://github.com/elastic/elasticsearch,f5cfb2a1869d1a52930cbd3138278a6e2c1b22e6,,,,elastic,elasticsearch,5/21/15 2:24,"Snapshot/Restore: fix FSRepository location configuration

Closes #11068",e575a543ba3334bceae19da5013c557dccbe7200
VULAS,CVE-2015-5170,https://github.com/cloudfoundry/uaa,a54f3fb8225ef7d5021ca7d4fb52bef1e884568e,,,,cloudfoundry,uaa,8/7/15 22:06,Merge branch 'feature/stateless_csrf_upon_login' into develop,8a3c0d9edd65f07883a5bea3fc61bff475c7d517:bdb1a39a1e72f615f2e7a429a896a11e7ee5ec17
VULAS,CVE-2015-5171,https://github.com/cloudfoundry/uaa,9730cd6a3bbb481ee4e400b51952b537589c469d,,,,cloudfoundry,uaa,8/4/15 15:49,"Upon a password change we will expire all HTTP sessions for that user
https://www.pivotaltracker.com/story/show/100043648
[#100043648]",cad9bdd3b3a642093a3e3e783ce7e0125fbf17c0
VULAS,CVE-2015-5172,https://github.com/cloudfoundry/uaa,cd31cc397fe17389d95b83d6a9caa46eebc54faf,,,,cloudfoundry,uaa,8/6/15 14:13,"When the link is clicked for reset password, the code is exchanged so
that the link can not be used again",7c70a85f4c7b5a9b1603bc57cab14a7ffef2168b
VULAS,CVE-2015-5253,https://github.com/apache/cxf,845eccb6484b43ba02875c71e824db23ae4f20c0,,,,apache,cxf,7/30/15 16:55,Adding SAML SSO tests.,b32c5d0cbf61ae599c33e401679066d92b8e2024
VULAS,CVE-2015-5256,https://github.com/apache/cordova-android,af2969dec58ca89150b84b5d57edcf63d4ce1302,,,,apache,cordova-android,3/3/15 2:00,CB-8587 Don't allow webview navigations within showWebPage that are not whitelisted,53dba8678c90f06ee3bdaf903ec1ffa1106be338
VULAS,CVE-2015-5258,https://github.com/spring-projects/spring-social,5151e1158e1ed51369e7aba9e8092930d28c31d3,,,,spring-projects,spring-social,11/11/15 19:38,Update dependencies; stronger enforcement of state parameter checks,f04fa5e7b722a569683511fb08e158765bed1aaf
VULAS,CVE-2015-5347,https://github.com/apache/wicket,dffba2ce410ec7e917ad350d3528af4df67bc348,,,,apache,wicket,11/18/15 18:18,allow markup inside title via #setEscapeModelStrings(),497a5d629b609d2e6039b2df6c35bc1035077984
VULAS,CVE-2015-5531,https://github.com/elastic/elasticsearch,df1427a2935237fb61fc641984f9c76478627fec,,,,elastic,elasticsearch,7/14/15 12:15,"Add url repository whitelist

Require urls for URL repository to be listed in repositories.url.allowed_urls setting. This change ensures that only authorized URLs can be accessed by elasticsearch.",7a264c48c1b40519ce29d62c5e8290d615bd7751
VULAS,CVE-2015-6524,https://github.com/apache/activemq,0b5231ada5ce365b41832ba8752ee210145d1cbe,,,,apache,activemq,9/8/14 11:51,https://issues.apache.org/jira/browse/AMQ-5345 - improve ldap communication,e8f8155141e75ba10c1ba03d9031b6128a735507
VULAS,CVE-2015-6748,https://github.com/jhy/jsoup,4edb78991f8d0bf87dafde5e01ccd8922065c9b2,,,,jhy,jsoup,7/5/15 22:05,"Merge pull request #582 from fazerish/handle_unclosed_tag_on_eof

Keep tag that have not been closed by > before reaching EOF.",3a7f39c507ed2b6809dc3a8bcc0a28ad19aab2f3:b86beca8feb26f9a3181e87fe36382f8ab4bdb98
VULAS,CVE-2015-7521,https://github.com/apache/hive,98f933f269e6b528ef84912b3d701ca3272ec04b,,,,apache,hive,1/18/16 20:46,"HIVE-12875 : Verify sem.getInputs() and sem.getOutputs() (Sushanth Sowmyan, reviewed by Alan Gates)",d82409d0d804fa441b7956623ed92719886d2fcd
VULAS,CVE-2015-8103,https://github.com/jenkinsci/jenkins,5bd9b55a2a3249939fd78c501b8959a804c1164b,,,,jenkinsci,jenkins,11/8/15 5:34,"Merge pull request #44 from jenkinsci-cert/SECURITY-218

[FIXED SECURITY-218]",ed407e66bcd3743a3b458ea8284977e5cac56c2a:cb588f93e57d3c1aa4ac972c7c9a3433d7cf1c79
VULAS,CVE-2015-8320,https://github.com/apache/cordova-android,032ea8a8d386d8bcffc5de7fd3e4202478effb7d,,,,apache,cordova-android,11/4/14 20:57,CB-7940 Disable exec bridge if bridgeSecret is wrong,fc63f66e8970ab537dda1397a6b58e6d61252c17
VULAS,CVE-2015-8581,https://github.com/apache/tomee,58cdbbef9c77ab2b44870f9d606593b49cde76d9,,,,apache,tomee,3/1/16 15:13,switching tomee.serialization.class.blacklist defaults to * in our packaged distributions,5689b25ac70a243c4d838962e068856f889ea87f
VULAS,CVE-2016-0731,https://github.com/apache/ambari,eaf8cc4cd2015456307ff3fcf98e49f2826fa270,,,,apache,ambari,1/25/16 12:03,AMBARI-14780. Make the property validator for File Browser more restrictive. (yusaku via rlevas),e94362c35e0a046dcd7ab802cbf258ce603780c6
VULAS,CVE-2016-0768,https://github.com/tada/pljava,675254b0f17b76f05e72cba2e3b8d3e548ae7a43,,,,tada,pljava,1/24/16 3:54,"Change default USAGE grant for 'java'.

Ok, it seems that another change to the PostgreSQL large object APIs
happened in PG 9.0: large objects got ACLs. Before that, anybody could
access them. In PL/Java, anybody still can. :(

The ideal accommodation on PL/Java's side will be to retarget PL/Java's
LargeObject code from the PG inv_api.c layer to the be-fsstubs.c layer
(if something doesn't make that prohibitively difficult), because that's
where the 9.0+ access checks happen. Otherwise, the checking code needs
to be duplicated in PL/Java.

The fsstubs layer has only-good-within-one-transaction semantics.
Happily, that's all that's expected for the JDBC *LOB interfaces,
which presumably are the public API this stuff should ultimately have.

Too involved for 1.5.0. However, this is a good argument for a least-
privilege, no-public-by-default installation of the 'java' language,
documenting how GRANT USAGE can then be used to allow specific
users/roles to make PL/Java functions.

Moral: this wasn't a problem before 9.0, when everybody knew LOBs had
no access controls. It became a problem when PG added access controls
for them, and PL/Java didn't follow suit. What's a trusted language
today could need adjustments tomorrow, so no-public-usage-by-default
really seems like the best posture; the user/installer should always be
encouraged to follow the least privilege principle.",d2f6ef84e46765822f92cd8f403a7e4c1f8bb198
VULAS,CVE-2016-0779,https://github.com/apache/tomee,58cdbbef9c77ab2b44870f9d606593b49cde76d9,,,,apache,tomee,3/1/16 15:13,switching tomee.serialization.class.blacklist defaults to * in our packaged distributions,5689b25ac70a243c4d838962e068856f889ea87f
VULAS,CVE-2016-0785,https://github.com/apache/struts,15857a69e7baf3675804495a5954cd0756ac8364,,,,apache,struts,3/6/16 9:07,Reduces expression evaluation if there is no expression,f7364a50dc6a82b51a57dab9b3efd6303e2295b6
VULAS,CVE-2016-1000338,https://github.com/bcgit/bc-java,843c2e60f67d71faf81d236f448ebbe56c62c647,,,,bcgit,bc-java,10/15/16 0:21,"Added header validation for INTEGER/ENUMERATED
Added additional validations for DSA/ECDSA signature parsing.",b0c3ce99d43d73a096268831d0d120ffc89eac7f
VULAS,CVE-2016-1000339,https://github.com/bcgit/bc-java,413b42f4d770456508585c830cfcde95f9b0e93b,,,,bcgit,bc-java,10/31/16 22:51,"added better support for DH domain parameters
added s box allocation to AESEngine
reduced use of AESFastEngine.",1127131c89021612c6eefa26dbe5714c194e7495
VULAS,CVE-2016-1000340,https://github.com/bcgit/bc-java,790642084c4e0cadd47352054f868cc8397e2c00,,,,bcgit,bc-java,11/29/16 2:56,Fix carry propagation bug in Nat???.square methods,02417ceb88ad4207aebe0e696df8bb2b65a43e8d
VULAS,CVE-2016-1000341,https://github.com/bcgit/bc-java,acaac81f96fec91ab45bd0412beaf9c3acd8defa,,,,bcgit,bc-java,10/15/16 2:44,added randomizer to DSA signature generation,bf5cc6146f0d8e7cc1f5dded319f300c27f7c179
VULAS,CVE-2016-1000342,https://github.com/bcgit/bc-java,843c2e60f67d71faf81d236f448ebbe56c62c647,,,,bcgit,bc-java,10/15/16 0:21,"Added header validation for INTEGER/ENUMERATED
Added additional validations for DSA/ECDSA signature parsing.",b0c3ce99d43d73a096268831d0d120ffc89eac7f
VULAS,CVE-2016-1000343,https://github.com/bcgit/bc-java,50a53068c094d6cff37659da33c9b4505becd389,,,,bcgit,bc-java,11/3/16 23:04,updated default DSA parameters to follow 186-4,f03bb051b9c22ba66c87e436c6f17e07ac81f442
VULAS,CVE-2016-1000344,https://github.com/bcgit/bc-java,9385b0ebd277724b167fe1d1456e3c112112be1f,,,,bcgit,bc-java,8/27/16 1:41,removed support for non-cbc mode ciphers in IES/ECIES,7acfa2fbb86f5d061ed03fdf1a4a8f0876c94cab
VULAS,CVE-2016-1000345,https://github.com/bcgit/bc-java,21dcb3d9744c83dcf2ff8fcee06dbca7bfa4ef35,,,,bcgit,bc-java,8/27/16 3:20,"modified IESEngine so that MAC check is the primary one
added general BadBlockException class for asymmetric ciphers.",9385b0ebd277724b167fe1d1456e3c112112be1f
VULAS,CVE-2016-1000346,https://github.com/bcgit/bc-java,1127131c89021612c6eefa26dbe5714c194e7495,,,,bcgit,bc-java,10/29/16 3:10,"Added TLS validation check for DH keys
Added further agreement result checks",63c5f15d8a26b66cbff0503e28ac945a6899a85c
VULAS,CVE-2016-1000352,https://github.com/bcgit/bc-java,9385b0ebd277724b167fe1d1456e3c112112be1f,,,,bcgit,bc-java,8/27/16 1:41,removed support for non-cbc mode ciphers in IES/ECIES,7acfa2fbb86f5d061ed03fdf1a4a8f0876c94cab
VULAS,CVE-2016-10006,https://github.com/nahsra/antisamy,7313931dc3c0d1377b010f07faef2063dd359a36,,,,nahsra,antisamy,12/19/16 16:47,"Updated for proper <style> tag validation

Validated <style> tag attributes to fix style tag XSS in MagixSAXFilter.java",90550e42b39972fce0db4bcab0e1ce4359b94661
VULAS,CVE-2016-1181,https://github.com/kawasima/struts1-forever,eda3a79907ed8fcb0387a0496d0cb14332f250e8,,,,kawasima,struts1-forever,6/8/16 2:38,Fixed CVE-2016-1181 and CVE-2016-1182,fdd9eb8f94ca75eb9effac9602b9d4ee0cb904b5
VULAS,CVE-2016-1182,https://github.com/kawasima/struts1-forever,eda3a79907ed8fcb0387a0496d0cb14332f250e8,,,,kawasima,struts1-forever,6/8/16 2:38,Fixed CVE-2016-1181 and CVE-2016-1182,fdd9eb8f94ca75eb9effac9602b9d4ee0cb904b5
