Dataset,Code,Project,sha,CWE,Severity,Year,owner,project,Date,Message,sha-p,Language,Score,Delete,Commits,Compare
VULAS-M,CVE-2016-6637,https://github.com/cloudfoundry/uaa,cded6164a3b90e791688a954069aea3cfde59b69,CWE-352,MEDIUM,2016,cloudfoundry,uaa,8/30/16 17:50,"Implement approvals csrf tokens
[#129374221] https://www.pivotaltracker.com/story/show/129374221",3da1c165f595db24c526ba0446b487178e81182a,java,6.8,0,2,https://github.com/cloudfoundry/uaa/compare/3da1c165f595db24c526ba0446b487178e81182a…cded6164a3b90e791688a954069aea3cfde59b69
VULAS-M,CVE-2016-4436,https://github.com/apache/struts,27ca165ddbf81c84bafbd083b99a18d89cc49ca7,NVD-CWE-noinfo,HIGH,2016,apache,struts,5/12/16 13:36,Throws away methods that doesn't match pattern,8b688cc38d589c787c091a2c7c3574e5c3619484,java,7.5,0,1,https://github.com/apache/struts/compare/8b688cc38d589c787c091a2c7c3574e5c3619484…27ca165ddbf81c84bafbd083b99a18d89cc49ca7
VULAS-M,CVE-2017-12196,https://github.com/undertow-io/undertow,8804170ce3186bdd83b486959399ec7ac0f59d0f,CWE-863,MEDIUM,2017,undertow-io,undertow,12/10/17 23:51,UNDERTOW-1190 handle absolute URI in the digest mechanism,4ab466d6ce89c217443431ed0c10e66ae44e55c4,java,4.3,0,2,https://github.com/undertow-io/undertow/compare/4ab466d6ce89c217443431ed0c10e66ae44e55c4…8804170ce3186bdd83b486959399ec7ac0f59d0f
VULAS-M,CVE-2017-15719,https://github.com/sebfz1/wicket-jquery-ui,936c12a2db262cf471c781f0d3c0d0ad61c35c7b,CWE-79,MEDIUM,2017,sebfz1,wicket-jquery-ui,12/27/17 22:19," Kendo UI: Editor, added OWASP sanitizer

Kendo UI: **API BREAK** Editor model object is now String type (no more generic T)",96d55ac0cf25b8cb9b71a8b569dfe9593c9ad273,java,4.3,0,3,https://github.com/sebfz1/wicket-jquery-ui/compare/96d55ac0cf25b8cb9b71a8b569dfe9593c9ad273…936c12a2db262cf471c781f0d3c0d0ad61c35c7b
VULAS-M,CVE-2016-8735,https://github.com/apache/tomcat,0e83ad3e547fc9a75a258799ef581249b40a82a6,CWE-284,HIGH,2016,apache,tomcat,11/2/16 11:57,"Explicitly configure allowed credential types

git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1767644 13f79535-47bb-0310-9956-ffa450edef68",b0715ef477d7e05c202eb27d93b8e146a61f2a34,java,7.5,0,1,https://github.com/apache/tomcat/compare/b0715ef477d7e05c202eb27d93b8e146a61f2a34…0e83ad3e547fc9a75a258799ef581249b40a82a6
VULAS-M,CVE-2014-4172,https://github.com/apereo/java-cas-client,ab6cbdc3daa451b4fef89c0bd0f4e6568f3aa9ef,CWE-74,HIGH,2014,apereo,java-cas-client,6/29/14 19:11,"Merge pull request #73 from battags/CASC-228

CASC-228 URL Encode Paramaters Passed to Server via Validate",fd962da5c4a30e445583413c4e612baed6b11bd4,java,7.5,0,2,https://github.com/apereo/java-cas-client/compare/fd962da5c4a30e445583413c4e612baed6b11bd4…ab6cbdc3daa451b4fef89c0bd0f4e6568f3aa9ef
VULAS-M,CVE-2017-5648,https://github.com/apache/tomcat,dfa40863421d7681fed893b4256666491887e38c,CWE-668,MEDIUM,2017,apache,tomcat,3/6/17 22:14,"Ensure request and response facades are used when firing application listeners. 

git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1785774 13f79535-47bb-0310-9956-ffa450edef68",c2d925984aacef20e8c253db648bca30b6eb4b4f,java,6.4,0,1,https://github.com/apache/tomcat/compare/c2d925984aacef20e8c253db648bca30b6eb4b4f…dfa40863421d7681fed893b4256666491887e38c
VULAS-M,CVE-2014-0075,https://github.com/apache/tomcat,f646a5acd5e32d6f5a2d9bf1d94ca66b65477675,CWE-189,MEDIUM,2014,apache,tomcat,3/17/14 12:31,"Improve processing of chuck size from chunked headers. Avoid overflow and use a bit shift instead of a multiplication as it is marginally faster.

git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1578337 13f79535-47bb-0310-9956-ffa450edef68",e8cc1e6ef11a779313ab467a8410feabfdb4d8bf,java,5,0,1,https://github.com/apache/tomcat/compare/e8cc1e6ef11a779313ab467a8410feabfdb4d8bf…f646a5acd5e32d6f5a2d9bf1d94ca66b65477675
VULAS-M,CVE-2016-3092,https://github.com/apache/tomcat,2c3553f3681baf775c50bb0b49ea61cb44ea914f,CWE-20,HIGH,2016,apache,tomcat,5/13/16 18:50,"Update internal fork of Commons File Upload

git-svn-id: https://svn.apache.org/repos/asf/tomcat/tc8.5.x/trunk@1743722 13f79535-47bb-0310-9956-ffa450edef68",250eb500207a921c204b3cf641c2aba7a1bba69e,java,7.8,0,1,https://github.com/apache/tomcat/compare/250eb500207a921c204b3cf641c2aba7a1bba69e…2c3553f3681baf775c50bb0b49ea61cb44ea914f
VULAS-M,CVE-2015-1427,https://github.com/elastic/elasticsearch,764fda6420a0aa10db4abef15429b5e77b9be8bf,CWE-284,HIGH,2015,elastic,elasticsearch,2/11/15 12:21,[TEST] make sandbox settings explicit in Tests,0b0cd1c46cb5d1483ec83b8efa0c0088a8f8ef01,java,7.5,0,1,https://github.com/elastic/elasticsearch/compare/0b0cd1c46cb5d1483ec83b8efa0c0088a8f8ef01…764fda6420a0aa10db4abef15429b5e77b9be8bf
VULAS-M,CVE-2018-6356,https://github.com/jenkinsci/jenkins,9de62915807deab61d6e780eed660428f9889b51,CWE-22,MEDIUM,2018,jenkinsci,jenkins,2/9/18 16:25,[SECURITY-705] Additional precautions.,2d16b459205730d85e51499c2457109b234ca9d9,java,4,1,4,https://github.com/jenkinsci/jenkins/compare/2d16b459205730d85e51499c2457109b234ca9d9…9de62915807deab61d6e780eed660428f9889b51
VULAS-M,CVE-2016-0762,https://github.com/apache/tomcat,86b2e436099cb48f30dad950175c5beeeb763756,CWE-264,MEDIUM,2016,apache,tomcat,8/30/16 22:55,"Make timing attacks against the Realm implementations harder. (schultz)

git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1758499 13f79535-47bb-0310-9956-ffa450edef68",f603f2f4595073f9490e01699d2083112a7c09a7,java,4.3,0,1,https://github.com/apache/tomcat/compare/f603f2f4595073f9490e01699d2083112a7c09a7…86b2e436099cb48f30dad950175c5beeeb763756
VULAS-M,PRIMEFACES-1194,https://github.com/primefaces/primefaces,afcec249b82cad60978e8ecb3926822d3f51b25a,CWE-79,,2018,primefaces,primefaces,11/7/17 21:15,Fix #1194: XSS in DialogFramework.,492d3dfe4346ea8132fda8fa4e12a9eb43d7124c,java,,0,2,https://github.com/primefaces/primefaces/compare/492d3dfe4346ea8132fda8fa4e12a9eb43d7124c…afcec249b82cad60978e8ecb3926822d3f51b25a
VULAS-M,CVE-2014-0097,https://github.com/spring-projects/spring-security,a7005bd74241ac8e2e7b38ae31bc4b0f641ef973,CWE-287,HIGH,2014,spring-projects,spring-security,3/4/14 19:48,SEC-2500: Prevent anonymous bind for ActiveDirectoryLdapAuthenticator,ea902e5829f5d2dd6279983846ebce3416a52479,java,7.5,0,1,https://github.com/spring-projects/spring-security/compare/ea902e5829f5d2dd6279983846ebce3416a52479…a7005bd74241ac8e2e7b38ae31bc4b0f641ef973
VULAS-M,CVE-2018-1000180,https://github.com/bcgit/bc-java,22467b6e8fe19717ecdf201c0cf91bacf04a55ad,CWE-327,MEDIUM,2018,bcgit,bc-java,4/22/18 22:14,BJA-694 minor tweak to avoid method signature change,49883825258f8111cfa8fe980223e52996604fa5,java,5,0,2,https://github.com/bcgit/bc-java/compare/49883825258f8111cfa8fe980223e52996604fa5…22467b6e8fe19717ecdf201c0cf91bacf04a55ad
VULAS-M,CVE-2009-3555,https://github.com/apache/tomcat,30af3f5630542a2340781f66553e734a6fd69701,CWE-310,MEDIUM,2009,apache,tomcat,11/19/09 22:06,"Improve workaround for CVE-2009-3555
On the plus side, it doesn't rely on an async event to close the connection
On the down side, I haven't yet found a way to log client initiated handshakes before they get closed

git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@882320 13f79535-47bb-0310-9956-ffa450edef68",760f24921fe95d05586b43586ca19e4585d8b7f5,java,5.8,0,1,https://github.com/apache/tomcat/compare/760f24921fe95d05586b43586ca19e4585d8b7f5…30af3f5630542a2340781f66553e734a6fd69701
VULAS-M,CVE-2016-8747,https://github.com/apache/tomcat,452c8094a665ef6375530e81c033da4eeb2e4865,CWE-200,MEDIUM,2016,apache,tomcat,12/14/16 10:09,"Fix intermittent test failure spotted during some refactoring.

git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1774161 13f79535-47bb-0310-9956-ffa450edef68",d61ebedc7e6d98bb9e60601afe4e5401266b72c9,java,5,0,1,https://github.com/apache/tomcat/compare/d61ebedc7e6d98bb9e60601afe4e5401266b72c9…452c8094a665ef6375530e81c033da4eeb2e4865
VULAS-M,CVE-2016-3084,https://github.com/cloudfoundry/uaa,460627ed419e4227b10ff121248b3ffc009011a9,CWE-264,MEDIUM,2016,cloudfoundry,uaa,5/3/16 15:46,Improve reset password experience,08c0e1fc8dbe5168144c4ffa26ee99dee1dd20f7,java,4.3,0,4,https://github.com/cloudfoundry/uaa/compare/08c0e1fc8dbe5168144c4ffa26ee99dee1dd20f7…460627ed419e4227b10ff121248b3ffc009011a9
VULAS-M,CVE-2017-7674,https://github.com/apache/tomcat,b94478d45b7e1fc06134a785571f78772fa30fed,CWE-345,MEDIUM,2017,apache,tomcat,5/22/17 14:55,"BZ61101: CORS filter should set Vary header in response. Submitted by Rick Riemer.

git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1795813 13f79535-47bb-0310-9956-ffa450edef68",5edb50d61386cb3aca1d403e147440e52ab87ebd,java,4.3,0,1,https://github.com/apache/tomcat/compare/5edb50d61386cb3aca1d403e147440e52ab87ebd…b94478d45b7e1fc06134a785571f78772fa30fed
VULAS-M,CVE-2015-1830,https://github.com/apache/activemq,729c4731574ffffaf58ebefdbaeb3bd19ed1c7b7,CWE-22,MEDIUM,2015,apache,activemq,5/5/15 14:29,https://issues.apache.org/jira/browse/AMQ-5754 - better filename guaard fix,a37b43cca82f108a8e3f5c2803a9b50911a60979,java,5,0,2,https://github.com/apache/activemq/compare/a37b43cca82f108a8e3f5c2803a9b50911a60979…729c4731574ffffaf58ebefdbaeb3bd19ed1c7b7
VULAS-M,CVE-2017-5650,https://github.com/apache/tomcat,5496e193a89b8b8b3177e516358df2f07ab852b3,CWE-404,MEDIUM,2017,apache,tomcat,3/24/17 14:43,"Close the streams as soon as we know the connection is closing

git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1788460 13f79535-47bb-0310-9956-ffa450edef68",4ba258bb563d2799d774e47ce91edee94a87e170,java,5,0,1,https://github.com/apache/tomcat/compare/4ba258bb563d2799d774e47ce91edee94a87e170…5496e193a89b8b8b3177e516358df2f07ab852b3
VULAS-M,CVE-2017-1000387,https://github.com/jenkinsci/build-publisher-plugin,e9c1b263400e42aaa3f9fcbbd0e8b1e85c76e3a0,CWE-522,LOW,2017,jenkinsci,build-publisher-plugin,8/15/17 10:18,"Do not deprecate the field, change its type instead",969d90b5aa9462e7a654e927e24b253c56d434b7,java,2.1,0,4,https://github.com/jenkinsci/build-publisher-plugin/compare/969d90b5aa9462e7a654e927e24b253c56d434b7…e9c1b263400e42aaa3f9fcbbd0e8b1e85c76e3a0
VULAS-M,CVE-2016-6651,https://github.com/cloudfoundry/uaa,96f702681676d829628a23db171ffa79a32f03af,CWE-264,MEDIUM,2016,cloudfoundry,uaa,9/16/16 20:55,Cleanup of non needed parameters,9429d16935f204913a4ab60a3ba1811beafaab0b,java,6.5,0,1,https://github.com/cloudfoundry/uaa/compare/9429d16935f204913a4ab60a3ba1811beafaab0b…96f702681676d829628a23db171ffa79a32f03af
VULAS-M,CVE-2013-2134,https://github.com/apache/struts,711cf0201cdd319a38cf29238913312355db29ba,CWE-94,HIGH,2013,apache,struts,6/6/13 5:29,"Merged from STRUTS_2_3_14_2_X
WW-4090 Itroduces actions names' whitelisting [from revision 1488895]
WW-4090 Removes double evaluation of parsed expression [from revision 1488897]
WW-4090 Add some logging [from revision 1488899]
WW-4090 Uses warn level instead of debug [from revision 1488900]

git-svn-id: https://svn.apache.org/repos/asf/struts/struts2/trunk@1490149 13f79535-47bb-0310-9956-ffa450edef68",66d71be669f08fe47f89875ecef969d9995316bc,java,9.3,0,1,https://github.com/apache/struts/compare/66d71be669f08fe47f89875ecef969d9995316bc…711cf0201cdd319a38cf29238913312355db29ba
VULAS-M,CVE-2010-3718,https://github.com/apache/tomcat,a697f7b52c4e3aea0c6763b33d413b54a518e883,CWE-20,LOW,2010,apache,tomcat,10/13/10 15:16,"Ensure work dir attribute is made read-only
CVE-2010-3718

git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1022134 13f79535-47bb-0310-9956-ffa450edef68",2c4536c874fc86d2fe021e9fdaa3b167754b88eb,java,1.2,0,1,https://github.com/apache/tomcat/compare/2c4536c874fc86d2fe021e9fdaa3b167754b88eb…a697f7b52c4e3aea0c6763b33d413b54a518e883
VULAS-M,CVE-2017-1000390,https://github.com/jenkinsci/tikal-multijob-plugin,3e6ab85019334a5b2a438264afdebe439cfc82b4,CWE-732,MEDIUM,2017,jenkinsci,tikal-multijob-plugin,7/22/17 15:55,JENKINS-36333 - Attach permission to Job.Build,9d8bd650c5d8e1dd9447e88c0d7659a2e7f8e9f3,java,4,0,4,https://github.com/jenkinsci/tikal-multijob-plugin/compare/9d8bd650c5d8e1dd9447e88c0d7659a2e7f8e9f3…3e6ab85019334a5b2a438264afdebe439cfc82b4
VULAS-M,CVE-2012-0391,https://github.com/apache/struts,b4265d369dc29d57a9f2846a85b26598e83f3892,CWE-20,HIGH,2012,apache,struts,8/12/11 8:38,"WW-3668 - Vulnerability: User input is evaluated as an OGNL expression when there's a conversion error

git-svn-id: https://svn.apache.org/repos/asf/struts/struts2/trunk@1157009 13f79535-47bb-0310-9956-ffa450edef68",481ef2feaf80bfe9f59ea176dfeb505a5be59428,java,9.3,0,3,https://github.com/apache/struts/compare/481ef2feaf80bfe9f59ea176dfeb505a5be59428…b4265d369dc29d57a9f2846a85b26598e83f3892
VULAS-M,CVE-2016-2510,https://github.com/beanshell/beanshell,7c68fde2d6fc65e362f20863d868c112a90a9b49,CWE-19,MEDIUM,2016,beanshell,beanshell,2/3/16 1:03,Prevent deserialization of Handler,65a3c86837f0cff718fc9d389543e5ad59b527cd,java,6.8,0,2,https://github.com/beanshell/beanshell/compare/65a3c86837f0cff718fc9d389543e5ad59b527cd…7c68fde2d6fc65e362f20863d868c112a90a9b49
VULAS-M,CVE-2016-3674,https://github.com/x-stream/xstream,7c77ac0397a1f93c69d2776a13c31957f55d1647,CWE-200,MEDIUM,2016,x-stream,xstream,10/1/15 7:24,Fix XXE vulnerability for JDom parsers. ,2b1568bd72baf71254190b74dd1204d47f630e30,java,5,0,6,https://github.com/x-stream/xstream/compare/2b1568bd72baf71254190b74dd1204d47f630e30…7c77ac0397a1f93c69d2776a13c31957f55d1647
VULAS-M,CVE-2014-0225,https://github.com/spring-projects/spring-framework,8e096aeef55287dc829484996c9330cf755891a1,CWE-611,MEDIUM,2014,spring-projects,spring-framework,5/20/14 2:45,"Disable URL resolution in DTD declarations

Issue: SPR-11768",61b47ba7d90ecaf37c61ecacc1fb19de57ed4b1b,java,6.8,0,1,https://github.com/spring-projects/spring-framework/compare/61b47ba7d90ecaf37c61ecacc1fb19de57ed4b1b…8e096aeef55287dc829484996c9330cf755891a1
VULAS-M,CVE-2010-1632,https://github.com/apache/axis2-java,dbb2a3d37baf651f34b3bb064badb0e2c377f46b,CWE-20,HIGH,2010,apache,axis2-java,6/4/10 12:03,"CVE-2010-1632 (AXIS2-4450)
Don't allow DTD's in MTOMBuilder flow. 


git-svn-id: https://svn.apache.org/repos/asf/axis/axis2/java/core/trunk@951385 13f79535-47bb-0310-9956-ffa450edef68",05dafb98d69f86fa1d6d3044c4f6ca271550f817,java,7.5,1,13,https://github.com/apache/axis2-java/compare/05dafb98d69f86fa1d6d3044c4f6ca271550f817…dbb2a3d37baf651f34b3bb064badb0e2c377f46b
VULAS-M,CVE-2016-5388,https://github.com/apache/tomcat,fb3569fbb9a2f55459aa8e1e22bc35a737e66329,CWE-284,MEDIUM,2016,apache,tomcat,8/19/16 16:38,"Add a new initialisation parameter, envHttpHeaders, to the CGI Servlet to mitigate httpoxy (CVE-2016-5388) by default and to provide a mechanism that can be used to mitigate any future, similar issues.

git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1756939 13f79535-47bb-0310-9956-ffa450edef68",f6b3b9ef6c70a2d6f45b5e2d848eef0c74f93d53,java,5.1,0,1,https://github.com/apache/tomcat/compare/f6b3b9ef6c70a2d6f45b5e2d848eef0c74f93d53…fb3569fbb9a2f55459aa8e1e22bc35a737e66329
VULAS-M,CVE-2016-0763,https://github.com/apache/tomcat,76ebc9007567c8326217dd94844540e1e27d8468,CWE-264,MEDIUM,2016,apache,tomcat,1/21/16 12:47,"Protect initialization of ResourceLinkFactory when running with a SecurityManager.

git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1725926 13f79535-47bb-0310-9956-ffa450edef68",0a6502c6b1d889fd69aa389eedb34215f593e58e,java,6.5,0,1,https://github.com/apache/tomcat/compare/0a6502c6b1d889fd69aa389eedb34215f593e58e…76ebc9007567c8326217dd94844540e1e27d8468
VULAS-M,CVE-2016-4970,https://github.com/netty/netty,9e2c400f89c5badc39919f811179d3d42ac5257c,NVD-CWE-Other,HIGH,2016,netty,netty,5/28/16 3:52,"OpenSslEngine writePlaintextData WANT_READ with no data in BIO buffer

Motivation:
CVE-2016-4970

OpenSslEngine.wrap calls SSL_write which may return SSL_ERROR_WANT_READ, and if in this condition there is nothing to read from the BIO the OpenSslEngine and SslHandler will enter an infinite loop.

Modifications:
- Use the error code provided by OpenSSL and go back to the EventLoop selector to detect if the socket is closed

Result:
OpenSslEngine correctly handles the return codes from OpenSSL and does not enter an infinite loop.",a14eda7db055cbe3b32dc34370701c841879d2ae,java,7.8,0,1,https://github.com/netty/netty/compare/a14eda7db055cbe3b32dc34370701c841879d2ae…9e2c400f89c5badc39919f811179d3d42ac5257c
VULAS-M,CVE-2014-0119,https://github.com/apache/tomcat,ce70ee6b8fe437a498a375215011056702b0c481,CWE-264,MEDIUM,2014,apache,tomcat,4/17/14 9:56,"Small optimisation. The resolver and the factory are only used when running under a security manager so only load them in this case.
Also avoid a possible memory leak when creating these objects.

git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1588193 13f79535-47bb-0310-9956-ffa450edef68",804fec853b560598d83b50686575bfedcf43d04a,java,4.3,0,1,https://github.com/apache/tomcat/compare/804fec853b560598d83b50686575bfedcf43d04a…ce70ee6b8fe437a498a375215011056702b0c481
VULAS-M,AMQ-5751,https://github.com/apache/activemq,886e2d4d97555e2f10276616389a5d1f915bad18,,,2015,apache,activemq,5/1/15 19:02,"Adding a configuration option to PolicyEntry to enable setting the maximum number of created destinations by policy on the broker.

This resolves https://issues.apache.org/jira/browse/AMQ-5751",eaf5c12151552e01c7de31bdcc8b96d8cbd3a1c6,java,,0,1,https://github.com/apache/activemq/compare/eaf5c12151552e01c7de31bdcc8b96d8cbd3a1c6…886e2d4d97555e2f10276616389a5d1f915bad18
VULAS-M,CVE-2018-11041,https://github.com/cloudfoundry/uaa,f6362a8f1865314aa507fc5de772848b7e552365,CWE-601,MEDIUM,2018,cloudfoundry,uaa,6/12/18 23:03," Request cache only saves requests with form_redirect_uri if it's valid

- A valid/approved form_redirect_uri value has the same host as the
receiving UAA server.

[#158222161] https://www.pivotaltracker.com/story/show/158222161

Signed-off-by: Jaskanwal Pawar <jpawar@pivotal.io>",d370654972c25049ebb126894b23af80b5fc863c,java,5.8,0,2,https://github.com/cloudfoundry/uaa/compare/d370654972c25049ebb126894b23af80b5fc863c…f6362a8f1865314aa507fc5de772848b7e552365
VULAS-M,CVE-2017-7675,https://github.com/apache/tomcat,cf181edc9a8c239cde704cffc3c503425bdcae2b,CWE-22,MEDIUM,2017,apache,tomcat,5/24/17 19:35,"Fix https://bz.apache.org/bugzilla/show_bug.cgi?id=61120
Do not ignore path parameters when processing HTTP/2 requests.

git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1796090 13f79535-47bb-0310-9956-ffa450edef68",ffc9baa175cdb3d4831b6926bd970e33f845b601,java,5,0,1,https://github.com/apache/tomcat/compare/ffc9baa175cdb3d4831b6926bd970e33f845b601…cf181edc9a8c239cde704cffc3c503425bdcae2b
VULAS-M,CVE-2017-4960,https://github.com/cloudfoundry/uaa,5eab756eaf4bb397302f00fbd0273f2470009d38,NVD-CWE-noinfo,MEDIUM,2017,cloudfoundry,uaa,2/25/17 1:07,"set a global flag to disable clientlockoutpolicy

[#138677887] https://www.pivotaltracker.com/story/show/138677887

Signed-off-by: Mikhail Vyshegorodtsev <medvedzver@inbox.ru>",0e3013bda9c13c630f2dd469368b93cb1b73f006,java,5,0,1,https://github.com/cloudfoundry/uaa/compare/0e3013bda9c13c630f2dd469368b93cb1b73f006…5eab756eaf4bb397302f00fbd0273f2470009d38
VULAS-M,CVE-2017-5651,https://github.com/apache/tomcat,9233d9d6a018be4415d4d7d6cb4fe01176adf1a8,NVD-CWE-noinfo,HIGH,2017,apache,tomcat,3/24/17 20:51,"Fix https://bz.apache.org/bugzilla/show_bug.cgi?id=60918
When sendfile processing passes to the Poller for completion and then completes before Http11Processor.service() exists, the Processor is recycled which clears sendfileData causing the Processor to return CLOSED or OPEN rather than SENDFILE.

git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1788544 13f79535-47bb-0310-9956-ffa450edef68",e0dcf76bcb25bf191609e19a3a05518bbedb34b5,java,7.5,0,1,https://github.com/apache/tomcat/compare/e0dcf76bcb25bf191609e19a3a05518bbedb34b5…9233d9d6a018be4415d4d7d6cb4fe01176adf1a8
VULAS-M,CVE-2015-7559,https://github.com/apache/activemq,338a74dfa42a7b19d39adecacfa5f626a050e807,CWE-20,MEDIUM,2015,apache,activemq,10/18/16 10:04,https://issues.apache.org/jira/browse/AMQ-6470 - Remove unused ControlCommand handling in client,c1157fe1f007ee2344a7f0badefa0794c98817cd,java,4,0,1,https://github.com/apache/activemq/compare/c1157fe1f007ee2344a7f0badefa0794c98817cd…338a74dfa42a7b19d39adecacfa5f626a050e807
VULAS-M,CVE-2015-2080,https://github.com/eclipse/jetty.project,3e7b5f0fa918633ec24bd1bc23d6ee76d32c7729,CWE-200,MEDIUM,2015,eclipse,jetty.project,2/23/15 21:57,"460642 - HttpParser error 400 can expose previous buffer contents in HTTP status reason message

+ Simplifying behavior",b69b8dfe504943b20f86b56233dc791a8081712e,java,5,0,2,https://github.com/eclipse/jetty.project/compare/b69b8dfe504943b20f86b56233dc791a8081712e…3e7b5f0fa918633ec24bd1bc23d6ee76d32c7729
VULAS-M,CVE-2016-8745,https://github.com/apache/tomcat,cbc9b18a845d3c8c053ac293dffda6c6c19dd92b,CWE-388,MEDIUM,2016,apache,tomcat,11/29/16 8:34,"Fix https://bz.apache.org/bugzilla/show_bug.cgi?id=60409
When unable to complete sendfile request, ensure the Processor will be added to the cache only once. Patch by markt.

git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1771853 13f79535-47bb-0310-9956-ffa450edef68",167e1e4ec99d26d34abb21583c72c5586fd6d1fd,java,5,0,1,https://github.com/apache/tomcat/compare/167e1e4ec99d26d34abb21583c72c5586fd6d1fd…cbc9b18a845d3c8c053ac293dffda6c6c19dd92b
VULAS-M,CVE-2016-6817,https://github.com/apache/tomcat,079372fc7bac8e2e378942715c9ce26a4a72c07a,CWE-119,MEDIUM,2016,apache,tomcat,10/20/16 10:07,"Fix https://bz.apache.org/bugzilla/show_bug.cgi?id=60232

The header read buffer needs to be at least the size of the largest
header.

git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1765794 13f79535-47bb-0310-9956-ffa450edef68",e4bdc8ab50b13ffe66ecdf242db5a83199f4dad1,java,5,0,1,https://github.com/apache/tomcat/compare/e4bdc8ab50b13ffe66ecdf242db5a83199f4dad1…079372fc7bac8e2e378942715c9ce26a4a72c07a
VULAS-M,CVE-2016-6794,https://github.com/apache/tomcat,c1660182010b4255c21c874d69c124370a67784a,CWE-200,MEDIUM,2016,apache,tomcat,7/28/16 19:45,"Provide a mechanism that enables the container to check if a component (typically a web application) has been granted a given permission when running under a SecurityManager without the current execution stack having to have passed through the component. Use this new mechanism to extend SecurityManager protection to the system property replacement feature of the digester.

git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1754445 13f79535-47bb-0310-9956-ffa450edef68",b93fa63eade1deee9594d7ad3e372ea835ff99c1,java,5,0,1,https://github.com/apache/tomcat/compare/b93fa63eade1deee9594d7ad3e372ea835ff99c1…c1660182010b4255c21c874d69c124370a67784a
VULAS-M,CVE-2017-9735,https://github.com/eclipse/jetty.project,2baa1abe4b1c380a30deacca1ed367466a1a62ea,CWE-200,MEDIUM,2017,eclipse,jetty.project,5/18/17 19:09,"Issue #1556 - A timing channel in Password.java.

Improved logic to avoid timing attacks:
now the password length cannot be inferred.",b1b94d870e0c8ac8d6fb9356ea4c455ddb56c20c,java,5,0,3,https://github.com/eclipse/jetty.project/compare/b1b94d870e0c8ac8d6fb9356ea4c455ddb56c20c…2baa1abe4b1c380a30deacca1ed367466a1a62ea
VULAS-M,CVE-2017-4973,https://github.com/cloudfoundry/uaa,5eb43757d5a3a2c9e7aae1ef3d0b9b7e2a38851e,CWE-269,MEDIUM,2017,cloudfoundry,uaa,4/18/17 0:26,"Validate client ID for approvals

[#143844261] https://www.pivotaltracker.com/story/show/143844261",74a8e977282d7016c5c75420ac92f8793b8d387b,java,6.5,0,1,https://github.com/cloudfoundry/uaa/compare/74a8e977282d7016c5c75420ac92f8793b8d387b…5eb43757d5a3a2c9e7aae1ef3d0b9b7e2a38851e
VULAS-M,CVE-2014-8122,https://github.com/weld/core,8e413202fa1af08c09c580f444e4fd16874f9c65,CWE-362,MEDIUM,2014,weld,core,12/3/14 13:21,"WELD-1802 An exception during context deactivation/dissociation should
not abort further procesing",00bdcbaffe1c8bc75a0d25d8dddecff396eda1c4,java,4.3,0,3,https://github.com/weld/core/compare/00bdcbaffe1c8bc75a0d25d8dddecff396eda1c4…8e413202fa1af08c09c580f444e4fd16874f9c65
VULAS-M,CVE-2014-0099,https://github.com/apache/tomcat,fffd63a3bd3a5475379b7c074820a5463b7663b3,CWE-189,MEDIUM,2014,apache,tomcat,3/18/14 10:27,"Fix possible overflow when parsing long values from a byte array.

git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1578812 13f79535-47bb-0310-9956-ffa450edef68",313ba522851a32e798d94c7250e1ec80a1d30a22,java,4.3,0,1,https://github.com/apache/tomcat/compare/313ba522851a32e798d94c7250e1ec80a1d30a22…fffd63a3bd3a5475379b7c074820a5463b7663b3
VULAS-M,CVE-2018-15761,https://github.com/cloudfoundry/uaa,95b7d9e7fae534a362b98de1df5bf501cd52c481,NVD-CWE-noinfo,MEDIUM,2018,cloudfoundry,uaa,10/24/18 23:42,"Validate authz parameters against original authz request

Signed-off-by: Jaskanwal Pawar <jpawar@pivotal.io>
Co-authored-by: Jaskanwal Pawar <jpawar@pivotal.io>",46c122d45c9d62261b8e29dcf315740d39b752b9,java,6.5,0,2,https://github.com/cloudfoundry/uaa/compare/46c122d45c9d62261b8e29dcf315740d39b752b9…95b7d9e7fae534a362b98de1df5bf501cd52c481
