Dataset,Code,Project,owner,project,sha-p,sha,sha-reg,sha-reg-p
SECBENCH,,https://github.com/curl/curl,curl,curl,ed3176dd6b5d9d6d26acc95f297cb3ef763ad54e,686d767053e413feacb95fb7ddd9b3883984a3cb,6bec14f38e4601977b8908c626ba7bc148764580,20b12987cfabc329a1ac6a1abea6bb1bd9e98ecc
SECBENCH,,https://github.com/nextcloud/server,nextcloud,server,dc41cf081cac227f0d73b56542fa6295285e170c,68d55648d5904a86d21fb5258684687a31929011,94522586c1717a55a2cc0f052f32ed9389c659fc,731571491f04c9a836b5f413d13f67571f1fe0b9
SECBENCH,,https://github.com/josh/rails,josh,rails,c5bdf6c5aee61848bee67b307287e2f28ddca173,68e4442ec720ca6730959681951f5862f97b5772,673daeabca18a3d96171c86bcdd03fd3d0091a73,d6785e967433470cfe5eba72a72f6f01682282c0
SECBENCH,,https://github.com/P0cL4bs/WiFi-Pumpkin,P0cL4bs,WiFi-Pumpkin,acbc25f48028539c4d239647101a314a7b5f6c11,68ed8f58c0a02e2048c27284bbe972e04998a562,7af636e1d5b9632dc8d91e4a31d764d593c2b3c8,a945da119317bca41a904b3019f8bbad20185f9c
SECBENCH,,https://github.com/php/php-src,php,php-src,79e7432c971e904c84b7774674fc71f805091fd4,6912dab9ebf0107f3da0b74ef899c536091ece84,0499f9094f133258fee5b3e0d37c97fb45ef1432,5656292a18711ce97c21aa2a261cdae8627db532
SECBENCH,,https://github.com/HandBrake/HandBrake,HandBrake,HandBrake,c6633353555fbc58a13ad90f8dfc171430455eae,69231c990576f34c14054a6f81b09b5a445d1b47,d00aec1e4b09b4d0e6497ca97d988fe0ea8e4594,31be008cc59b0ea652e7144f6a7b23bb61f19996
SECBENCH,,https://github.com/cakephp/cakephp,cakephp,cakephp,c4031bfd0a45420ef17a4a3eec45971c28e8e31f,69e5226fd2b3a9f6386527ef00159a03c53bbf0c,7349342044a50c194c8427d2c7ef418d20e02631,31e95ec0a52e6966c98c574f8c67245c4fc854b4
SECBENCH,,https://github.com/pfsense/pfsense,pfsense,pfsense,d09ff9ef322608ea8c496121faccd3d778e71e25,69eb2e295fbbea1ff16d4b20e7e056b70469aad4,7b4b0ad38eb0e3f00c7b1c8f9939a6c53d4d2df2,4392e82299d6fbd28e468d431ed3578c6fcface9
SECBENCH,,https://github.com/josh/rails,josh,rails,4751a8c51ff4b9766dcf8324347477095b7f940d,69fc0e1b5e6a3227576d67587c386142ef65854e,e89ef3cee9a38f69634e8e7d55dc69841b06e55d,433c52864a703312497d5f07c01a17e6fbc769aa
SECBENCH,,https://github.com/rubinius/rubinius,rubinius,rubinius,75842e976ec1db29b3719101c7fd3cca4df1a00c,6a23ed5d8b1fc7a81769fb502e98625a62e67cca,9d4a864d2976e679259ede9da9bdc2e57331b91d,e6de6cff78b76ad6c79c2fd2586022558f315270
SECBENCH,,https://github.com/josh/rails,josh,rails,8a35865b747e0e96ae53e45997d6742f8f0ccfc3,6a519401176126cd808aa5e3562a21f34a64de65,0f2f8003d2351079ce6ec0e706e474d8024839cc,f3e079e8b54da1c4d0511495ced3f68c1b7a46f1
SECBENCH,,https://github.com/edx/edx-platform,edx,edx-platform,4d656061becf7b92dd4de3cc9baf7460ac729386,6a850e27bb97b30447fd46ccfb277367c2ed13c1,dab4728ff38c80d1ba2976f72dd693b5d4f498fe,888e817e72da1b15ee585bd5ad7fbf72cfd0b8dc
SECBENCH,,https://github.com/nextcloud/server,nextcloud,server,127796218314c6b1f19ba86f74caa913375aac8d,6bdefef31e87f6c1be2ed7693fd2f6d203e32462,759b19775debc7dd3427267a6d711acf434d24fb,6bd0d51b2a9742108f64b406fba55d5af6264fb2
SECBENCH,,https://github.com/zxing/zxing,zxing,zxing,1f2699c196285fd2a898478413dbde20b63d6d73,6c5b6849b7f60dd80a93031cfc39808dfac5b84f,5edd5dab7795cca962cb01f569482b6324552efd,96025842a1ed1299588b88b6e4de3a1e25f5c2d9
SECBENCH,,https://github.com/cakephp/cakephp,cakephp,cakephp,46f8de72a2be00ab10ebbf6536a50b4982f34701,6c905411bac66caad5e220a70e3d561b8a648507,3fc40228c42f2f111fbb49d04c00b482791390d2,360c04e72611509e60ae91092ee5fdcfa80fc12d
SECBENCH,,https://github.com/Codiad/Codiad,Codiad,Codiad,c42d24cb48a83c19afa8a8ed770ebbad73fa7059,6e2ff815f1a6267fb33ee69f6bfe6dc24adfc3b9,485908c7119467d6d40200dbffd5dfb373637b9e,2d1f8288afa7092c5f2129a40780f3904eeb0abc
SECBENCH,,https://github.com/rs/SDWebImage,rs,SDWebImage,0b47342b2f9f5d7eaabf7a6874feb32604dd0f91,6e4fbafa554244c2561cf2cb07c5bda1d4e39210,1ec36c7c9902c793d5608f2595e7aaa0c8e6889f,a7af2a19e48ec99f0ef66ea8b4a6f6b4beacadd1
SECBENCH,,https://github.com/josh/rails,josh,rails,47134a04bbce216f9c31473b1a0c1a077d624692,6e655732226eef6fa04d8fc0c4ee1f0436688c49,3990310a2bedd0dff5753e3e9b1282e686cff0cc,f2d276fefdd620f18bb9fe3524ae9db6da70621d
SECBENCH,,https://github.com/php/php-src,php,php-src,de73bd0123139aaf893a45bbdf6848308e9dd1d7,6ecd417b34bd5b957e0f9b76610f94421f38d955,8c49132266a337e0911d790ec8bbf3631df7bceb,4a4abfa65d71095949b7d2986185dfe76bba0c16
SECBENCH,,https://github.com/AFNetworking/AFNetworking,AFNetworking,AFNetworking,2b2558a90e7bfb2ef5169b1ca21b91851e5a5b7d,6f63157e33149226bfc2f014748cb5ef5c9a3a9b,5e6a42e93047a74844cfb5b931c747cd4e83d88a,bfb6b35a3e867225b06a965ac5f99657d4711a4c
SECBENCH,,https://github.com/joomla/joomla-cms,joomla,joomla-cms,cbdf704d9f3268694aabcca72a1f7bd942f9b641,6ff55050d016abc1fdc31d4975070fa1c4e6287e,394db732ad96e4c86148c2d3f8edfc7e97d1692a,91aeed5d396c024d7dedf698b58b5818e52ecee7
SECBENCH,,https://github.com/josh/rails,josh,rails,887870f20c347179aef0545ee2019c02ed9f74d1,70117b02949ccd724735aec8f4f19db4171e9e05,b225693a0d86f2e33c66049a69e5148e5c93b7cd,939ff861396857d6a476b5a2e8c53a69d8305688
SECBENCH,,https://github.com/HandBrake/HandBrake,HandBrake,HandBrake,c0bb5c4dd1476d975f872cbf0ab317bae6e1160f,701d4a8d3ed08e94c04cc02cf4c4d0afdc87eafe,4137a887b8fad760eb0c90d3ca90303aa3674740,ec2474b1e9024d053915f9d91cf2da84f1f4fafe
SECBENCH,,https://github.com/cloudius-systems/osv,cloudius-systems,osv,c284a3f07339b344c40b70ad64d0d554d8738f84,703bf08d72ef617b212632e038a93be0d00e879f,36b915461a905e238717875875820ad28b17a5b4,951cca458783d15964d2ccf46b6f7d8a7190d958
SECBENCH,CVE-2016-6837,https://github.com/mantisbt/mantisbt,mantisbt,mantisbt,b66af6d2ed9883c04e71ef132a3b36837f91fc62,7086c2d8b4b20ac14013b36761ac04f0abf21a4e,cad2b3303b5abf40f126b91568d1d0c17613c9b5,a50eae08a3bf371bd776f0b0b08a37338edacf11
SECBENCH,,https://github.com/osTicket/osTicket,osTicket,osTicket,03a84301e2e0e6875058814e877b7f7cffa33a98,70aca8937767bd2c0e99f76f8ec94910c7d38df8,0ae7435fcbd356b437a0302da1a31a500fe7047d,501a72552d883b360cb15d63c0d5cd8b6bd54f6b
SECBENCH,,https://github.com/mantisbt/mantisbt,mantisbt,mantisbt,60a4d24a794a81e98dc044ce42a9e4b8fa754111,70b5022f556c9b9b6b0cd661e3357767a3b178c5,df0055378c7dbe5f3c099f91043705b3d00ac84c,ea01418ab96d4cb47c8e0950e33e3203f078372f
SECBENCH,CVE-2016-5026,https://github.com/micahflee/onionshare,micahflee,onionshare,9bfde7dfcc317e516dc6f03724c40d35baa45970,70c55511b13ae04b2108b8cb23177bac04542d1b,ef7fa690f548926146562e3ec64d4eac02735a7e,83da767acc5f150f3d203751921a72c5180ef8ed
SECBENCH,,https://github.com/pfsense/pfsense,pfsense,pfsense,c3936caf80b590f65bba7829db53bc0da4ef6a67,7145cd87d1f6c67c900f6966df5f2d0ace50e109,14b1279d76bf9a54e9c809a838f955539054713a,2156f02a8262f2b13f826b91bb0f3190c18042be
SECBENCH,,https://github.com/joomla/joomla-cms,joomla,joomla-cms,42b79e27cf7dd6d818d13f5f8401c858854d9a63,717946c6e2cb539e03c5eb61795ff7df7dc402de,4bbbf5af6d6923bada5c947b2529b9ba9fd0567a,5b6f688f598ba2f9d9e8f54ee7661dfda35ff6fc
SECBENCH,,https://github.com/realm/realm-cocoa,realm,realm-cocoa,13c6bc97eb6161671fcb39fff109c7cbf4ee2e31,71c22186fa7ef3626a26201c134ef2cef8a53189,7094b429026d876bfd96e9336c68cf64139e82da,9408fdb5c06af93f4a6d3eba9d903e7d47addee4
SECBENCH,CVE-2011-3346,https://github.com/bonzini/qemu,bonzini,qemu,c3adb5b9168a57790b5074489b6f0275ac3cc8b5,7285477ab11831b1cf56e45878a89170dd06d9b9,379ae096f7ee7c8ae15886eeb4361008ac6ba1c4,dba95ebbf88a8b8f10f4691946b4406e4acc4f0f
SECBENCH,,https://github.com/FFmpeg/FFmpeg,FFmpeg,FFmpeg,754ebe3465e72894a5fef7407d6e1468fd40054e,747a67fbab8ff74e4281ecbc947910fba13fd65d,fce88d52ca0b694a614e2cf030c3f622db65b164,9d4cd3bfd5364ce6eeb77be9e9f5bcdbb9678772
SECBENCH,,https://github.com/owncloud/core,owncloud,core,d96e962fc1f5df7efec5266d34735ebcdc20b056,74b5e22a684c3095dbd48b56da1a10d955c20305,4b1896712901ee0c4e71a25c8e1dd3dc18d63c46,879237f32ac4af820fddd2d07ca342000f5723eb
SECBENCH,,https://github.com/naver/pinpoint,naver,pinpoint,b152cab0e88e736782435a41991ae305f2a39177,75232af9b4dd32caf24b126f5152fd5f11675ea6,f6ec0eef10e2bd3d2dc4a49479b437d05d315699,608b3a4b96efb1b5bdb97a20e3048cef4b9a056d
SECBENCH,,https://github.com/Codiad/Codiad,Codiad,Codiad,763114ac0eaeac1339c31a3355f93591d69042c7,7535bd5c2ec6a485b545c2a518d61099ef160f6e,31c23361dafa3b656d210c68c4612bd8443bfe53,2c55cf40d9d5dff1cbe169d0f9e7c0237b088324
SECBENCH,,https://github.com/WordPress/WordPress,WordPress,WordPress,c72cecbc5db600d3d659411dd649bbb1cfc66207,757d3ba8ae2d8c10d90857f372ea22d6f914d3a8,a43c737a0d9c80984e03372c1e2f7b181c0d2087,5d087be7e9dff5f575b6a121555c4089f905f7b8
SECBENCH,,https://github.com/grails/grails-core,grails,grails-core,65c7ad979545b9f5e8781b0c5eb0266fad2f366b,757fa246e8047e1f1657bc7b4e1a662a028d8156,dfcc8d8ef63a436573b200567a9747a789882648,df3189fcf0316f271487a01644ee20fe81ae4f58
SECBENCH,,https://github.com/jspahrsummers/libextobjc,jspahrsummers,libextobjc,32f82592642b2b7086c4c94231678f7411897e71,75848c6b4d2443d4a3e873eefeae1f87afeb7ed1,02305659fb9cc464fffda5f2d977e21cbac6a07e,3acbd6adb3f54d8569deac8fe45f0ea4228f50e8
SECBENCH,,https://github.com/php/php-src,php,php-src,afb6ca2566691a673b7e638ffd7e3181e21d80a3,758af77e9d1c3c6e5aea365bc0d35c385278ad5a,432e91f1121595e2dacd6f5ee6436b5f8c12dde6,e6b471933cb2badd2edadd6dd92fd6631319bd39
SECBENCH,CVE-2012-0036,https://github.com/curl/curl,curl,curl,db1a856b4f7cf6ae334fb0656b26a18eea317000,75ca568fa1c19de4c5358fed246686de8467c238,5aa290f0f209f12130f7a1375c1b76af707e95f2,f0831f7931355ae7096ab94ea5d2ea01885e9081
SECBENCH,,https://github.com/josh/rails,josh,rails,9f200fb296da721d50af53712d1e7998a5140e76,75dcdbc84e53cd824c4f1c3e4cb82c40f27010c8,2e42167058fa6e528237f4d78a4cb0bd6c2e099d,3d0e3c92900ff3dd1ddef7c94c201698e71ca9d5
SECBENCH,CVE-2011-2202,https://github.com/php/php-src,php,php-src,bb16e23891bc8b464dd42a809fea6547566f13e9,75fa63b57fc8df45e3b7b4ae5a1e50a169b171cd,9be8c2ba3c12d588269f62da661a6ecade1271b6,0b8fba3401365a4c631598b81b25a3df3f20479b
SECBENCH,,https://github.com/php/php-src,php,php-src,395c0680434e96524fa56732cd6e9da7fd75e6f5,7667ca40b02b24c8f7950049dfd17e91e9d1b281,832e2d0d8c8bb11644fe34ec1685fc68d9b3a475,449d4c0b1c6ea0f5dfe7b56c99d9fc4f2033d27c
SECBENCH,,https://github.com/curl/curl,curl,curl,97857de80eea0b3028036c6796c2f485f4caf7d9,768151449b386488ac8fe869f48bf2930123d601,439891cb9fd4e5a34038fe29a13268d1d408869e,bdfb3ef11cb1bad7cf9655bf536ac8769384bcbe
SECBENCH,,https://github.com/forkcms/forkcms,forkcms,forkcms,814f9bfa70c31421b7b9146bf96ea8e3a6bd3fa2,772e1b5fd20df0f710d7151a62f40235252171d0,f170c084e7abd1be65738b0914b617544049f769,976c08d3d2489457036430a6caaf60aa9e2d6842
SECBENCH,,https://github.com/realm/realm-cocoa,realm,realm-cocoa,dd718fc2911f5321f1d8ca37d47632a3bea40739,77329db68ebd778e4f9eb63de47879f63ac118b0,597fd9b0a1236f7d11c18ce387cf0ff1b64eb7ca,8330dcd6f354fc17ac7efd5e9ddcf843ce3d2a87
SECBENCH,,https://github.com/MISP/MISP,MISP,MISP,71b24464699b093753c3a663f6c19d45de57460e,77c9ce3b73ff8908de33c9b5b2695cc8d89e26ea,55f19fa2609722dd86c60f30f556d3ed8ad08e0d,444b24ac73c7d8a33e8d8e27afe05577ddadc86a
SECBENCH,,https://github.com/owncloud/core,owncloud,core,6911d8f0a4e688f3c84f2dd117424f887820750a,78cad94ff4676ef401d2a75c8448f3726deefd18,b56f5f27739112644420a82e5b3621c622e73917,0e2f51bbb80d6ef9fecb3ffeef3e7dd03343e7f6
SECBENCH,,https://github.com/josh/rails,josh,rails,e40872fff9d17d10b56538376faa7a329cab8da5,79d50ce3104d2ff4a3964b12139120b85dce35e7,c4f02295df74ed4e09b664dd5bf3d00a5aa9b6a4,9aa5bb4bc4946a7fdcb8d017b92a88b27ddaf808
SECBENCH,,https://github.com/grails/grails-core,grails,grails-core,c16c4cdbb881a388237b709061e323a90ec75f34,7c459eb23c8552fd9cbb975f1b77b998adcb4eb3,b13496263128786a9b7e1195aa3907e085e947e6,fa32c786011e6287a67a013ae4a937f9e73bf1dd
SECBENCH,,https://github.com/php/php-src,php,php-src,efe519c1945a3ed0ae93c8466e02fec2a6997b09,7c7b387cc323bc372fe15f62fb1efdfb705e02a3,d6e7b4fefa287a5f37319cfe2e9ee3e57ffe7c9c,e314da896f95021a3612f84e5182bb27b8949461
SECBENCH,CVE-2011-2938,https://github.com/mantisbt/mantisbt,mantisbt,mantisbt,fe9da540f09fe4d3473a302446c4a1ea11ebf103,7c8a564c5b0d29cf2345adb0593477069466b10b,dca6b33a95d8bb610a1585bba5605164f8460f0c,5d379f373801296f05b7e65ae62f12d032d86dc4
SECBENCH,,https://github.com/nextcloud/server,nextcloud,server,d61c8d74bbba9901c453a5f9be9a4ffa6cce4291,7cb0df28e2d99237c92922d9bf2fd203f0f1d8c0,b8cded675555ebfc5b175e6d2f1801a84042b5b6,7ff12d74d9f408836f1a40475e92723c60cf56d5
SECBENCH,,https://github.com/joomla/joomla-cms,joomla,joomla-cms,8ccbf0ab98b35e2c8289f1240fff52f7a1ad3957,7cbfe86124328ca8209f92b52f3bdcb418355f7c,dd9966ca0ea5119b68125180088a0e10332968df,40e85635c919443b287241963117a21052c0f76d
SECBENCH,CVE-2014-9573,https://github.com/mantisbt/mantisbt,mantisbt,mantisbt,75c87e679a3f7f9195c62d92cf02a64d80fc5288,7cc4539fca65a61c48a40e31787e7d4751a7f9bd,1f515b3ac3f02e08bc8c0993d24dbab5da416a0f,8bb88e75cbc757c6eee68e6680d5ed4394ad1b20
SECBENCH,CVE-2014-8598,https://github.com/mantisbt/mantisbt,mantisbt,mantisbt,8961a6670e5baba75445e8a23331ab82e1d7618c,7d3dd4305a7ec19b351e6e63e823cffa17d40d9a,12a7f8342b9df21b694a7c0bf23f251230add2ad,d4fdefa23459a95500c233b8fa3deba75957f5dc
SECBENCH,CVE-2014-1609,https://github.com/mantisbt/mantisbt,mantisbt,mantisbt,3be86ce37bb469b211663da03f61ac2b28500d91,7d76827617e97d7356e7eb4f2f66736e4c4d41b0,cc40d19bd164ed97ca7ec83e07ed6f02ca4ab69c,1f1a2be050be4ae328747f65ee43767b6d5ce01a
SECBENCH,CVE-2014-3483,https://github.com/josh/rails,josh,rails,f838caf350c3405ebdf10a6c6171adfa0a840905,7df68a300c9395e3edf8c603b6fea3db9eaff003,53a90436cff23380f64c9c4fbad74d4e240b60c2,90c114de67483109f0c6871b2266dd1ad2582b7a
SECBENCH,,https://github.com/osTicket/osTicket,osTicket,osTicket,aadec3435fe49bafdc3f86e09ab32c1ae5263f67,7e7c4cf0a7daff517f37432fc9de4df34981ce16,158388e9625c87cc7d869beecc26a1e04a087869,5d898e90cce9beed2721346dff4b505b31fa8e36
SECBENCH,CVE-2014-1609,https://github.com/mantisbt/mantisbt,mantisbt,mantisbt,00b4c17088fa56594d85fe46b6c6057bb3421102,7efe0175f0853e18ebfacedfd2374c4179028b3f,87fca4ce8f93fdefe62a1d0c18d7d7223420a55f,749cea34f3682bea0178b42ebd256c74b5bece6d
SECBENCH,,https://github.com/dlitz/pycrypto,dlitz,pycrypto,abd276c5fa31abf0b1d70ca4624e30cdacaee867,80252248ab1ac8599b946e026dd8895146977903,1b309c67633759a5449cbdb38d18f86c861b53c6,ea2cf0afd8ccbaa406b107285648e024bc900b64
SECBENCH,CVE-2015-4642,https://github.com/php/php-src,php,php-src,f7d7befae8bcc2db0093f8adaa9f72eeb7ad891e,80367584910885baa1a2a4476a4a31efdcf0c9c0,d0d7badfb907b044367cb530b4f13a5c3d2360f0,1393ad9a35581a7f4006719e66d788c3cd8b6fc5
SECBENCH,,https://github.com/mantisbt/mantisbt,mantisbt,mantisbt,eb562360554d5e5c8ed2c1fff8363d13b1b2be32,806582eb4ded03716c333b05d8cc6b4448f2fc5c,2a13d775363174b0f1b085c11c476c029a958e3d,aefd2f590ebe9e503832a84eeddf22eb4e8b3df0
SECBENCH,CVE-2014-2970,https://github.com/openssl/openssl,openssl,openssl,fb0bc2b273bcc2d5401dd883fe869af4fc74bb21,80bd7b41b30af6ee96f519e629463583318de3b0,378db52bb0177ae03cac3c3ba194bb6dec34a2d7,8a8d9e190533ee41e8b231b18c7837f98f1ae231
SECBENCH,CVE-2012-3501,https://github.com/darold/squidclamav,darold,squidclamav,5806d10a31183a0b0d18eccc3a3e04e536e2315b,80f74451f628264d1d9a1f1c0bbcebc932ba5e00,86abf54c0f65066ee61bb1889f30b0e150f6543b,19e5b48e688ef780aa80dbd4f2f77ba12c452041
SECBENCH,,https://github.com/cakephp/cakephp,cakephp,cakephp,215333e56f32f06fd107966cf508ea5df4672ec0,813a3af19c8918b00ca1067a2c78886fa3bcd9bb,84d05c6b40cb9dfd4aa713d27e50a8342c9ccf09,b7680a29f8538a8cb252597ac8152339af79992d
SECBENCH,,https://github.com/WordPress/WordPress,WordPress,WordPress,f62bf61b2c59bf5484888f22d0b7dff0f0df050a,814865ea9e7db4d5e18fcadc1fa3f43a673f8559,7fe71ffe8131f2e5e188b740d2f37926276935ed,83adea39860cb950ed08ef2cfbdef33602daa210
SECBENCH,,https://github.com/joomla/joomla-cms,joomla,joomla-cms,fca1c962be8966ae3b21132d8e11a74ae8631baa,8173c65e792b8fba65f88032d10da7a2f7cd5bd4,05016ec7d3f450b5aef3681927c2131dc15611c2,15af4a578170f02c25794c397909548f83831efa
SECBENCH,,https://github.com/cakephp/cakephp,cakephp,cakephp,d60191a1f6e396e94f63db43c41353a19d5dfda5,819cd1d667090c5b0cee9fc525dd312fe647c978,1ba6e2180ff3d3122b18e7525d336f70b435d6c6,a4c9341232885292e4e9aa55b6449fcea9aa7144
SECBENCH,CVE-2010-3842,https://github.com/curl/curl,curl,curl,b80490641414983404eda65095224535a41a12ec,81f151c912105ded480c3c88a1be53ca345298a1,4548e0fe710305535e618e06a5dcf11825cdfced,70052836d14a3662a528b20ac7c85233ef4a31b5
SECBENCH,,https://github.com/nextcloud/server,nextcloud,server,1f96fb3352ad43155586d6deae95bf889768ba05,8313a3fcb3b24bf9e36f48581f64336623ae1ead,e4311a2ebdf3eeda8b2f1022c19290dc68db8ae5,a82d4a56fb5bc484114c702bcd63e6278830bd5d
SECBENCH,,https://github.com/jspahrsummers/libextobjc,jspahrsummers,libextobjc,74c5013532866bc80249f25214e6eb3378075955,83950e5aaf16f6bbb4b7137e592088a0abd1cfff,5c037e9889ca374caa0a14957c4a82908d69ffc4,4f6c26cceef4b41975f2292bbf986d59559332f1
SECBENCH,,https://github.com/mojombo/god,mojombo,god,c173cedd248239b82f5e432b355a58e859d04b21,83968f49057fe79dbd365734bfa2ab3df1778c8a,02f914446716f7661abb43255539ae89e9d7c615,1fc6238ba8720f087bec3e88b7e7ea55a43dc349
SECBENCH,,https://github.com/freedomofpress/securedrop,freedomofpress,securedrop,e6a502d468aa21922609e3c6acc5ad1b014a8d91,8513cba313aa9613bd0128e4d494aca32e1a2b88,cf6914bc111947ff52ae9443a24b3342c5cae974,dee723c73ce8498bdcef0c370a2a81112c4cd7f2
SECBENCH,CVE-2010-1155,https://github.com/ensc/irssi-proxy,ensc,irssi-proxy,d5688da48306918cdfd79ee9b27abe377204befb,85bbc05b21678e80423815d2ef1dfe26208491ab,bff53d4aeea0d94933fda9a426ea72f6ffb003f1,fbb4db0bb8356d9f074ddd3fd719479521561b9b
SECBENCH,,https://github.com/php/php-src,php,php-src,8de8636a2b6dc331486284f1f037259bb7347768,85e985f191c228cb6b119ebe223d682c9166fdc2,ac275f9e31379b058050a0139ec9b4dea8ea0013,7778a5a9b41dbe9096904e549c08d1f210231b6c
SECBENCH,,https://github.com/google/google-authenticator,google,google-authenticator,a096a628455a05c5ff3b651e6aeb1dad9a646742,86af4c32a2940b13397cac52eee435e6acedb8a5,613881845cbd91cb0669b6ed04cced3e422c8283,f35989829934bbfdde15de22aacb2970668d4d60
SECBENCH,,https://github.com/joomla/joomla-cms,joomla,joomla-cms,9169d5f0e1b4ddf887c1e30547b91c64cdcf05a9,874b6955faeb6a136a63b20f749ceb1c103a3933,4b0207e106ad1d4535a6cee1cd7c6f961580b4cf,f4a9bde2484ec3fd873cb46b7e1abf8aae73b006
SECBENCH,,https://github.com/MPOS/php-mpos,MPOS,php-mpos,e5c97201741671a45bae2334eec49739c7495f59,8756036646952355091faec922b40e54b6657996,7b41a75f921237fa3eb4f5d8413349e4d98b373c,7a2e6061ab33424e624db7bff802b707ca86bb8b
SECBENCH,,https://github.com/facebook/buck,facebook,buck,ae114af005c26a226a5fa40970eba14d42d17e87,88f01ba38d2e706cd0b98ae984e9d3eba6888055,301049dda7c1da01e1263654b8f47b8fa2b26370,05b973a6cd7ef65330fd5e383c87180c606f2ef5
SECBENCH,,https://github.com/josh/rails,josh,rails,b0555bb88b090ca981fcc7661b6f9ea333e7f42e,8a39f411dc3c806422785b1f4d5c7c9d58e4bf85,1d43409d32a7c2c05513887d1c10243a4e620a93,3dedf5f0e2924424cfdab73ace019fb5d3d054a1
SECBENCH,CVE-2013-7016,https://github.com/FFmpeg/FFmpeg,FFmpeg,FFmpeg,c443689afbb3edf3b025d4b7834c707d63eaa6b4,8bb11c3ca77b52e05a9ed1496a65f8a76e6e2d8f,a5ea623b364b8a605fc92c973a98cd66cb7e6a5d,9db67bedf0e517c19dad02db1752a5dfb52eaa69
SECBENCH,CVE-2013-1855,https://github.com/josh/rails,josh,rails,5dc2e3531babcbdc165884d1a47cbcd13455522d,8be6913990c30f63618173da722148892348dcc9,4c66ab2b2181a2c1d7163c24ce8aec0dbb3bef7b,fab8d0795a4213e9210c7aa88d3b5653232bb221
SECBENCH,,https://github.com/php/php-src,php,php-src,e68e2893c07e712ad6469ffda0658cc1d04f66e7,8d816ed0efe644fb19845424071253036e9b0f09,35920eec263c9f989b493fdbc7226628de38cadb,a3d7eab5a3ca883e70af7e6354de72db1d2d8b69
SECBENCH,,https://github.com/MISP/MISP,MISP,MISP,6d1dc6df95c25d256115b852fa68f5d7594b3b7a,8e75f0826f6ebad2cb69eaceb437a6b3a0ef359a,6711c7441ff646759fe5a7fef93fcd7789c88bf2,5d7aa73e27a37b4c10181bc80775460bdf5bd681
SECBENCH,CVE-2013-1416,https://github.com/krb5/krb5,krb5,krb5,2fef06bf57bf317c72d6c91d332935b6fc2e98e5,8ee70ec63931d1e38567905387ab9b1d45734d81,57a17e61e437816611b3803ab73524fcf6398a1d,8650eef949157a1219d00b381fb0fc44811a58e7
SECBENCH,,https://github.com/mattpass/ICEcoder,mattpass,ICEcoder,d826469c495a2e74d36760f627915a9455091f82,8f1cca087bef95c873e9cf2fd7c4798c185f4c51,862777f0676097112150202eba129decc274b56c,4eb6ffc6188af5f71e9ca72f3ff48f20fa003f37
SECBENCH,,https://github.com/Graylog2/graylog2-server,Graylog2,graylog2-server,4dd9c321314c10c5427888a145b242da8ac0c08d,8fc8dc4e2f3a6b499a1c18051628268a606d7f07,ba47e7e4035345183cbd997ff16e4b525f5f453e,9f298902b0b0c25b8ed90bc5ae8593beb1ba56cb
SECBENCH,,https://github.com/splitbrain/dokuwiki,splitbrain,dokuwiki,041d1964bde2693df05726690877835ddae4e83e,8fcc3410e3603bb823483a739753a3c4a12e6d7c,1fe14553464b6b981d2b6932e4d9c9b39fda930e,8974c081e12f3918ab7d83889396ab0f5e49e277
SECBENCH,,https://github.com/tornadoweb/tornado,tornadoweb,tornado,2338348edda61c663fff8a7f6f77cf489bf63de6,90b8078739c8166d26de723178fb2151043e8218,901fc49120d99e3166c30c1b871b8b48654e4401,7e625d0eee79127532bc8dfb232ee356aa98780d
SECBENCH,CVE-2017-15367,https://github.com/bacula-web/bacula-web,bacula-web,bacula-web,2349d14c91d5391d5e6d0618c94dc51c54fe3ff6,90d4c44a0dd0d65c6fb3ab2417b83d700c8413ae,7452540a7c43490774eb7d438cdcc850327c8299,59aa5a64b88d8d63e17bf78c214a570f13fcd429
SECBENCH,,https://github.com/cakephp/cakephp,cakephp,cakephp,c4031bfd0a45420ef17a4a3eec45971c28e8e31f,92e3e09fdc218ebf8eb50e896dcb1728d02eadfc,ed4894eef2c68f9fe4444a891570d868d29af51a,ef490bbd705af9ebdf73aa7aa4c33b754386adf8
SECBENCH,,https://github.com/cloudius-systems/osv,cloudius-systems,osv,8ffe45bf0e00b4b95140ea9aa6035d71f90a86ee,92ff9880e07c7669c56912dc2d16378b7bcb6476,d7af14162b249a7d268881883538dca2b60e5959,df37a640da293ba01730a57f68400e4d865592a0
SECBENCH,CVE-2012-2661,https://github.com/josh/rails,josh,rails,344ea048659f2ba47012f0330183ea4a96752732,9340f89849606dba02f44038171f3837f883fd4e,a3dc8ba16f7c453ab3b12c2bf476bdf26a9e2a5b,87b30fb2e6536b893b6cc2553dad89df8356d7bb
SECBENCH,,https://github.com/edx/edx-platform,edx,edx-platform,3a772752de1d3dfc3ff3c9f0aa65cebfb3b63d7b,935d5dee34563def3ce870ce849e1b2dc2c9f833,9a527344f4d1c8bdeb6df1341b2ded2a990ef5d2,9b0136f1cadf7874480db156902e7ebf77ec11fe
SECBENCH,,https://github.com/splitbrain/dokuwiki,splitbrain,dokuwiki,0f3058750a5c51ab212bb73db103969bf6f03953,93c020ac9b91843bbf74ce62f6f4712e31435fe1,9cf8b6e0e4b94473739d2b36a906a848b9410f7f,eae330b6dbdac1213ca6407b1bef7b706ed17066
