Dataset,Code,Project,sha,CWE,Severity,Year,owner,project,Date,Message,sha-p,Language,Score
SECBENCH,,https://github.com/josh/rails,67d8bb963d5d51fc644d6b1ca20164efb4cee6d7,,,2013,josh,rails,1/25/13 4:42,"Reduced memory leak problem in transactions by lazily updating AR objects with new transaction state. If AR object has a callback, the callback will be performed immediately (non-lazily) so the transaction still has to keep records with callbacks.",3a0b6c8e135e268c1550f93db1b63ba27457dec2,rb,
SECBENCH,,https://github.com/joomla/joomla-cms,686b5fa4e8954be61e547b93b56be586ef1a1303,,,2007,joomla,joomla-cms,7/11/07 0:13,"Checking database queries for possible SQL injections

git-svn-id: http://joomlacode.org/svn/joomla/development/trunk@7921 6f6e1ebd-4c2b-0410-823f-f34bde69bce9",09c9cd873afe21dc5018b4be104a504490aa32f8,php,
SECBENCH,,https://github.com/curl/curl,686d767053e413feacb95fb7ddd9b3883984a3cb,,,2005,curl,curl,1/30/05 22:54,"if the DO operation returns failure, bail out and close down nicely to
prevent memory leakage",ed3176dd6b5d9d6d26acc95f297cb3ef763ad54e,c,
SECBENCH,,https://github.com/nextcloud/server,68d55648d5904a86d21fb5258684687a31929011,,,2013,nextcloud,server,3/20/13 7:44,Show a warning in the installer if the used PHP version is vulnerable to the NULL Byte attack,dc41cf081cac227f0d73b56542fa6295285e170c,php,
SECBENCH,,https://github.com/josh/rails,68e4442ec720ca6730959681951f5862f97b5772,ml,,2012,josh,rails,11/30/12 11:50,"Fix memory leak in development mode

Keying these hashes by klass causes reloadable classes to never get
freed. Thanks to @thedarkone for pointing this out in
the comments on 221571beb6b4bb7437989bdefaf421f993ab6002.

This doesn't seem to make a massive difference to performance.

Benchmark
---------

require 'active_record'
require 'benchmark/ips'

class Post < ActiveRecord::Base
  establish_connection adapter: 'sqlite3', database: ':memory:'
end

GC.disable

Benchmark.ips(20) do |r|
  r.report { Post.connection }
end

Before
------

Calculating -------------------------------------
                          5632 i/100ms
-------------------------------------------------
                       218671.0 (±1.9%) i/s -    4364800 in  19.969401s

After
-----

Calculating -------------------------------------
                          8743 i/100ms
-------------------------------------------------
                       206525.9 (±17.8%) i/s -    4039266 in  19.992590s",c5bdf6c5aee61848bee67b307287e2f28ddca173,rb,
SECBENCH,,https://github.com/P0cL4bs/WiFi-Pumpkin,68ed8f58c0a02e2048c27284bbe972e04998a562,,,2016,P0cL4bs,WiFi-Pumpkin,5/18/16 14:33,"Merge pull request #45 from thisguy23/thisguy23-patch-1

Fix for error in DHCP Exhaution attack",acbc25f48028539c4d239647101a314a7b5f6c11,py,
SECBENCH,,https://github.com/php/php-src,6912dab9ebf0107f3da0b74ef899c536091ece84,,,2006,php,php-src,3/21/06 1:58,@added possible encoding attack detection by mb_get_info('illegalchars').,79e7432c971e904c84b7774674fc71f805091fd4,c,
SECBENCH,,https://github.com/HandBrake/HandBrake,69231c990576f34c14054a6f81b09b5a445d1b47,,,2017,HandBrake,HandBrake,3/10/17 10:03,opencl: fixing more resource leaks,c6633353555fbc58a13ad90f8dfc171430455eae,c,
SECBENCH,,https://github.com/cakephp/cakephp,69e5226fd2b3a9f6386527ef00159a03c53bbf0c,,,2015,cakephp,cakephp,7/15/15 15:44,"Merge pull request #7021 from quickapps/master

More accurate directory traversal security checking",c4031bfd0a45420ef17a4a3eec45971c28e8e31f,php,
SECBENCH,,https://github.com/pfsense/pfsense,69eb2e295fbbea1ff16d4b20e7e056b70469aad4,,,2014,pfsense,pfsense,6/17/14 13:33,"Avoid directory traversal when reading package xml files, also check if file exists before try to read it",d09ff9ef322608ea8c496121faccd3d778e71e25,php,
SECBENCH,,https://github.com/josh/rails,69fc0e1b5e6a3227576d67587c386142ef65854e,,,2014,josh,rails,8/19/14 21:29,"Auth token mask from breach-mitigation-rails gem

This merges in the code from the breach-mitigation-rails gem that masks
authenticity tokens on each request by XORing them with a random set of
bytes. The masking is used to make it impossible for an attacker to
steal a CSRF token from an SSL session by using techniques like the
BREACH attack.

The patch is pretty simple - I've copied over the [relevant
code](https://github.com/meldium/breach-mitigation-rails/blob/master/lib/breach_mitigation/masking_secrets.rb)
and updated the tests to pass, mostly by adjusting stubs and mocks.",4751a8c51ff4b9766dcf8324347477095b7f940d,rb,
SECBENCH,,https://github.com/rubinius/rubinius,6a23ed5d8b1fc7a81769fb502e98625a62e67cca,,,2013,rubinius,rubinius,3/31/13 19:37,Fix memory leaks in agent,75842e976ec1db29b3719101c7fd3cca4df1a00c,cpp,
SECBENCH,,https://github.com/josh/rails,6a519401176126cd808aa5e3562a21f34a64de65,ml,,2005,josh,rails,9/20/05 11:23,"Fixed memory leak with Active Record classes when Dependencies.mechanism = :load #1704 [c.r.mcgrath@gmail.com]

git-svn-id: http://svn-commit.rubyonrails.org/rails/trunk@2276 5ecf4fe2-1ee6-0310-87b1-e25e094e27de",8a35865b747e0e96ae53e45997d6742f8f0ccfc3,rb,
SECBENCH,,https://github.com/edx/edx-platform,6a850e27bb97b30447fd46ccfb277367c2ed13c1,,,2013,edx,edx-platform,9/6/13 8:36,"Address @brianhw review comments

* Fix open redirect vulnerability
* Add Logging To AUDIT_LOG : Note I had to change existing tests
  that mocked AUDIT_LOG with this
* Use external_auth.views.SHIBBOLETH_DOMAIN_PREFIX in student.views
* Add a bunch of documentation
* PEP8 / Pylint",4d656061becf7b92dd4de3cc9baf7460ac729386,py,
SECBENCH,CVE-2013-0156,https://github.com/Graylog2/graylog2-server,6bd76c3e4e0609f7447ba6547a591a1d247dfe51,CWE-20,HIGH,2013,Graylog2,graylog2-server,1/11/13 16:33,updated to rails 3.2.11 to fix CVE-2013-0156,d30d9b7f9525ef9113ebe52aa8da5394f123d188,Gemfile,7.5
SECBENCH,,https://github.com/nextcloud/server,6bdefef31e87f6c1be2ed7693fd2f6d203e32462,,,2012,nextcloud,server,4/26/12 17:35,csrf protection,127796218314c6b1f19ba86f74caa913375aac8d,php,
SECBENCH,,https://github.com/zxing/zxing,6c5b6849b7f60dd80a93031cfc39808dfac5b84f,,,2008,zxing,zxing,12/10/08 0:22,"Another attack on integrating encoder and decoder: Version is done. Attempted to rationalize encoding API to deal with strings, not bytes. More code style changes like removal of 'final' on locals and arguments.

git-svn-id: https://zxing.googlecode.com/svn/trunk@781 59b500cc-1b3d-0410-9834-0bbf25fbcc57",1f2699c196285fd2a898478413dbde20b63d6d73,java,
SECBENCH,,https://github.com/cakephp/cakephp,6c905411bac66caad5e220a70e3d561b8a648507,,,2012,cakephp,cakephp,7/14/12 15:53,Fix XML decoding attack via external entities.,46f8de72a2be00ab10ebbf6536a50b4982f34701,php,
SECBENCH,,https://github.com/Codiad/Codiad,6e2ff815f1a6267fb33ee69f6bfe6dc24adfc3b9,,,2017,Codiad,Codiad,1/17/17 23:43,"Fixed vulnerability.

view-source: codiad/data/users.php
nginx with fast cgi will disclose the commented out json unless you add a new line before hand.
Fixes username, password ""sha1(md5(password))"", and last project from being disclosed to public.",c42d24cb48a83c19afa8a8ed770ebbad73fa7059,php,
SECBENCH,,https://github.com/rs/SDWebImage,6e4fbafa554244c2561cf2cb07c5bda1d4e39210,,,2014,rs,SDWebImage,6/23/14 21:19,"#625 In order to fix the deadlock, reviewed the `[SDImageCache diskImageExistsWithKey:]` method. Based on the Apple doc for NSFileManager, using the defaultManager without the dispatch on the ioQueue to avoid the deadlocks. This instance is thread safe. Also created an async variant of this method `[SDImageCache diskImageExistsWithKey:completion:]`
For consistency, added async methods in `SDWebImageManager` `cachedImageExistsForURL:completion:` and `diskImageExistsForURL:completion:`",0b47342b2f9f5d7eaabf7a6874feb32604dd0f91,m,
SECBENCH,,https://github.com/josh/rails,6e655732226eef6fa04d8fc0c4ee1f0436688c49,,,2010,josh,rails,6/25/10 23:32,"refactoring the postgres adapter index method to avoid inject and use values_at. [#4976 state:resolved]

Signed-off-by: José Valim <jose.valim@gmail.com>",47134a04bbce216f9c31473b1a0c1a077d624692,rb,
SECBENCH,,https://github.com/php/php-src,6ecd417b34bd5b957e0f9b76610f94421f38d955,,,1999,php,php-src,9/16/99 8:05,"php4 now deserialized php3 objects correctly!
php3 will ignore objects serialized by php4 (that's the price we have to pay!)
small fix in deserializing objects with static initializers (thanx boris)",de73bd0123139aaf893a45bbdf6848308e9dd1d7,c,
SECBENCH,,https://github.com/AFNetworking/AFNetworking,6f63157e33149226bfc2f014748cb5ef5c9a3a9b,,,2012,AFNetworking,AFNetworking,3/25/12 9:19,"fixes a few memory leaks.

ARC is already starting to cripple my memory management code. Time to make the switch on AFNetworking.",2b2558a90e7bfb2ef5169b1ca21b91851e5a5b7d,m,
SECBENCH,,https://github.com/joomla/joomla-cms,6ff55050d016abc1fdc31d4975070fa1c4e6287e,,,2007,joomla,joomla-cms,7/15/07 14:59,"Checking database queries for possible SQL injections

git-svn-id: http://joomlacode.org/svn/joomla/development/trunk@7984 6f6e1ebd-4c2b-0410-823f-f34bde69bce9",cbdf704d9f3268694aabcca72a1f7bd942f9b641,php,
SECBENCH,,https://github.com/josh/rails,70117b02949ccd724735aec8f4f19db4171e9e05,,,2007,josh,rails,12/15/07 2:27,"Introduce (in /Users/jeremy/rails/git/trunk) to output a crytographically secure secret key for use with cookie sessions.


git-svn-id: http://svn-commit.rubyonrails.org/rails/trunk@8400 5ecf4fe2-1ee6-0310-87b1-e25e094e27de",887870f20c347179aef0545ee2019c02ed9f74d1,rb,
SECBENCH,,https://github.com/HandBrake/HandBrake,701d4a8d3ed08e94c04cc02cf4c4d0afdc87eafe,,,2016,HandBrake,HandBrake,12/14/16 21:59,"libhb: fix small leaks

fixes various context leaks in error conditions",c0bb5c4dd1476d975f872cbf0ab317bae6e1160f,c,
SECBENCH,,https://github.com/cloudius-systems/osv,703bf08d72ef617b212632e038a93be0d00e879f,,,2015,cloudius-systems,osv,2/2/15 9:55,"Avoid crash during exit()

As reported in issue #580 (and also earlier in issue #374), sometimes OSv
crashes during a call to exit(), with the message ""exception nested too
deeply"" usually printed. The ""shutdown"" REST API can probably cause
a similar issue, though this was not reported in practice.

The problem is that exit(), calling osv::shutdown(), forcibly unmounts the
filesystem, but other threads might still be running code from executables
mapped from files. If these threads happen to run after osv::shutdown()
unmounts the filesystem but before it powers off the VM, they can cause
OSv to crash, a crash which is usually accompanied by a ""exception nested
too deeply"" message, as the page-fault handler itself crashes.

A complete solution of this problem is difficult - in Unix it is usually
solved by killing all user processes before unmounting the filesystem,
but in OSv we have no reliable method of killing threads. The closest
approximation is what I do in this patch - use thread::unsafe_stop()
to stop all application threads (presumably, these would be the threads
running code from the filesystem).

This technique will usually work - in particular it eliminates the crashes
reported in issue #580. But is not an entirely reliable solution - if an
application thread happens to hold a critical OSv mutex while it is stopped,
this can deadlock the entire system. This should be a rare problem (a
reasonable application is unlikely to call exit() while its other threads are
busy doing important work), but we should nevertheless re-consider this
workaround in the future.

One idea we can consider is not to preemptively stop the application
threads before unmounting (as we do in this patch). Instead, we can leave
these threads running, and in the page-fault handler code recognize
this case (the backing file has been unmounted), and stop this thread
only at at that point. It still remains to be seen whether that technique
can completely avoid deadlocks (theoretically, we can be holding a mutex
while a page fault happens...) or other types of horrible crashes.

Fixes #580.
Fixed #374.

Signed-off-by: Nadav Har'El <nyh@cloudius-systems.com>
Signed-off-by: Pekka Enberg <penberg@cloudius-systems.com>",c284a3f07339b344c40b70ad64d0d554d8738f84,cc,
SECBENCH,CVE-2016-6837,https://github.com/mantisbt/mantisbt,7086c2d8b4b20ac14013b36761ac04f0abf21a4e,CWE-79,MEDIUM,2016,mantisbt,mantisbt,8/16/16 21:22,"Fix XSS in view_all_bug_page.php

The value of the view_type parameter on the view_all_bug_page.php page
was not encoded before being displayed.

This vulnerability was discovered by Will Dollman of Netcraft Ltd.

Initial patch modified to use strict comparison per Will's suggestion.

Fixes #21611",b66af6d2ed9883c04e71ef132a3b36837f91fc62,php,4.3
SECBENCH,,https://github.com/osTicket/osTicket,70aca8937767bd2c0e99f76f8ec94910c7d38df8,injec,,2012,osTicket,osTicket,6/21/12 3:24,"Remove SQL injection vulnerabilities

Map each of the inputs from $_POST['ids'] into a separate, sanitized
database input (via the db_input() function), then implode() the array with
commas and build the SQL statement.",03a84301e2e0e6875058814e877b7f7cffa33a98,php,
SECBENCH,,https://github.com/mantisbt/mantisbt,70b5022f556c9b9b6b0cd661e3357767a3b178c5,xss,,2009,mantisbt,mantisbt,12/1/09 0:56,"Fix #11229: Fix tagging XSS scripting vulnerabilities

Tag names and descriptions were not properly sanitised before being
written to HTML output. This meant that it was possible for users to
create tags containing Javascript that is executed on every load of
view_all_bug_page (and elsewhere) for all users.

Thanks to Michel Arboi from Tenable Network Security (Nessus) for
reporting this issue.",60a4d24a794a81e98dc044ce42a9e4b8fa754111,php,
SECBENCH,CVE-2016-5026,https://github.com/micahflee/onionshare,70c55511b13ae04b2108b8cb23177bac04542d1b,CWE-284,LOW,2016,micahflee,onionshare,5/23/16 18:45,"Fix CVE-2016-5026

See http://www.openwall.com/lists/oss-security/2016/05/23/5 for details
on a potential convoluted attack. Basically,  /tmp/onionshare is
a predictable name, which mean that a local attacker
could precreate it on a shared server and later mess with the hidden
service operations in various way.",9bfde7dfcc317e516dc6f03724c40d35baa45970,py,2.1
SECBENCH,,https://github.com/pfsense/pfsense,7145cd87d1f6c67c900f6966df5f2d0ace50e109,,,2014,pfsense,pfsense,6/17/14 14:17,Remove . and / from pkg name to avoid directory traversal,c3936caf80b590f65bba7829db53bc0da4ef6a67,php,
SECBENCH,,https://github.com/joomla/joomla-cms,717946c6e2cb539e03c5eb61795ff7df7dc402de,,,2007,joomla,joomla-cms,7/16/07 15:25,"Checking database queries for possible SQL injections

git-svn-id: http://joomlacode.org/svn/joomla/development/trunk@7993 6f6e1ebd-4c2b-0410-823f-f34bde69bce9",42b79e27cf7dd6d818d13f5f8401c858854d9a63,php,
SECBENCH,,https://github.com/realm/realm-cocoa,71c22186fa7ef3626a26201c134ef2cef8a53189,,,2014,realm,realm-cocoa,8/5/14 18:24,Fix the memory leak when creating queries,13c6bc97eb6161671fcb39fff109c7cbf4ee2e31,mm,
SECBENCH,CVE-2011-3346,https://github.com/bonzini/qemu,7285477ab11831b1cf56e45878a89170dd06d9b9,CWE-119,MEDIUM,2011,bonzini,qemu,9/16/11 14:40,"scsi-disk: lazily allocate bounce buffer

It will not be needed for reads and writes if the HBA provides a sglist.
In addition, this lets scsi-disk refuse commands with an excessive
allocation length, as well as limit memory on usual well-behaved guests.

Signed-off-by: Paolo Bonzini <pbonzini@redhat.com>
Signed-off-by: Kevin Wolf <kwolf@redhat.com>",c3adb5b9168a57790b5074489b6f0275ac3cc8b5,c,4
SECBENCH,,https://github.com/FFmpeg/FFmpeg,747a67fbab8ff74e4281ecbc947910fba13fd65d,,,2002,FFmpeg,FFmpeg,5/20/02 21:15,"fixed one overflow problem

Originally committed as revision 553 to svn://svn.ffmpeg.org/ffmpeg/trunk",754ebe3465e72894a5fef7407d6e1468fd40054e,c,
SECBENCH,,https://github.com/owncloud/core,74b5e22a684c3095dbd48b56da1a10d955c20305,,,2012,owncloud,core,4/26/12 21:17,some more csrf fixes,d96e962fc1f5df7efec5266d34735ebcdc20b056,php,
SECBENCH,,https://github.com/naver/pinpoint,75232af9b4dd32caf24b126f5152fd5f11675ea6,xss,,2016,naver,pinpoint,12/27/16 5:56,add xss filter.,b152cab0e88e736782435a41991ae305f2a39177,java,
SECBENCH,,https://github.com/Codiad/Codiad,7535bd5c2ec6a485b545c2a518d61099ef160f6e,,,2013,Codiad,Codiad,4/2/13 15:00,"Security patch XSS in usernames
Clean an username when we add a account for prevent XSS attacks",763114ac0eaeac1339c31a3355f93591d69042c7,php,
SECBENCH,,https://github.com/WordPress/WordPress,757d3ba8ae2d8c10d90857f372ea22d6f914d3a8,,,2010,WordPress,WordPress,4/16/10 13:49,"Strip tags before escaping the title element in wp_list_pages(). props scribu. fixes #11040.

git-svn-id: http://svn.automattic.com/wordpress/trunk@14104 1a063a9b-81f0-0310-95a4-ce76da25c4cd",c72cecbc5db600d3d659411dd649bbb1cfc66207,php,
SECBENCH,,https://github.com/grails/grails-core,757fa246e8047e1f1657bc7b4e1a662a028d8156,,,2015,grails,grails-core,11/24/15 17:07,To effectively protect internal grails parsing against XXE vulnerabilities it is necessary to set the disallow-doctype-decl feature to true and not false. See https://www.owasp.org/index.php/XML_External_Entity_(XXE)_Processing.,65c7ad979545b9f5e8781b0c5eb0266fad2f366b,java,
SECBENCH,,https://github.com/jspahrsummers/libextobjc,75848c6b4d2443d4a3e873eefeae1f87afeb7ed1,,,2010,jspahrsummers,libextobjc,4/9/10 3:54,Fixed memory leak in exceptions module,32f82592642b2b7086c4c94231678f7411897e71,c,
SECBENCH,,https://github.com/php/php-src,758af77e9d1c3c6e5aea365bc0d35c385278ad5a,over,,2016,php,php-src,12/22/16 13:56,"Path handling related refactorings

Primarily related to the path handling datatypes, to avoid unnecessary
casts, where possible. Also some rework to avoid code dup. Probably
more places are to go, even not path related, primarily to have less
casts and unsigned integers where possible. That way, we've not only
less warnings and casts, but are also safer with regard to the
integer overflows. OFC it's not a panacea, but still significantly
reduces the vulnerability potential.",afb6ca2566691a673b7e638ffd7e3181e21d80a3,c,
SECBENCH,CVE-2012-0036,https://github.com/curl/curl,75ca568fa1c19de4c5358fed246686de8467c238,CWE-89,HIGH,2011,curl,curl,12/23/11 12:24,"URL sanitize: reject URLs containing bad data

Protocols (IMAP, POP3 and SMTP) that use the path part of a URL in a
decoded manner now use the new Curl_urldecode() function to reject URLs
with embedded control codes (anything that is or decodes to a byte value
less than 32).

URLs containing such codes could easily otherwise be used to do harm and
allow users to do unintended actions with otherwise innocent tools and
applications. Like for example using a URL like
pop3://pop3.example.com/1%0d%0aDELE%201 when the app wants a URL to get
a mail and instead this would delete one.

This flaw is considered a security vulnerability: CVE-2012-0036

Security advisory at: http://curl.haxx.se/docs/adv_20120124.html

Reported by: Dan Fandrich",db1a856b4f7cf6ae334fb0656b26a18eea317000,c,7.5
SECBENCH,,https://github.com/josh/rails,75dcdbc84e53cd824c4f1c3e4cb82c40f27010c8,,,2013,josh,rails,1/2/13 23:21,"Restore original remote_ip algorithm.

Proxy servers add X-Forwarded-For headers, resulting in a list of IPs. We
remove trusted IP values, and then take the last given value, assuming that
it is the most likely to be the correct, unfaked value. See [1] for a very
thorough discussion of why that is the best option we have at the moment.

[1]: http://blog.gingerlime.com/2012/rails-ip-spoofing-vulnerabilities-and-protection/

Fixes #7979",9f200fb296da721d50af53712d1e7998a5140e76,rb,
SECBENCH,CVE-2011-2202,https://github.com/php/php-src,75fa63b57fc8df45e3b7b4ae5a1e50a169b171cd,CWE-264,MEDIUM,2011,php,php-src,6/12/11 15:14,"- Fixed bug #54939 (File path injection vulnerability in RFC1867 File upload filename)
  Reported by: kkotowicz at gmail dot com",bb16e23891bc8b464dd42a809fea6547566f13e9,c,6.4
SECBENCH,,https://github.com/php/php-src,7667ca40b02b24c8f7950049dfd17e91e9d1b281,,,2007,php,php-src,9/27/07 16:47,"MFB52:
---8<---
revision 1.39.2.2.2.10
date: 2007/06/17 14:31:12;  author: iliaa;  state: Exp;  lines: +22 -15

Fixed zend_alter_ini_entry() memory_limit interruption vulnerability.
---8<---

Last part of the missing fix only committed to PHP_5_2 branch.",395c0680434e96524fa56732cd6e9da7fd75e6f5,c,
SECBENCH,,https://github.com/curl/curl,768151449b386488ac8fe869f48bf2930123d601,,,2014,curl,curl,1/29/14 7:10,netrc: Fixed a memory leak in an OOM condition,97857de80eea0b3028036c6796c2f485f4caf7d9,c,
SECBENCH,,https://github.com/forkcms/forkcms,772e1b5fd20df0f710d7151a62f40235252171d0,,,2017,forkcms,forkcms,3/21/17 1:14,Prevent xss in the comments frontend,814f9bfa70c31421b7b9146bf96ea8e3a6bd3fa2,php,
SECBENCH,,https://github.com/realm/realm-cocoa,77329db68ebd778e4f9eb63de47879f63ac118b0,,,2014,realm,realm-cocoa,8/1/14 20:48,"Merge pull request #722 from realm/tg-fast-enumerate

Fix memory leak when breaking out of a for-in loop",dd718fc2911f5321f1d8ca37d47632a3bea40739,m,
SECBENCH,,https://github.com/MISP/MISP,77c9ce3b73ff8908de33c9b5b2695cc8d89e26ea,,,2016,MISP,MISP,2/19/16 11:40,"Fix to a critical vulnerability for the login authentication mechanism

- The API key check was incorrectly logging in the wrong user when the API key started with a numeric value",71b24464699b093753c3a663f6c19d45de57460e,php,
SECBENCH,,https://github.com/owncloud/core,78cad94ff4676ef401d2a75c8448f3726deefd18,,,2015,owncloud,core,10/30/15 19:19,"Add support for Redis password auth

For enhanced security it is recommended to configure Redis to only accept connections with a password. (http://redis.io/topics/security)

This is especially critical since Redis supports the LUA scripting language and thus a simple SSRF vulnerability (as proven in http://benmmurphy.github.io/blog/2015/06/04/redis-eval-lua-sandbox-escape/ for example) may lead to a remote code execution.",6911d8f0a4e688f3c84f2dd117424f887820750a,php,
SECBENCH,,https://github.com/josh/rails,79d50ce3104d2ff4a3964b12139120b85dce35e7,,,2014,josh,rails,8/20/14 1:17,"Merge pull request #16570 from bradleybuda/breach-mitigation-mask-csrf-token

CSRF token mask from breach-mitigation-rails gem",e40872fff9d17d10b56538376faa7a329cab8da5,rb,
SECBENCH,,https://github.com/grails/grails-core,7c459eb23c8552fd9cbb975f1b77b998adcb4eb3,,,2013,grails,grails-core,6/19/13 13:15,Addresses javadoc/groovydoc vulnerability http://www.oracle.com/technetwork/topics/security/javacpujun2013-1899847.html,c16c4cdbb881a388237b709061e323a90ec75f34,java,
SECBENCH,,https://github.com/php/php-src,7c7b387cc323bc372fe15f62fb1efdfb705e02a3,,,2008,php,php-src,4/25/08 4:35,fix potentially serious security issue: buffer overrun if the tar filename > 101 characters in length.  This fixes tests/tar/bignames.phpt,efe519c1945a3ed0ae93c8466e02fec2a6997b09,c,
SECBENCH,CVE-2011-2938,https://github.com/mantisbt/mantisbt,7c8a564c5b0d29cf2345adb0593477069466b10b,CWE-79,MEDIUM,2011,mantisbt,mantisbt,8/18/11 14:43,"Fix #13245: XSS issues with search.php parameters

Net.Edit0r (Net.Edit0r@Att.net) from BlACK Hat Group
[http://black-hg.org] posted a vulnerability report for an XSS issue in
search.php for MantisBT 1.2.6.

The full report is available at
http://packetstormsecurity.org/files/104149

filter_api.php is the culprit for this vulnerability as it passes user
supplied search parameters back into output without first escaping the
values.

It should be noted that numerous other XSS vulnerabilities (all related)
have been fixed with this patch. In other words, it is not just the
project_id parameter to search.php that was affected - it was numerous
other parameters/fields as well.

The second SQL injection vulnerability identified by Net.Edit0r is
invalid because the only time we ever make reference to ""mbadmin"" in the
source code is:

core.php:
if ( file_exists( 'mantis_offline.php' ) && !isset( $_GET['mbadmin'] ) )

This usage is safe because nothing is ever done with $_GET['mbadmin'].
It may be the case that the user's customised version of
mantis_offline.php was incorrectly dumping the value of $_GET['mbadmin']
to the screen. The default/sample mantis_offline.php has been checked
and does not print any dynamically created strings/user supplied values.

Conflicts:
	core/filter_api.php",fe9da540f09fe4d3473a302446c4a1ea11ebf103,php,4.3
SECBENCH,,https://github.com/nextcloud/server,7cb0df28e2d99237c92922d9bf2fd203f0f1d8c0,,,2016,nextcloud,server,11/11/16 17:53,"Prevent downgrade attacks for apps

We should verify the app versions when installing a new update, otherwise this could result in downgrade attacks when an attacker just copies the old signature.

Plus it prevents the case that in case of a bug in the appstore actually an older version gets installed.

Signed-off-by: Lukas Reschke <lukas@statuscode.ch>",d61c8d74bbba9901c453a5f9be9a4ffa6cce4291,php,
SECBENCH,,https://github.com/joomla/joomla-cms,7cbfe86124328ca8209f92b52f3bdcb418355f7c,,,2007,joomla,joomla-cms,7/17/07 16:42,"Checking database queries for possible SQL injections

git-svn-id: http://joomlacode.org/svn/joomla/development/trunk@8020 6f6e1ebd-4c2b-0410-823f-f34bde69bce9",8ccbf0ab98b35e2c8289f1240fff52f7a1ad3957,php,
SECBENCH,CVE-2014-9573,https://github.com/mantisbt/mantisbt,7cc4539fca65a61c48a40e31787e7d4751a7f9bd,CWE-89,MEDIUM,2014,mantisbt,mantisbt,12/27/14 17:34,"Fix SQL injection in manage_user_page.php

This vulnerability (CVE-2014-9573) was reported by High-Tech Bridge
Security Research Lab (https://www.htbridge.com/) in issue #17937
(advisory ID HTB23243).

To avoid injection, the parameters we get from the cookie are now
properly sanitized before being used in the SQL query.

Fixes #17940",75c87e679a3f7f9195c62d92cf02a64d80fc5288,php,6
SECBENCH,CVE-2014-8598,https://github.com/mantisbt/mantisbt,7d3dd4305a7ec19b351e6e63e823cffa17d40d9a,CWE-19,MEDIUM,2014,mantisbt,mantisbt,10/17/14 15:21,"XML plugin: Add config page with access thresholds

Prior to this, any user of a MantisBT instance with the XML
Import/Export plugin enabled and knowing the URL to the plugin's import
page could upload an XML file and insert data without restriction,
regardless of their access level.

This vulnerability is particularly dangerous when used in combination
with the one described in issue #17725 (CVE-2014-7146) as it makes for a
very simple and easily accessible vector for PHP code injection attacks.

There was also no access check when exporting data, which could allow an
attacker to gain access to confidential information (disclosure of all
bug-related data, including usernames).

Fixes #17780 (CVE-2014-8598)",8961a6670e5baba75445e8a23331ab82e1d7618c,php,6.4
SECBENCH,CVE-2014-1609,https://github.com/mantisbt/mantisbt,7d76827617e97d7356e7eb4f2f66736e4c4d41b0,CWE-89,HIGH,2014,mantisbt,mantisbt,1/17/14 21:24,"Fix CVE-2014-1609: SQL injection vulnerabilities

Additional cases of db_query() instead of db_query_bound() usage,
potentially allowing SQL injection attacks due to unsanitized use of
parameters within the query.

This includes vboctor's 2 comments.

Fixes #16880

Signed-off-by: Damien Regad <dregad@mantisbt.org>",3be86ce37bb469b211663da03f61ac2b28500d91,php,7.5
SECBENCH,CVE-2014-3483,https://github.com/josh/rails,7df68a300c9395e3edf8c603b6fea3db9eaff003,CWE-89,HIGH,2014,josh,rails,6/5/14 17:08,"Fix SQL injection when querying against ranges and bitstrings

Fix CVE-2014-3483 and protect against CVE-2014-3482.",f838caf350c3405ebdf10a6c6171adfa0a840905,rb,7.5
SECBENCH,,https://github.com/osTicket/osTicket,7e7c4cf0a7daff517f37432fc9de4df34981ce16,,,2014,osTicket,osTicket,1/8/14 18:54,"Fix possible serious errors in dynamic form fields

Fix dropping of materialized view when variable name is changed

Ensure view exists before merging updates

Prevent possible sql injection error in field name used in the materialized
view.

Prevent possible xss error in the display of the field label and variable
name in the admin panel.",aadec3435fe49bafdc3f86e09ab32c1ae5263f67,php,
SECBENCH,CVE-2014-1609,https://github.com/mantisbt/mantisbt,7efe0175f0853e18ebfacedfd2374c4179028b3f,CWE-89,HIGH,2014,mantisbt,mantisbt,1/17/14 21:24,"Fix CVE-2014-1609: SQL injection vulnerabilities

Additional cases of db_query() instead of db_query_bound() usage,
potentially allowing SQL injection attacks due to unsanitized use of
parameters within the query.

This includes vboctor's 2 comments.

Fixes #16880

Signed-off-by: Damien Regad <dregad@mantisbt.org>

Conflicts:
	admin/db_stats.php
	plugins/MantisGraph/pages/bug_graph_bycategory.php
	plugins/MantisGraph/pages/bug_graph_bystatus.php
	proj_doc_page.php",00b4c17088fa56594d85fe46b6c6057bb3421102,php,7.5
SECBENCH,,https://github.com/dlitz/pycrypto,80252248ab1ac8599b946e026dd8895146977903,ta,,2011,dlitz,pycrypto,2/22/11 1:00,"Replace calls to mpz_powm with mpz_powm_sec.  This should help avoid some timing attacks.

Thanks to Geremy Condra for pointing this out.",abd276c5fa31abf0b1d70ca4624e30cdacaee867,c,
SECBENCH,CVE-2015-4642,https://github.com/php/php-src,80367584910885baa1a2a4476a4a31efdcf0c9c0,CWE-78,HIGH,2015,php,php-src,6/1/15 5:53,"Fix bug #69646	OS command injection vulnerability in escapeshellarg",f7d7befae8bcc2db0093f8adaa9f72eeb7ad891e,c,10
