owner,project,sha,sha-p,language,pattern,year,reported,sha_p
laravel,framework,cbcdcf30e1e328ee7136490798da0baf1cdb089f,0964852338dbd918025838f7afa0591eff615331,php,auth,2013,1,ab557383b179094afdd9da292926441ef01e1005
rubinius,rubinius,965b5abeb05d539a65244bdd8e5cc8b7c156174a,1262f24460463628c7cc4e275b7c814048937b57,others,ml,2007,1,beb0fe3968ea7ff3c09e192605eef066136105c8
Codiad,Codiad,5ce3f00a1104690feb5b495ec349db6b1d4b241d,601e89d77bcef6796301c1b7a6b75a30e7c393e5,php,injec,2013,1,0255aa5171c110d5ea2ddeed8f59e79ffad6c0dc
tornadoweb,tornado,901fc49120d99e3166c30c1b871b8b48654e4401,2338348edda61c663fff8a7f6f77cf489bf63de6,python,csrf,2011,1,7e625d0eee79127532bc8dfb232ee356aa98780d
php,php-src,0499f9094f133258fee5b3e0d37c97fb45ef1432,79e7432c971e904c84b7774674fc71f805091fd4,c,iap,2006,1,5656292a18711ce97c21aa2a261cdae8627db532
WordPress,WordPress,a43c737a0d9c80984e03372c1e2f7b181c0d2087,c72cecbc5db600d3d659411dd649bbb1cfc66207,php,xss,2010,1,5d087be7e9dff5f575b6a121555c4089f905f7b8
micahflee,onionshare,ef7fa690f548926146562e3ec64d4eac02735a7e,9bfde7dfcc317e516dc6f03724c40d35baa45970,python,misc,2016,0,83da767acc5f150f3d203751921a72c5180ef8ed
ci-bonfire,Bonfire,5736c986f9e612c0cc2de93c3a2f8edd9c19e378,cbbbedc362a4bdf3887ae26dedb569bf123c9a62,php,csrf,2013,1,a1234c5e48345e3307119f97f564e5ad85887c7a
rubinius,rubinius,3526d37b4deaa5efdbe8a4036b67fa911925f6fd,573964b7e98d44b7d87bd8ecd1e2ec0321ca2947,c++,ml,2013,1,7f87c150f9c9f0d143ca913431739d64a527e55a
josh,rails,a3dc8ba16f7c453ab3b12c2bf476bdf26a9e2a5b,344ea048659f2ba47012f0330183ea4a96752732,ruby,injec,2012,1,87b30fb2e6536b893b6cc2553dad89df8356d7bb
owncloud,core,1a5b4e1f0d84504a07231e13efde87a79b53adb7,dc41cf081cac227f0d73b56542fa6295285e170c,php,iap,2013,1,6c6a40cde387da3979ec6261ea864b6da322bc3d
mattpass,ICEcoder,9712c369c1f287f27e2048922675dd40caf98009,69d8ddce7756802525bc07ac028b939e554a81ca,php,pathtrav,2014,1,85a9cfaecdb208dce20b834bf01a131632ec9935
cakephp,cakephp,49b316d6fd7af4ab24a299b163688b3d699fa8ad,aad72871a09b8b1bf750cde84d42e6a4f4fd7d2e,php,auth,2010,1,454146acfc0135b93eed5a7c6ffb8dce814e5060
josh,rails,5f44411d948f0cefb6a968a357d305c4c97c2174,69fc0e1b5e6a3227576d67587c386142ef65854e,ruby,csrf,2014,1,84361478256f620cc3c4d31235eeec28bba058f0
splitbrain,dokuwiki,6b3830a370961065afb15ae996fc4b038e749b68,0d5f4833689967dde7f9fc2cbd1b6ada533bbb73,php,xss,2009,1,179666e2d277c61c4962f9b21a5c00d776455ed8
FFmpeg,FFmpeg,fce88d52ca0b694a614e2cf030c3f622db65b164,754ebe3465e72894a5fef7407d6e1468fd40054e,c,over,2002,1,9d4cd3bfd5364ce6eeb77be9e9f5bcdbb9678772
FFmpeg,FFmpeg,66328da700c73246e2d4c5254905f9e5b4e0fa31,7f2228dbfec0268b8b486573041043c0de1aa381,c,injec,2011,1,c32db6adab9942781cc5a23f62abb839a5595a83
php,php-src,cf582a32ef961cde0cfc51a0ffafa352d52edde5,272cccd1759a358eb9a66e3fb10bcad373acb06e,c,misc,2015,1,02a05146fd34e059aa8ac6af2113b3cbf3a8fd8a
josh,rails,fc6b5337491fb37f7ec8bdee89ca199734f6fc62,d45e2c733d471b0c87f7cf721376ca4802450121,ruby,ml,2008,1,611849772dd66c2e4d005dcfe153f7ce79a8a7db
phpmyadmin,phpmyadmin,71cf1ec80bccc588efe4d40394a26750d231031e,2ff7b4cc93eb88325b2ac2930b966208642c1111,php,misc,2011,1,a991f71689b482923c27cb2784fb26e22b521fe7
nextcloud,server,c42ce20054579a61fd810c29652355e15505a10f,d5566d026745da8fbfc6648184b5b7890956faf9,javascript,xss,2012,1,e9cdd68412587cc876c96b859c30b605d24e1b9f
moodle,moodle,50e082b7ba36ed1a978d8bd7c2a94889e54cf56f,36ea9a6c98505cbe34c2af0be6c984be97cb0656,php,injec,2008,1,92da4f38ff3588d592d651e5a753914fceaa9999
vanilla,vanilla,e84cdc7ca881e638d96fad6f6d09eaa0e11cd86f,2c56bd34645e12cfb9b3b86dc2c6038ba7bddb47,php,xss,2012,1,98f2ce33c9578e9696184fedaa8fd0e4bdd3453d
edx,edx-platform,322db6de7aea140f06b4b118d3094381a1d21d55,a8284058e602eefcea76b6bccfbac6b3f75000d2,others,ucwkv,2015,1,d11ccad0fce0c30966ad5338d52cb460fb915d1b
cakephp,cakephp,fa7549dc4cd8e99cfcc4f7ad4c0abb4b7fc7fe34,0c7720e8f8f795233b5809419bfa024c4bed9eb1,php,pathtrav,2014,1,af87e5d5bc45866a75ae416a472fc4900f07c642
josh,rails,e89ef3cee9a38f69634e8e7d55dc69841b06e55d,4751a8c51ff4b9766dcf8324347477095b7f940d,ruby,auth,2014,1,433c52864a703312497d5f07c01a17e6fbc769aa
HandBrake,HandBrake,d00aec1e4b09b4d0e6497ca97d988fe0ea8e4594,c6633353555fbc58a13ad90f8dfc171430455eae,c,rl,2017,1,31be008cc59b0ea652e7144f6a7b23bb61f19996
vanilla,vanilla,2f437913d570756b0f157a17c00b70cb65003384,d91b512fe6337e1cee23f3ce2e2c732235c4d4d1,php,csrf,2015,1,f95e9b2fbdc31c27cafd6a19175f5982ca37edf6
graphframes,graphframes,9c4939dbbf464e380f662081a8d5a5d7d24f0b7f,3ca57b38e9f2ead71e24e42abc84f3ba558d2b38,scala,over,2016,1,d98e3d9bb45f20a4b241db4570df713ef18016b4
MISP,MISP,19b4a2ae37b532036fd4c3fc21ce659d6086ee17,b9f5297b3a3dc6d076852910f3b52719d469509c,php,xss,2016,1,ef070467399a4b38a4af76214c4f8f3ca69ab9e0
php,php-src,d997d485fff612b343e64c4539cf04994ddf20bc,7e8e21df0c9aa39278e994b05540b69920201b32,c,pathtrav,2014,1,d1db3691a163109488a5cadb8781c7137ca9267d
AFNetworking,AFNetworking,ebdac4a01da3f5c903c4dfdc96de7997932314b6,648c650ae700ceba6caf8f9753e7f1a1d1e8ee04,objc,ml,2011,1,0ec7995128906b4f37fe0a46b5cf1c428b6f1283
vanilla,vanilla,1fc40daedfb07d791f302c2625e8178c155b6000,b5a6fc954c891ef38477a05f245d6abf0b7eb2a8,php,xss,2012,1,5db49146441a8aa6f8a28db74433d89016f9401a
osTicket,osTicket,8c641efd9178fe5e46f9d78160488e32c77633b3,0ed92da68bfa62f912496ff57ae3ab0e08cc5d00,php,xss,2015,1,0647b00a12da158f00c0a5d614b887316648fe3e
php,php-src,80079885bb0b0594d9c9dd905e10cddd68feb397,e2d606e18b7079f7b7127fb581ccffc2f6104de7,c,misc,2007,1,b0e24970bbff98bedd7c8ea50a942a315bfa06b5
josh,rails,4a631dfb12c0faef71db97703742c826b7bf8f16,46923cabe156852bac1ae99c4509ff2780eae2a1,ruby,dos,2013,1,551566db06f54f35aeadaa320ef073ea1335ad60
Graylog2,graylog2-server,e685456b608453840f9521d923d4f69db5c6c2dc,1ef662d8ebf9158ca929d2c7bb389725ba818a5e,ruby,ucwkv,2013,1,e6f8be09d8155b0ca4b81895d259c35e9f0136ef
AFNetworking,AFNetworking,5e6a42e93047a74844cfb5b931c747cd4e83d88a,2b2558a90e7bfb2ef5169b1ca21b91851e5a5b7d,objc,ml,2012,1,bfb6b35a3e867225b06a965ac5f99657d4711a4c
cakephp,cakephp,668c0873986adeec2187aaf8f798d1d62306e61a,b088daf045a19c818d427e28d752566f3e7044e8,php,csrf,2010,1,d57f4d0f60e1833634c0bd6605a99cc2e1363655
josh,rails,11acaa172c73c5d1787184ef5545df358027462c,6b1018526fb304727ee4191afc2d8a5e29e49eea,ruby,injec,2010,1,ff79df004c3cd1b3eb9d63e20f991331d35e51b5
zxing,zxing,ff5a939fbf4da3de189479410b7fc870df83d1db,8c876a047a883b3cad976e52cbd09a30fbd1fe7d,java,misc,2009,1,78b9ac5cad3c572197044fc4c254284d9127597c
curl,curl,763b812dc79e2b7d0fa5b99ab9ef8f34e45af1f0,7f304ab84f560c9ddcd3ed1887bb4aa99a90bd6a,c,ml,2011,1,3269dfb4abfb3f251184f688c5e78fdeff7bbcd8
josh,rails,927b847239ede8cb455366b95e640a25d92a2b8e,75157bbf64571548983892e62fab5789e9ab06d0,javascript,ml,2005,1,fd1d6d0eb32aef7443acb75fc020a72379718f14
libretro,RetroArch,11e3d1e2acd2a20c336bb3529c9b3c55dd66f1bf,6a845dec645914a00441c66d6baf09d66cf22500,c,over,2013,1,aa409e5e8f6ff0052da6f2c0894fab30051aa928
openssl,openssl,7d0effeacbb50b12bfc24df7614d7cf5c8686f51,cc22cd546bd0b0e1b55c1835403ab564d5f30581,c,misc,2017,1,fc97c882f443060dffd8eb56a6b8784e52096c86
openstack,nova,c2d7060b480608d9773340f51d6496fadf97b667,bf70df295b0529da9f4381f52fc94d328fa2fdb3,python,auth,2015,1,7a609f153808f7cee1edbbb36accc292fa8df0d0
phpmyadmin,phpmyadmin,b723df0b86549d77a8f4b65e0e67354193b2767f,d32da348c4de2379482a48661ce968a55eebe5c4,php,xss,2014,1,a3987b26549070b396e0586d8fc8a2705e66175a
mantisbt,mantisbt,adb29db7f85413a054460286fddc0acbfdb3046d,40840f412cf0166c2e7442d3d7fd2ebdac53bd8c,php,auth,2009,1,ffc4dc855749e7df056fb49c14e9fb2ea828a997
FFmpeg,FFmpeg,4b07ebf1eb13561492f7e3c30a67f34415016b3e,7cbc2e60af72e2154ddc160b1bfce200a95a6532,c,injec,2013,1,0d9b9bd37f43ee29ad9f709d85c8f3be9db71104
MPOS,php-mpos,d5bff56f6fa135aac1a13b5cf889a6959aaee98f,c381af8291bb71a22258d8166f446da1452cb982,php,xss,2014,1,b9d36bcfc96c2fadb0c2fa5396b398daa1d6ec92
WordPress,WordPress,7fe71ffe8131f2e5e188b740d2f37926276935ed,f62bf61b2c59bf5484888f22d0b7dff0f0df050a,php,misc,2015,1,83adea39860cb950ed08ef2cfbdef33602daa210
forkcms,forkcms,629d8241091630a9bd74b6d73b4856ce0e171af9,e45964aa7ed3621df4963991d3df03bbd3d6b8ec,php,xss,2012,1,419e1a91c66ff9d0bdb8e4db9f00a35379b246b0
splitbrain,dokuwiki,dc9bdeadf4b4eeacd7b6c7a51269a4400e4d25d8,0265c2046291f04cccff5234f3b9d47630d77192,php,xss,2008,1,430d05b058ac3df435600a678cda365dba3eb1b7
Codeception,Codeception,17fe208316d8c6659064c99215100c0d9eb934d9,2cbab2c80c05896f47a3dba953323cb976c160ed,php,injec,2014,1,d673caf8bd1d81824f3f6e1de4b6dc2e0bf4076f
mongodb,mongo-php-driver-legacy,179d0a49ec246f312961004ff7daec8a19efed5e,52439c74d9a884593a62a8dc1d0638d83d53c42d,c,ml,2011,0,5f56d8b43f5cf2ba5db8438f74ed69d29abf35e3
MISP,MISP,1b7254efae1b0374ba79991fe4c8486039669e46,aa8ba55daccf1f4f9b5eab07589fd9fb3df9b895,php,csrf,2012,1,0e0ad1eb257d9c869490c7f6f23f52da1db22b2f
owncloud,core,b56f5f27739112644420a82e5b3621c622e73917,6911d8f0a4e688f3c84f2dd117424f887820750a,php,smis,2015,1,0e2f51bbb80d6ef9fecb3ffeef3e7dd03343e7f6
mantisbt,mantisbt,f2b9bb7ead380c5377c588cb07e6945d9f0563ba,c83fe546e9f229542c88a9aede924bd5ce4663c6,php,xss,2017,1,097eac43ab55114d21ab089e0e206ba8b57143df
frappe,erpnext,ebb5662cb70f2e2d6b4c6f7befb06fa24c12ac14,0c8597583985b17b00094fabf61d430567929746,python,injec,2013,1,218f2f841ecd5e77e1d039dabff9a271471aaa77
BradLarson,GPUImage,d2b32fec48176dcb96dcc671b27c9fb38151147e,bc1c59a195167863548423459f9ac9e13d201c0a,objc,ml,2012,1,1abf1cb27f4fc7f5fd2eaf2c14d4caa7bf111341
phpmyadmin,phpmyadmin,6d0c1d09f20ef46409b7885424c56a468489ec27,951fb4dd79253a3aca8b6e386db77c1affcfc3a9,php,misc,2011,1,237d967cf92a332a9f5bbf89ed9baa70436c9b5e
mattpass,ICEcoder,6f9c127c1b9fd9bf4f6b81ab9baae1bb827ecef2,f82914207dca4a4f36404ac371610421cfb52d93,php,misc,2014,1,3facbe2de670ed1eb3474397f2cdf7b6ee91e548
cloudius-systems,osv,d7af14162b249a7d268881883538dca2b60e5959,8ffe45bf0e00b4b95140ea9aa6035d71f90a86ee,c++,dos,2013,1,df37a640da293ba01730a57f68400e4d865592a0
WordPress,WordPress,99a0a9806167ae5df53e265a957cfed1af3f98ea,02424959e4dbbbf3c989c6d36f5807b6bb3ad7d8,php,misc,2016,1,0d091815521f1129e6e59155e4758fcd3881d761
moodle,moodle,6976250146c991a0de62e0fa341bd0602dd4776f,a7ca080c208fa10fb07158e2162f6afad64da655,php,auth,2010,1,16743136ed09611636721a31173c12b98b3711dd
php,php-src,114d662d12aa9672cfd567a6db3624c25d5f4394,bb4d11b405ae1f37a8b0e4db630e80c5678f0746,c,iap,2013,1,e018e2ae8630dc1bfc6b9037ae9277b373020521
Codiad,Codiad,485908c7119467d6d40200dbffd5dfb373637b9e,c42d24cb48a83c19afa8a8ed770ebbad73fa7059,php,misc,2017,1,2d1f8288afa7092c5f2129a40780f3904eeb0abc
dlitz,pycrypto,f68372ad3742a270611639aff3cda78502897b86,7fd528d03b5eae58eef6fd219af5d9ac9c83fa50,python,misc,2013,1,e3a2951acefe49cd97ac76df313fdca0e896595a
rubinius,rubinius,5e6630d25206cbe467fde936a5464e16123ab193,4aa59c4128290b702802ebe41be44edda27da9a9,c++,dos,2012,1,6e7cf7929fd05dc13666e3be948d01b4813ca953
openssl,openssl,48c1e15ceb2252e65ba63f93a7bf39c1d368f38f,7388b43cae035484036f5dc46c231ce6282a1367,c,dos,2012,1,f0483bf7d2ffdf1b92c71318678a61603a9fa56d
joomla,joomla-cms,3ab4c36c926181dfdeb0eb8b69d5a505eb44776c,9008d1036284da197942e09d921a485dda14230c,php,injec,2007,1,6b31cc678b77a2d7ea1827028420f3cb12bf214e
nextcloud,server,99934134dc53baaee56740de669c7df549317a2f,d134ba9a82a904ba317d4a6d9a75e46ab9249ddc,javascript,iap,2013,1,db1096bcfdf2336ccf6aefb70dd902a63ed615db
nextcloud,server,cb4367b6d5af62c8b2c8c384396b3dc29bff2eab,cdf01feba78696aa74b7f57a43380757d67df4aa,php,auth,2017,1,093efa458c16ea4a7f7fcaf3f98e1e0fb96624c4
owncloud,core,dc004e4a6bcafe61fec6b84004c4435874d5214b,564b0358f91df832afdf3a0fd27eaa349508c964,php,xss,2012,1,e186e840d36792f0d20df8911e0b9ba7b7cf6b14
php,php-src,69dcdcb7c19f61f78a9d973a1ec999665c941a6f,5d90aa1299da1ac81faf065c4aa0dc4196276cc1,c,upapi,2011,1,9e5bc9509ef5c59e4640d16f297ad2539b6651f3
WordPress,WordPress,83d97232267ad2c71b19f5c4d999a7976609dfd6,ad646bc1838454b0859f196c13a41d8815b9a15e,php,sde,2014,1,093993d920967f7244fd7208c934a35ace10546b
openssl,openssl,756b198d247d0040b7e2abed9b9b12bc6634a3ad,3444c36ab489b7084832254723a356e3c2eb023a,c,misc,2016,1,a4cb54d2576995f6eed25d11ae421d915f60f3a5
openssl,openssl,848a950b715fa73070a9d1638e7630acfb0dfa4d,8106d61c354430d6bbbd7f8e7840a39efc0f5829,c,dos,2015,1,4e525a0b4db2b11bee15a485b6ed6622ca8948f1
josh,rails,fab2fd6398292e6ff16cc234021673e9852a150a,b0555bb88b090ca981fcc7661b6f9ea333e7f42e,ruby,injec,2011,1,50e2df4268dca1873d9a9c99f35937f417379556
php,php-src,4facdb420ba3142bf12b5eecb630458e5c8db4c5,dad793630d5966a9c22f3fcd7f24b7937bd1a36f,c,misc,2016,1,820b30bcb81c3106b4923bb974c617402de1ff73
php,php-src,5f136b5e048a851c386d7383b3c1942a83748883,8a4d164c2b33e7a89af13762dbc09941df14a035,c,misc,2016,1,81623d3a60599d05c83987dec111bf56809f901d
josh,rails,6a8b9484a7398f3b500cd1f056cbe46fd7d6301c,7cfa6c535bc54f16a3fc7fa39969d4410de3e483,ruby,ml,2008,1,50f3c3cc40bc3e1fffe37f9f2c6b51385cc94af9
splitbrain,dokuwiki,8e790062800da9ede63ca6d3906c6c178beba5aa,041d1964bde2693df05726690877835ddae4e83e,php,dos,2006,1,2abcaf99b5fa3084b38cc3f358936d6146b02b3a
openssl,openssl,4edfacb983318fc7f0d807c26b317717c0c53ee5,13747c6fdabbba33cb187a133548b73d41ae282d,c,sde,2012,1,c6efe6f59ed09ff37abcd808cf68cc46af989943
nextcloud,server,e4311a2ebdf3eeda8b2f1022c19290dc68db8ae5,1f96fb3352ad43155586d6deae95bf889768ba05,php,misc,2015,1,a82d4a56fb5bc484114c702bcd63e6278830bd5d
vanilla,vanilla,15914a70397b17e1cf72d475c85e8069d968542d,77007459d76d86cb11837e1452081e6b447bcf9c,php,xss,2013,1,fe100e8a563bc169944271a1facbca8307d3234a
nextcloud,server,1dfd7de10e3311e9a8050d2fa52d83f028879f7e,98d0d48b54764162cfa9315e3c1f42915801d16f,php,misc,2014,1,d379ac7545d5b4d69c5419501a5084073378bc57
josh,rails,10c50c6b55ef75a9682201eadd8955abbbcb27d9,8a39f411dc3c806422785b1f4d5c7c9d58e4bf85,ruby,xss,2011,1,40b218977ecf171852f6b00587b77602edf180de
P0cL4bs,WiFi-Pumpkin,7af636e1d5b9632dc8d91e4a31d764d593c2b3c8,acbc25f48028539c4d239647101a314a7b5f6c11,python,iap,2016,1,a945da119317bca41a904b3019f8bbad20185f9c
cakephp,cakephp,f57ebd3ac8e9d6121fbe8c0fc6e6f33b1aa62505,23f559a4b079911bdf65ec922368ce81ec1461cc,php,auth,2007,1,9c62d273f30fd3abb014ed3ba02deb5e8f863e0d
vanilla,vanilla,3253e569f8fd7f4f7c48906926007faec4a504d2,53c917efc533422be7752b2b5db81193f4401359,javascript,xss,2011,1,29b77c080697b2878aeb202944a1eacdfe118a1e
curl,curl,64db60397b9d71a7b0ba381ee80007681b409866,dc2ea33e32ba9aeecdcd33c0541a9e33a85774ba,c,ml,2007,1,d243908a018e4d428fb4eddc2c0aa0801a629399
josh,rails,b33555d3ef26dbe07472c9e1d23f3a6e49a35059,f706d5f945c5751072bb90d080aff154e6858435,ruby,xss,2014,1,864514a460d8fdcd8766ca5a9bba2978038985aa
nicolaslopezj,searchable,44a76d1b547429711c6719f888cccade3b41c6ac,0f3cd1eeb405a6fe8f5cb376c34ffc3cded999e1,php,injec,2014,1,8360d1b959307ed4e20b43c02221cb07f83a7a9e
MISP,MISP,158f4124e0df54d3f6d29f7bd2a0ee720b33c83b,8505396b2519031f6c413586ccb14ab81bf69a38,php,misc,2012,1,235e43dbc2f2f5b3855fad0c53abc4e41ac8c9d5
scalikejdbc,scalikejdbc,05a92932f1b39c71127253d6719030eed9ef4496,db240ce42a1e6041d9459ed9c3c1f42d6570d54b,scala,injec,2013,1,fcf3902a34283796f08f4650ebf17bf4a8e2cde4
WordPress,WordPress,e879a9ab0e9fbc21ce5f82e1ba82c101ef379e95,031370065763ebd5f78f88c559de3c63dcbf9257,php,xss,2003,1,418b0b7e69355811c0efbf60d7ee34d6920399cc
torvalds,linux,a134be34065d52cde948f4ab13d0c1f3d4462c40,ec8f9ceacef719a844ca269d654502af6a00a273,c,misc,2012,1,3027e26737adc591fea2d88c2804ffeeb1acdd8c
moodle,moodle,85ed1699f46d4abe09cb17c5e1ac3117435b6141,e757af1662ff6ef8240834eb11cd8ddbc4d4c0e1,php,xss,2002,1,01ee7142c13d88b3fd3804489eb4b5d40d099e18
mantisbt,mantisbt,9d10ee297d10959ce8cfe6f0200aea8cf01b8358,e4902b6589ee0147844d1b2288da0ab271d34b71,php,misc,2010,1,3d98d0efe821f09a588df30e6827b90e4f047324
Pylons,pyramid,a62cc2264c2dda6a0588fddbc5712afea9d89837,a6db36c984bd69f8a6aba80ad6db435cd4b1b93c,python,auth,2016,1,ecbf957db6c1efbc4c90852d3a62ca4df669f5f4
openssl,openssl,7bbb8c5620c7a932988473533e2aca385e4b89c5,bbcf3a9b300bc8109bb306a53f6f3445ba02e8e9,c,misc,2011,1,d0aeeee176dabbecd993313f357e83b8286a6a56
joomla,joomla-cms,4bbbf5af6d6923bada5c947b2529b9ba9fd0567a,42b79e27cf7dd6d818d13f5f8401c858854d9a63,php,injec,2007,1,5b6f688f598ba2f9d9e8f54ee7661dfda35ff6fc
MISP,MISP,98bf40eb7167055e8aa17e609dc536ed3242f308,6e842da5bca360649658817a2dd22c4fc09f91b7,php,xss,2014,1,e89d7ebc160ecd95c99b972b4c49bbc82178ffcd
joomla,joomla-cms,4b0207e106ad1d4535a6cee1cd7c6f961580b4cf,9169d5f0e1b4ddf887c1e30547b91c64cdcf05a9,php,auth,2013,1,f4a9bde2484ec3fd873cb46b7e1abf8aae73b006
josh,rails,12be0a59856d4f92a85c479843e296342be47789,0b58a7ff420d7ef4b643c521a62be7259dd2f5cb,ruby,misc,2011,1,6867212261244f35877897854c46abe287b087a0
FFmpeg,FFmpeg,ee109c6bc2cf4aebe6202c2c9022816c968d2d00,9244b839b788e4677019041907ff5a4378a23490,c,misc,2017,1,73ad355d23ab0db0c3de098932a2691a42930ee2
MPOS,php-mpos,7350178f48c421577b779251f05fe6f03ffb01e2,8fbad03457cc1e0691b816f163b71e8c6d29f13a,php,auth,2013,1,f0e0bf27a9ecfd309393a352bdfc5cdd475d2adc
josh,rails,2e42167058fa6e528237f4d78a4cb0bd6c2e099d,9f200fb296da721d50af53712d1e7998a5140e76,ruby,sde,2013,1,3d0e3c92900ff3dd1ddef7c94c201698e71ca9d5
torvalds,linux,e52dcc4899cf1b7601379c31542bd91cd2997a64,082ba88a5e6b1425abed3fae4ad65e0e985ed081,c,sde,2009,1,436d34b36202ef724778ded1e9cb10f8c37b32bc
mattpass,ICEcoder,862777f0676097112150202eba129decc274b56c,d826469c495a2e74d36760f627915a9455091f82,php,auth,2015,1,4eb6ffc6188af5f71e9ca72f3ff48f20fa003f37
realm,realm-cocoa,70a9056de21a45b36b98fae28cb1043c872dbe5c,784274fe641361e7292402b3d46c4aad2a8eb211,objc++,ml,2015,1,a20acf2d9ebfe8dd8e0dde50f035766fca480e9a
freedomofpress,securedrop,cf6914bc111947ff52ae9443a24b3342c5cae974,e6a502d468aa21922609e3c6acc5ad1b014a8d91,python,sde,2014,0,dee723c73ce8498bdcef0c370a2a81112c4cd7f2
phpmyadmin,phpmyadmin,8145283d1a71c16688129ad411825276a840da71,9ae2b21e220cde1cb9605dc1d3827bcee4cd4ba4,php,auth,2007,1,b9adefc92dd89d5af3b5345c5ee64efeeab24630
josh,rails,e38ad5ddcc1de38ff485d3d78d9c72283320cdaf,d99e8c9e1618f509bb35f052d4bd0d1848bce771,ruby,dos,2013,1,94d763300563e8c9fabf9f6f17386f98d0b06296
josh,rails,3990310a2bedd0dff5753e3e9b1282e686cff0cc,47134a04bbce216f9c31473b1a0c1a077d624692,ruby,injec,2010,1,f2d276fefdd620f18bb9fe3524ae9db6da70621d
curl,curl,5aa290f0f209f12130f7a1375c1b76af707e95f2,db1a856b4f7cf6ae334fb0656b26a18eea317000,c,misc,2011,1,f0831f7931355ae7096ab94ea5d2ea01885e9081
BradLarson,GPUImage,9655f16e89caf35878ac7d2f3e2646568a5a670a,d05b56b6c391e662599780998720ce9d3a0b899b,objc,over,2012,1,4d42ff747665fbd3667180dd4fcb70b8c24fa420
torvalds,linux,8d96fe9381fa235a81c73c8f940e2fcc84f41caf,ffd8d3fa5813430fe3926fe950fde23630f6b1a0,c,auth,2008,1,be23da8ad219650517cbbb7acbeaeb235667113a
realm,realm-cocoa,95e03cdbdbafc29847fcd39022e6afb03e8e1f2c,8ceae74eb169a98676da084b7e1667d51c765bc2,objc++,ml,2015,1,8cc68188613057813597333fa82e8b34955c87fa
mongodb,mongo-php-driver-legacy,381c1d5b6b25571c2bbaf799854ef0f2b8911dd2,5762d1604744a6bef7895e0064c18ac1582a63f9,c,ml,2012,0,ea0a52f4b417b31aecf7233cc1a50cec3830e28a
mattpass,ICEcoder,d2e5476432fdf777f888a9214bc4d8194a05e808,4ef49f017212a4da84f4d009285a3eff30c80114,php,pathtrav,2014,1,c53b0ba3ad8a54e24ea04c7efd78c18a4aadfbf3
torvalds,linux,d090f878b0084344812dc7bb086e98cd24572e58,c2ff581acab16c6af56d9e8c1a579bf041ec00b1,c,misc,2009,1,7f715626a9ddfa7df13f076f59fc62e3c99066cf
joomla,joomla-cms,863f56373444a4b65eecd94cf3f94c437d304890,c1687f3af93e9a8ec81bc63db6f49ac0dc789483,php,injec,2007,1,02f21d8c12d8c9bb206d433ed06b1a1eecf1a67f
osTicket,osTicket,ee2d3c72ba13a5b1370719da865dd0af89aa3507,03a84301e2e0e6875058814e877b7f7cffa33a98,php,csrf,2012,1,784184b6dd5846ad9a73c632592dfaaad4b69030
josh,rails,24aba77d9c2c9eb101d3ef5dc36d4d1002fb37b5,b6fde6b4801fae26cdd0e790f6bfd06e7afe9941,ruby,dos,2009,1,17ea8d8d4d81b4b9fb40bd6c6ee80f4acf3bad94
deeplearning4j,deeplearning4j,c1cf7b3c046332c622649bc4f6b6182cacbce252,5b85fe3577ca13836183057a79e02f92ec9f8d3c,java,over,2014,1,d0ab27895aaa07e208cdbfe81b476c253b24e2eb
zxing,zxing,1a2a011cc7b898b02dbe4913595e85e11b5cf963,a86b0e7cf3fec99c1a446c4978e0cf607e225b50,objc++,ml,2010,1,9a0b6cec395f2606a30d0c92915ff27bbe4b2f72
php,php-src,602f26dc0824b437732dc151f7205c02ce77698b,f39a8517e002d33ace29ec0ba15acb30c9fecbb3,c,dos,2015,1,68f328560d4730c73b70776e9574e8ac11e80e39
owncloud,core,2ab077d16e908bac4eeaa6735fa392be46707bda,3b9bf83fe7833c2cf8d1d9fc2f0f2a41b2a92ebc,javascript,xss,2012,1,3c0a1d4241c16c13b3fd93406402320284d153d9
scalikejdbc,scalikejdbc,e4d7fe93cac16c2b5ab5dfa38684a8d051c36332,0066d580d8ab21d252310bd0206fa62effa6137b,scala,injec,2013,1,667ca96f7dcc377f353a3c522279ed2d5a9affc1
facebook,buck,53c0859defa1d2e7ca2a3efc9c044787e9023ab6,f1d8da1511b8f01e59d61b213f533dffd3804b0a,others,ucwkv,2016,1,12c04e6467c3426a6b16ff4e3d72709cd5694296
nextcloud,server,4eebccd81fca602eee5cc1a76edd374028826608,2b228fba3463722ad19ea6ccd150b96772508791,php,xss,2012,1,1d33a5ef133d917074a94d40a939b6cbbe698711
raspberrypi,linux,f2a3ee01259ef33ffe4caa0875afe25c15938a14,9f0df936b1b93a7fab5b9ed73009f43369c121ea,c,rl,2016,0,a5de5b74a50113564a1e0850e2da96c37c35e55d
joomla,joomla-cms,3d38a0b369c1ff7126af235f2c62f32966b0a629,dfc894ae15316599f170587818b82febab3856bc,php,injec,2006,1,fc09ed216c3addfa5fade7805221d6827fce9568
antlr,antlr4,8b081a4637c23eeb1fdf0086922dd8f760d51ed4,9c186c8d5299e1dcbc8e0c486c3e07c4ab6af0a1,java,rl,2013,0,2d748d6e64c72cf10c55892eff7df104fe063dc8
