Dataset,Code,Project,owner,project,sha-p,sha,sha-reg,sha-reg-p,main_fix,main_prev,diff,Write Short Units of Code-fix,Write Short Units of Code-prev,Write Short Units of Code-diff,Write Simple Units of Code-fix,Write Simple Units of Code-prev,Write Simple Units of Code-diff,Write Code Once-fix,Write Code Once-prev,Write Code Once-diff,Keep Unit Interfaces Small-fix,Keep Unit Interfaces Small-prev,Keep Unit Interfaces Small-diff,Separate Concerns in Modules-fix,Separate Concerns in Modules-prev,Separate Concerns in Modules-diff,Couple Architecture Components Loosely-fix,Couple Architecture Components Loosely-prev,Couple Architecture Components Loosely-diff,Keep Architecture Components Balanced-fix,Keep Architecture Components Balanced-prev,Keep Architecture Components Balanced-diff,Keep Your Codebase Small-fix,Keep Your Codebase Small-prev,Keep Your Codebase Small-diff,Automate Tests-fix,Automate Tests-prev,Automate Tests-diff,Write Clean Code-fix,Write Clean Code-prev,Write Clean Code-diff
SECBENCH,CVE-2011-4344,https://github.com/jenkinsci/winstone,jenkinsci,winstone,507e1a9faf90d8a3e267a2ce5de7c18b0b9dc2ea,410ed3001d51c689cf59085b7417466caa2ded7b,435aed2f70f1bcdec897c73f557ba8db5d66d179,a921c5ae6149db76e41e34a4c0fd46dec4b4b6fc,452.8717698696964,452.8717698696964,0.0,-689.1715710397275,-689.1715710397275,0.0,-331.09738607448526,-331.09738607448526,0.0,1073.5,1073.5,0.0,376.0765765765766,376.0765765765766,0.0,614.6297137845811,614.6297137845811,0.0,1851.0,1851.0,0.0,1020.280365450019,1020.280365450019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,613.5,613.5,0.0
SECBENCH,,https://github.com/MISP/MISP,MISP,MISP,9b67e5ecdb967c1c5e8a45435d141e57357b1633,415d85102d5aa5f96f4f11a17c86b59bb9cc0d56,056dea9f80dee6933b042aca138b1b1bf3622673,ff9394933ddac9eacdb2f320b366b63a284e5afa,-24622.883809993884,-13802.752221479352,-10820.131588514532,-103322.68620596993,-101956.91170066409,-1365.774505305846,-211259.8862364099,-212471.37677538744,1211.4905389775522,-2782.4642857142826,-2509.7142857142826,-272.75,-48078.17461579226,-45113.79252782193,-2964.382087970327,-50427.8436347386,51551.837336404875,-101979.68097114348,62039.0,62039.0,0.0,48732.216878686115,55027.43573838935,-6295.218859703236,0.0,0.0,0.0,0.0,0.0,0.0,58871.0,55406.0,3465.0
SECBENCH,,https://github.com/micahflee/onionshare,micahflee,onionshare,05ec78dc34cfd1ef92ace06be2d58c50d6090219,426d744d586502935935139dfeb81fb12568f4e4,2191965adc7c42edf4935a8deb2cd7fc82e25fcc,6603f3be3997cf48aa7595f7ddd40810f69df093,8508.229211553615,3603.245846039339,4904.983365514276,-5271.108906182021,-4863.886002662395,-407.222903519626,-17680.873097386077,-17790.880730973862,110.00763358778568,21824.214285714286,18375.107142857145,3449.1071428571413,-5699.497350291468,-6112.08108108108,412.58373078961176,-12970.929012617647,-33740.68661698493,20769.75760436728,34219.92105263158,19972.17105263158,14247.75,34349.0651436675,31105.214696606934,3243.8504470605694,0.0,0.0,0.0,0.0,0.0,0.0,36311.5,29087.5,7224.0
SECBENCH,GRAILS-10813,https://github.com/grails/grails-core,grails,grails-core,e6d2467ef35804fb8e10db129a28457f4cc23298,426fd41c3f10343506e86a85338bd3b34714b5f2,abf86d4d505ceb72258485c32ee24f5d347084e5,5171b2b61bed0bb93e4e0cf7f4f4e69663e2a6ea,16277.610750464382,14420.934996065016,1856.6757543993663,-30956.59236348134,-28163.401832101372,-2793.190531379969,-68652.9795049734,-66443.92292389544,-2209.0565810779517,30825.464285714286,30035.25,790.2142857142862,21831.95495495496,20074.283783783783,1757.671171171176,20068.347715437845,20478.521421048437,-410.17370561059215,60335.72368421053,59336.72368421053,999.0,58579.18873278094,55926.395827604225,2652.7929051767132,0.0,0.0,0.0,0.0,0.0,0.0,70745.0,52965.5,17779.5
SECBENCH,,https://github.com/mongodb/mongo-php-driver-legacy,mongodb,mongo-php-driver-legacy,3705a32fcb655d728fee7dd358a0762e0531134d,43109ef9157de31e7056ddf1dc5cbd74cc173230,8e66232375c5b23debb8171d2aae515fc2158b09,1c88a1f8bbc3bfc33e8c0438d10c803496890f90,342.5332640509308,319.00617321456053,23.52709083637029,-998.8788747447869,-982.9594868080818,-15.919387936705107,-1440.6619939856582,-1428.9708073097386,-11.691186675919653,1040.392857142857,1047.392857142857,-7.0,595.2567567567568,507.26576576576576,87.99099099099101,1063.9809854101889,1107.0429323128437,-43.06194690265488,1692.0,1744.0,-52.0,1266.2429099299507,1036.2904710419593,229.95243888799132,0.0,0.0,0.0,0.0,0.0,0.0,207.0,160.0,47.0
SECBENCH,,https://github.com/cakephp/cakephp,cakephp,cakephp,23f559a4b079911bdf65ec922368ce81ec1461cc,43db90d1b9cdcac0606b038332246eb463d2b839,f57ebd3ac8e9d6121fbe8c0fc6e6f33b1aa62505,9c62d273f30fd3abb014ed3ba02deb5e8f863e0d,17137.07915474982,17187.79080766771,-50.711652917889296,-1192.5566984109853,-1192.5566984109853,0.0,-10123.649040018505,-10123.649040018505,0.0,22719.357142857145,22719.357142857145,0.0,18518.225225225226,18518.225225225226,0.0,24081.122796527314,24758.804371908005,-677.6815753806914,39984.30263157895,39984.30263157895,0.0,35127.48948973906,35204.42444353727,-76.93495379820524,0.0,0.0,0.0,0.0,0.0,0.0,42256.5,42009.0,247.5
SECBENCH,,https://github.com/realm/realm-cocoa,realm,realm-cocoa,208094562f732387ff8e62d5994b5d311dfcdfe1,4401ff8f740341498d211fd4f33a6d43675f0789,f20f3e25131502cec277f260953b30ef5afb7d4e,8454aea75f58093bb7e2c0e3574b42c493d2d98f,-2047.4364611009973,-61.46209093320605,-1985.9743701677912,-1402.3763794834238,-766.6317205702677,-635.7446589131561,-3127.2987739995374,-3322.9399953735833,195.64122137404593,-989.6785714285716,-410.0,-579.6785714285716,1886.2477477477478,1567.2477477477478,319.0,-8129.574541472072,3610.079646017699,-11739.65418748977,-13995.684210526315,-5968.894736842105,-8026.78947368421,2433.500118152198,2145.018149688449,288.4819684637491,0.0,0.0,0.0,0.0,0.0,0.0,2850.5,2531.5,319.0
SECBENCH,,https://github.com/rubinius/rubinius,rubinius,rubinius,0f2be377d10a9b878b404dcde5e437b69ca8edf6,448f5dc7e41b87ea3644dcdabaf2150ef2617ecd,dfdf09474b5ef914979959a9bff2bc86b22fe053,9d97d7f41512f5435ec20769d1131856b609d8aa,-160293.10073469122,-142135.09782126534,-18158.00291342588,-440671.23201431776,-446995.4449202224,6324.212905904627,-1062323.7578533425,-1060934.1314827665,-1389.6263705759775,-430987.32142857136,-420599.82142857136,-10387.5,-55663.51112877583,-56065.91414944357,402.40302066774166,-83225.28136263881,68251.37753496395,-151476.65889760276,-60804.77631578944,89412.63157894739,-150217.40789473683,217822.8727565235,219156.8246544391,-1333.9518979155982,0.0,0.0,0.0,0.0,0.0,0.0,312922.0,186423.5,126498.5
SECBENCH,,https://github.com/jnicklas/merb-core,jnicklas,merb-core,30769309f5d6290ac2adaf410073bf37e2c1a2b2,449b212581a04c4d6fab06afa604eabb662e5cdf,777d7685aaf8bca2617daa182d771b9f8aa195d8,711120a47da5d17c7629355500e881ea7a4d7288,1907.3450853765655,1669.7450853765654,237.60000000000014,519.2863268509001,519.2863268509001,0.0,2437.739301411057,2437.739301411057,0.0,3092.0714285714284,3092.0714285714284,0.0,2925.7837837837837,2925.7837837837837,0.0,3649.8264769193975,3649.8264769193975,0.0,-427.4736842105258,-427.4736842105258,0.0,3618.717220439614,3618.717220439614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3257.5,881.5,2376.0
SECBENCH,CVE-2013-1931,https://github.com/mantisbt/mantisbt,mantisbt,mantisbt,b8dc99376f4b0dde8e8c210086df5809061d01ed,44e140e9f634266d0a2f3101a9f2809a97702138,b0a36575a6c404947707fc9f73031f963472e28a,864bf482531aff905c81ddf808e1ea6078697880,240.87073961462806,235.92073961462808,4.949999999999989,-3467.4185088779127,-3467.4185088779127,0.0,1388.4242424242425,1388.4242424242425,0.0,-123.03571428571422,-123.03571428571422,0.0,2119.0405405405404,2119.0405405405404,0.0,-4508.126056890612,-4508.126056890612,0.0,2785.0,2785.0,0.0,2023.8228932357365,2023.8228932357365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2191.0,2141.5,49.5
SECBENCH,,https://github.com/realm/realm-cocoa,realm,realm-cocoa,784274fe641361e7292402b3d46c4aad2a8eb211,45b8dcf36cdda8819cf0b98c233ee8d9fe7b2006,70a9056de21a45b36b98fae28cb1043c872dbe5c,a20acf2d9ebfe8dd8e0dde50f035766fca480e9a,-5146.216488314621,-4301.106040974266,-845.1104473403548,-20515.236766586913,-20197.20761603558,-318.02915055133417,-58915.86264168401,-60205.14489937543,1289.2822576914186,-8182.607142857141,-2725.1785714285706,-5457.428571428571,6909.108373078961,5389.275039745628,1519.833333333333,4807.267723242572,9493.0,-4685.732276757428,4315.171052631579,10590.0,-6274.828947368421,9531.99451902875,7964.69563735129,1567.2988816774605,0.0,0.0,0.0,0.0,0.0,0.0,10588.0,6679.5,3908.5
SECBENCH,,https://github.com/dlitz/pycrypto,dlitz,pycrypto,80252248ab1ac8599b946e026dd8895146977903,4669b04c6f9e4cb895abd227dffc7f6718425a70,99c294233d292882dbe6bfc3ce7a4375507c3daf,e880ceb1e0672120e902cfcbe8a6f4de9b2ce838,567.5895314872834,456.94750648914726,110.6420249981361,-8813.917625565315,-2642.633416217698,-6171.2842093476165,-4340.200185056674,4.164006476983559,-4344.3641915336575,-10640.571428571428,800.3214285714287,-11440.892857142857,941.1936936936942,1229.6396396396397,-288.4459459459455,8521.0,1349.4354913833256,7171.564508616674,6780.078947368421,-219.4868421052629,6999.565789473683,5400.311913004135,1987.0347571430561,3413.277155861079,0.0,0.0,0.0,0.0,0.0,0.0,7828.0,2061.0,5767.0
SECBENCH,,https://github.com/josh/rails,josh,rails,e4efa187f0e7e62dc99ca3028d47ef17833e6a35,4818bb36ac1a2a98bc61839ba87a654a78faadbe,8833b82df0df699aa0cc97ca1212174f5902697f,5979bc9e11d68e11458a27037edffaa368990f27,7082.6628135498995,7082.458997894499,0.20381565540083102,18178.714607244015,18177.96143796736,0.7531692766569904,15643.974600971547,15642.689613694194,1.2849872773531388,30326.75,30326.75,0.0,17952.866454689985,17952.866454689985,0.0,20739.87647335272,20739.87647335272,0.0,-63911.42105263157,-63911.42105263157,0.0,30095.3670518723,30095.3670518723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.5,1800.5,0.0
SECBENCH,,https://github.com/php/php-src,php,php-src,9061bf39bd0b5e9a554200e2d2f67e15e2d5729c,4846e56d4054fbb733ffcd2512d94434a5ae4bd9,03b116017375bcb102be4aa2282c05ad004b6c66,ca277b7a88776cd14be36ba9d49081aac2db12c4,-160969.45703725063,-165457.1439588311,4487.686921580462,-482327.2966191533,-484285.79722933116,1958.5006101778708,-986402.0208188758,-991711.7929215821,5309.772102706367,-451445.0,-446571.9642857142,-4873.035714285797,-314717.1846846847,-322079.87334393215,7362.688659247477,23936.25791278004,132512.9202847468,-108576.66237196676,90894.8947368421,178569.0657894737,-87674.1710526316,204918.77910058523,206241.00211802818,-1322.2230174429424,0.0,0.0,0.0,0.0,0.0,0.0,305447.0,72755.0,232692.0
SECBENCH,,https://github.com/php/php-src,php,php-src,bb4d11b405ae1f37a8b0e4db630e80c5678f0746,4a01ddfb5569da1b87dd4cac95c3f709fb607396,114d662d12aa9672cfd567a6db3624c25d5f4394,e018e2ae8630dc1bfc6b9037ae9277b373020521,-403538.7535771741,-504440.5301167654,100901.77653959132,-1071028.928831504,-1325190.7863583493,254161.8575268453,-2552307.7531806617,-3052512.2606060603,500204.50742539857,-466372.14285714284,-772108.5,305736.35714285716,-965398.0349761526,-1127657.2570217275,162259.22204557492,6766.746002173614,366003.57850887685,-359236.8325067032,107254.03947368421,342563.7105263158,-235309.67105263157,366496.53859786206,453916.7137832901,-87420.17518542806,0.0,0.0,0.0,0.0,0.0,0.0,539202.0,70579.5,468622.5
SECBENCH,CVE-2014-3512,https://github.com/openssl/openssl,openssl,openssl,80bd7b41b30af6ee96f519e629463583318de3b0,4a23b12a031860253b58d503f296377ca076427b,48f2ef8d004f1fa043238bd87b5976c53d278b80,be1bd9239ff7874ec8f60c6217898654d016674a,-102243.43890786522,-5560.41031224622,-96683.02859561899,-296320.76664840773,-100743.79025900686,-195576.9763894009,-563250.3448993755,-38988.14388156373,-524262.2010178117,-61932.5,-27410.107142857138,-34522.39285714286,-243113.74721780603,22957.0,-266070.74721780606,-3496.4866438399235,23130.0,-26626.486643839922,-74732.5,23725.0,-98457.5,97030.45633077693,22208.43816096552,74822.0181698114,0.0,0.0,0.0,0.0,0.0,0.0,123381.5,19517.5,103864.0
SECBENCH,,https://github.com/nextcloud/server,nextcloud,server,b0420ee8bec3146273e633b179f7e10423849434,4a47fa255d12fc4cfcd3b675d4664398e0a72730,d1db727d1fba96dac59b42a62c49c32091216ef2,e7dcc01017f90af72df952648b07b707b5a9ac75,14082.996914793834,12600.880953660766,1482.1159611330677,-283635.993446184,-281612.6346756274,-2023.3587705565733,-6659.640249826504,-4417.244089752479,-2242.396160074025,44120.50000000001,43648.821428571435,471.67857142857247,46118.06067832539,45977.75437201908,140.30630630630912,63401.907291548654,67383.52186793221,-3981.6145763835593,37682.15789473684,37795.75,-113.59210526316019,115758.97697933792,115091.8406334648,667.1363458731212,0.0,0.0,0.0,0.0,0.0,0.0,124044.0,102141.0,21903.0
SECBENCH,,https://github.com/openstack/nova,openstack,nova,62d4d458d6e048eaeaf2621d8a70969b71c6d235,4a60c6a655006b2882331844664fac5cf67c5f34,336dea6e64d7305eb923c93b98775ed3d1a2f033,45d83d32c37f6eba1e97ce0f26f8180080cad45c,12416.33888319605,-576.269002994939,12992.607886190988,-13609.952647136359,-14932.831938470385,1322.8792913340258,-7365.671246819339,-9347.94679620634,1982.2755493870018,27903.0,47860.5,-19957.5,-182698.40063593004,-184549.5039745628,1851.1033386327617,19059.564684852532,-59775.07774518812,78834.64243004065,98497.38157894737,69948.88157894737,28548.5,85896.46709804633,79467.78884553089,6428.678252515441,0.0,0.0,0.0,0.0,0.0,0.0,96481.0,65565.5,30915.5
SECBENCH,,https://github.com/php/php-src,phpmyadmin,phpmyadmin,cbcf740adbad341c05705de6506908f41a24fbcf,4ab34edba6a14dfdad988310a88e1b3770c6ab64,adbdb71e60b788ac10d134a5e0a099d35ca91ff1,ea30c016c85cb4a34b5c49109dd18a745447fb54,-114281.43904866562,-104005.35396730945,-10276.08508135617,-353854.79940132366,-347183.44544493925,-6671.35395638441,-711449.4080962294,-698881.8910478834,-12567.517048345995,44336.321428571435,41261.321428571435,3075.0,-233361.24721780603,-231805.99894011658,-1555.2482776894467,-113034.216390354,10920.820241527044,-123955.03663188106,-14402.789473684199,-13020.75,-1382.039473684199,109153.24866416967,105775.90408974623,3377.3445744234486,0.0,0.0,0.0,0.0,0.0,0.0,129798.5,92880.5,36918.0
SECBENCH,,https://github.com/nextcloud/server,nextcloud,server,d5566d026745da8fbfc6648184b5b7890956faf9,4bc88ef59d0f57b850c88c17469547ec66f76e79,c42ce20054579a61fd810c29652355e15505a10f,e9cdd68412587cc876c96b859c30b605d24e1b9f,5760.101524259648,5250.717114048233,509.38441021141443,-245767.64726935947,-241811.0529220658,-3956.5943472936633,-32580.83816793893,-25108.10959981494,-7472.728568123992,29816.107142857145,28377.46428571429,1438.642857142855,35543.09962904081,34716.689719130896,826.4099099099112,43473.50003566678,46794.14935569011,-3320.649320023331,24393.59210526316,23564.947368421053,828.6447368421068,98300.20176706699,97143.08293340672,1157.1188336602645,0.0,0.0,0.0,0.0,0.0,0.0,104423.0,88830.0,15593.0
SECBENCH,CVE-2013-1417,https://github.com/krb5/krb5,krb5,krb5,6d6a8b0e1425b4094f417919ce9c49cc72b608e1,4c023ba43c16396f0d199e2df1cfa59b88b62acc,d9d4ab6eaffa272fa2557bcd484b0706c94349a6,4d35dfd0b9cefb92192ca34b2b624a1f5877c0e3,-171427.803455356,-171040.49616108026,-387.30729427575716,-566469.5617194396,-565434.7712863914,-1034.7904330481542,-1162819.7976867915,-1159536.944482998,-3282.853203793522,-75864.03571428568,-75726.39285714284,-137.6428571428405,-738019.5850556438,-737846.3463169051,-173.23873873869888,180553.77374883034,180348.77374883034,205.0,260472.0,260267.0,205.0,151355.17187377022,151214.71958380454,140.45228996567312,0.0,0.0,0.0,0.0,0.0,0.0,236514.0,236309.0,205.0
SECBENCH,,https://github.com/mongodb/mongo-php-driver-legacy,mongodb,mongo-php-driver-legacy,5762d1604744a6bef7895e0064c18ac1582a63f9,4cca4c1910fabb8a3ceeca3895a2af405fe818bb,381c1d5b6b25571c2bbaf799854ef0f2b8911dd2,ea0a52f4b417b31aecf7233cc1a50cec3830e28a,-4179.7517874328805,-3859.064577699504,-320.6872097333767,-13501.34979928323,-13501.59663000657,0.24683072333937162,-20661.786305806152,-20662.786305806152,1.0,5681.678571428572,5586.678571428572,95.0,-13162.071542130365,-13163.071542130365,1.0,2777.2478757285467,2943.472767364477,-166.22489163593036,-21801.263157894737,-10660.144736842103,-11141.118421052633,9539.526483628564,9531.802098997105,7.724384631459543,0.0,0.0,0.0,0.0,0.0,0.0,9330.5,1335.0,7995.5
SECBENCH,,https://github.com/rubinius/rubinius,rubinius,rubinius,93e172e442fee63130bd6cd33523446f43a0ea13,4d1ac215d1dd0e2e3b14b0888b0772dc809bd7f1,3404e5c59d95d84ae5f32820928a5025bb640b16,00493bac1802fd2d2c455be6b1bbb68685fc5314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SECBENCH,,https://github.com/frappe/erpnext,frappe,erpnext,eb7fea673bb147677a15eb5da3351fa1576f006e,4d713ac5ba1929e8cac886365af152a54d481340,fea93577417e46e7726ef2b8be4be3e63c4ffe4c,2fbc3b72590d033180371eacd25058252d3b474e,18571.34851300175,17962.27155538549,609.0769576162602,-12804.145261503028,-12608.48346916946,-195.66179233356888,3901.9086745315763,4078.013000231322,-176.1043256997459,9419.821428571431,8671.392857142859,748.4285714285725,15060.811870694224,15139.239798622153,-78.42792792792898,39943.31869736528,34702.63304548144,5240.6856518838395,45654.0,45594.0,60.0,42051.76972035803,42065.42032154658,-13.650601188550354,0.0,0.0,0.0,0.0,0.0,0.0,42486.0,41980.5,505.5
SECBENCH,,https://github.com/josh/rails,josh,rails,3dea8b580b9c67bb27c01290fb3b17f446544b78,4e3ed5bc44f6cd20c9e353ab63fd24b92a7942be,76af2818a6b729955ad799b5346da7ed115440ea,5e1b912f3b3a81cec99a3743b3a9d21e5c96d97c,9354.871156354848,5209.6121905661785,4145.258965788669,14444.305623889884,10268.906715488996,4175.398908400888,12797.533703446681,12967.580198935924,-170.04649548924317,25004.214285714286,24736.964285714286,267.25,16759.31134075252,17010.75278219396,-251.44144144143866,13501.84135626078,14081.562202864252,-579.7208466034717,-56377.01315789473,-53934.7894736842,-2442.223684210534,26981.51841137906,27135.14519414857,-153.62678276950828,0.0,0.0,0.0,0.0,0.0,0.0,40437.0,-170.0,40607.0
SECBENCH,CVE-2013-6417,https://github.com/josh/rails,josh,rails,0c7ac34aed1845044cd1911e5a775366d7ca41c1,4e9dd5378bd5bfaa095a96068c7d1b7c4f47e1b0,757bbd540cadc47b8f9d6b9d6bc7bb3cb638d022,297cf0b26658ff9c7f19fc703de5bd8939e31d06,7747.648837376504,3968.6040307576222,3779.044806618882,10941.029665180631,6955.290958514591,3985.7387066660403,9966.943603978718,10246.701179736294,-279.757575757576,23296.678571428572,23078.428571428572,218.25,15440.521197668259,15692.940116587177,-252.41891891891828,10421.749340164572,10283.364279510066,138.38506065450565,-54495.526315789466,-51909.276315789466,-2586.25,25095.092311133758,25273.09151758899,-177.99920645523162,0.0,0.0,0.0,0.0,0.0,0.0,36810.0,65.5,36744.5
SECBENCH,,https://github.com/php/php-src,php,php-src,1db171deb8d99dcf9cb453886816338374b32653,4ebb4060f918cc15d2e7be7f37ae71ada92e9646,616bf6601c51b2c590ef76b264818e335370177e,90ade856155103acaa30d6abbb55b3c304b808b3,-25595.05450804579,-116980.22993254958,91385.1754245038,-477220.56783685583,-750625.6269738917,273405.0591370359,-232056.32153597038,-764167.3883876938,532111.0668517235,-24091.5,-350807.2857142857,326715.7857142857,71984.45733969264,124030.96184419714,-52046.5045045045,96350.27103605702,144180.64774019478,-47830.37670413776,105266.6447368421,152391.6447368421,-47125.0,99159.97117977653,144302.24742914137,-45142.27624936483,0.0,0.0,0.0,0.0,0.0,0.0,104656.5,130892.5,-26236.0
SECBENCH,,https://github.com/joomla/joomla-cms,joomla,joomla-cms,9c33979356e300c02842dc7a71f4294814b4edb7,4f455b16ea0c10d72045d0b15419a16d66046036,ff262c0debb51d25e796c3ee51179eaf25445591,f30cb5fc8ae39a9642c3ff6df7159a204a55aa89,-93534.74702170969,-88945.72953092921,-4589.017490780476,-547426.017232688,-525448.6795904129,-21977.337642275146,-746184.251075642,-709244.6253990284,-36939.625676613534,-275362.5714285714,-275458.25,95.67857142857974,-6076.342077371471,-12731.571807101214,6655.229729729744,58586.047931956185,74455.13542886157,-15869.087496905384,4066.3815789473883,28741.18421052632,-24674.802631578932,268494.2820862725,263792.0118478625,4702.270238409983,0.0,0.0,0.0,0.0,0.0,0.0,308555.0,266437.5,42117.5
SECBENCH,,https://github.com/openssl/openssl,openssl,openssl,d9f0016bc57ac680d30aa1f32c9aef91acfe5aa4,5059658219465c2e3e15f45c5ca3a0d251cd5fba,52c4c51f02c1bec0440f520aa98765072d1f0286,767712fa62eeff0ac6cb9ea6fdc186040f17279d,-134407.56036833173,-90278.37786902674,-44129.182499304996,-369516.3424353402,-371428.96416761336,1912.621732273139,-729799.3102475132,-734502.021188989,4702.710941475816,-77830.89285714284,-66833.10714285713,-10997.78571428571,-331854.76709062,-332864.79411764705,1010.0270270270412,-9348.8168238103,163508.6814159292,-172857.4982397395,-106261.0,167113.0,-273374.0,121611.52577110936,122385.92651091004,-774.4007398006797,0.0,0.0,0.0,0.0,0.0,0.0,158924.0,149837.5,9086.5
SECBENCH,CVE-2012-4345,https://github.com/phpmyadmin/phpmyadmin,phpmyadmin,phpmyadmin,4b133e277f1e7116ff30b2d0000019d1d58749d8,50d1a4884306ae6705f0bb665ba71da24089b6fe,c84b7789c9d0d120c74473bf173189cf43487fdb,7e6cb4faa93218c299c7986066c8149c6c6ff8e5,-78328.81362392861,-127978.68896217673,49649.87533824812,-314754.07301699696,-384611.9808003934,69857.90778339643,-627698.8977561878,-802609.9493407356,174911.05158454773,22989.285714285725,19055.607142857145,3933.6785714285797,-103037.48012718599,-232902.76020137782,129865.28007419183,-25516.7223571965,-153967.5241548022,128450.8017976057,3073.7763157894806,24164.02631578948,-21090.25,118148.47498820597,133679.69141689508,-15531.216428689106,0.0,0.0,0.0,0.0,0.0,0.0,143507.5,117406.0,26101.5
SECBENCH,,https://github.com/owncloud/core,owncloud,core,cde60dba0f45cbfbe32059a50eb37c41e9da990b,5155f589fd93132fdeb39b04fc18e30a5643cbf6,a6a69ef1dfe1545e1362953803219ed6f28f71a5,37beb58c6f395523d8e2934870c5f52a8c6f6df0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SECBENCH,,https://github.com/mantisbt/mantisbt,mantisbt,mantisbt,d9db796f8973696bb606dc03ce42857f6d160d78,517cd271cc72b5ed258dd95d70dc42f8602338d9,3d685a6059f93e14af00ee0609cc7659eee7afa3,829247853487f0895f8152f428923aeb31520c5d,-50575.67637182904,-51126.798821116514,551.1224492874753,-129748.35363811882,-130341.29905654267,592.9454184238566,-229191.91177423086,-229200.11533657182,8.20356234096107,-10073.571428571428,-9938.571428571428,-135.0,-5116.391891891891,-5115.391891891891,-1.0,-121702.77398381146,-120623.09210211608,-1079.6818816953892,-113881.71052631579,-113751.3552631579,-130.3552631578932,51647.949524649855,51739.33686768666,-91.38734303680394,0.0,0.0,0.0,0.0,0.0,0.0,52310.0,45962.5,6347.5
SECBENCH,CVE-2011-4181,https://github.com/openSUSE/open-build-service,openSUSE,open-build-service,6a1c1a1d58c1dd0046bc011e2bc27a052b16377e,5281e4bff9df31f1f91e22a0d1e9086b93b23d7e,b421874fead1cfa5be1729b6f02a9368a2683f1d,87fd5932924a1e7b1cf5fc338209b4bcaa429ae3,-2087.3278368343435,-2088.10061004158,0.7727732072362414,-37764.346115529195,-37765.346115529195,1.0,-64615.97959750173,-64616.97959750173,1.0,5338.142857142859,5337.142857142859,1.0,20417.018018018018,20416.018018018018,1.0,10322.27971147673,10321.27971147673,1.0,25538.0,25537.0,1.0,16876.106758049886,16875.379025977523,0.7277320723624143,0.0,0.0,0.0,0.0,0.0,0.0,3015.5,3014.5,1.0
SECBENCH,,https://github.com/ci-bonfire/Bonfire,ci-bonfire,Bonfire,cbbbedc362a4bdf3887ae26dedb569bf123c9a62,52dc58de0ecc67374d112002eb31ed01cc43a11c,5736c986f9e612c0cc2de93c3a2f8edd9c19e378,a1234c5e48345e3307119f97f564e5ad85887c7a,-8743.191304474722,-2365.715329106033,-6377.4759753686885,-82237.110103,-76308.57812214957,-5928.531980850428,-72062.73874624104,-59395.01244506129,-12667.726301179748,-23833.642857142855,-25195.678571428565,1362.0357142857101,7722.673555908851,6002.957339692635,1719.7162162162158,-15330.784035549286,10904.313045229674,-26235.09708077896,3196.0394736842136,32932.06578947369,-29736.026315789473,46195.6496675929,44517.779673183104,1677.869994409797,0.0,0.0,0.0,0.0,0.0,0.0,48918.0,42885.0,6033.0
SECBENCH,,https://github.com/php/php-src,php,php-src,bcd64a9bdd8afcf7f91a12e700d12d12eedc136b,52e0c4081f8454e9086fc7d1bd1a338ac4e05868,1e93bb16e4bded081b1ba723de954f34e53e7165,36d6ddc24136d6f2ce7c6aa2cecbbc93a846a9b6,-361472.2212405479,-102345.64296150196,-259126.57827904593,-994833.4310387624,-577896.903346557,-416936.5276922054,-2251441.9292620867,-637351.4124913254,-1614090.5167707615,-736672.8928571427,-339846.4285714285,-396826.4642857142,-678733.6611022787,92528.46290408054,-771262.1240063593,-39147.956192802,102630.09846129315,-141778.05465409515,226082.8157894737,115481.18421052632,110601.63157894739,353965.8422581198,109791.56921839135,244174.27303972843,0.0,0.0,0.0,0.0,0.0,0.0,506059.0,111207.0,394852.0
SECBENCH,,https://github.com/lxc/lxc,lxc,lxc,2802732032aeaabe8c793ae76112d9c8ba13ee23,5371906219ff19886169612993efbb8e82f749a7,223b1e0c874181883d0f75f9d7e7f80a67f85faf,da289b2c34beb8d590256765a3455f70eaecd61a,145.54433636788647,116.09533538021638,29.44900098767009,176.55297276710417,151.92657455681334,24.62639821029083,99.13694193846867,86.25653481378673,12.880407124681938,241.78571428571428,175.78571428571428,66.0,-332.07896131425537,-386.07896131425537,54.0,344.0,283.0,61.0,350.0,289.0,61.0,325.04669600183286,272.06349146010484,52.983204541728014,0.0,0.0,0.0,0.0,0.0,0.0,251.0,289.0,-38.0
SECBENCH,,https://github.com/technoweenie/restful-authentication,technoweenie,restful-authentication,c855a1653ee6fe2b112e041ff92ce1aa507434d6,53f3f3b3eda05a2d064bb424fb014f646ae72957,68cbb447208e1a9cf6d82e961aad2c129bd0d455,e9e046262d06f30765f0030202179250d3b07a1f,370.5028936797693,370.5028936797693,0.0,-2793.0757674258007,-2793.0757674258007,0.0,-63.907240342354875,-63.907240342354875,0.0,1128.642857142857,1128.642857142857,0.0,1417.8018018018017,1417.8018018018017,0.0,1451.7345132743362,1451.7345132743362,0.0,897.9868421052632,897.9868421052632,0.0,1399.34593024159,1399.34593024159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.5,266.5,0.0
