Dataset,Code,Project,sha,CWE,Severity,Year,owner,project,Date,Message,sha-p,Language,Score,main_fix,main_prev,diff,Write Short Units of Code-fix,Write Short Units of Code-prev,Write Short Units of Code-diff,Write Simple Units of Code-fix,Write Simple Units of Code-prev,Write Simple Units of Code-diff,Write Code Once-fix,Write Code Once-prev,Write Code Once-diff,Keep Unit Interfaces Small-fix,Keep Unit Interfaces Small-prev,Keep Unit Interfaces Small-diff,Separate Concerns in Modules-fix,Separate Concerns in Modules-prev,Separate Concerns in Modules-diff,Couple Architecture Components Loosely-fix,Couple Architecture Components Loosely-prev,Couple Architecture Components Loosely-diff,Keep Architecture Components Balanced-fix,Keep Architecture Components Balanced-prev,Keep Architecture Components Balanced-diff,Keep Your Codebase Small-fix,Keep Your Codebase Small-prev,Keep Your Codebase Small-diff,Automate Tests-fix,Automate Tests-prev,Automate Tests-diff,Write Clean Code-fix,Write Clean Code-prev,Write Clean Code-diff
SECBENCH,CVE-2016-5026,https://github.com/micahflee/onionshare,70c55511b13ae04b2108b8cb23177bac04542d1b,CWE-284,LOW,2016,micahflee,onionshare,5/23/16 18:45,"Fix CVE-2016-5026

See http://www.openwall.com/lists/oss-security/2016/05/23/5 for details
on a potential convoluted attack. Basically,  /tmp/onionshare is
a predictable name, which mean that a local attacker
could precreate it on a shared server and later mess with the hidden
service operations in various way.",9bfde7dfcc317e516dc6f03724c40d35baa45970,py,2.1,601.1993974,597.0054215,4.193975891,-306.3831974,-357.8706403,51.48744291,-225.931529,-265.4760583,39.54452926,1323.785714,1331.785714,-8,806.5280869,814.5280869,-8,1239.094395,1247.094395,-8,734.6578947,742.6578947,-8,1298.242609,1307.334822,-9.092213264,0,0,0,0,0,0,1142,1150,-8
SECBENCH,,https://github.com/pfsense/pfsense,7145cd87d1f6c67c900f6966df5f2d0ace50e109,CWE-22,,2014,pfsense,pfsense,6/17/14 14:17,Remove . and / from pkg name to avoid directory traversal,c3936caf80b590f65bba7829db53bc0da4ef6a67,php,,-156945.273,-156945.273,0,-425447.2797,-425447.2797,0,-1043732.626,-1043732.626,0,-115630.3214,-115630.3214,0,41134.44515,41134.44515,0,-108796.0929,-108796.0929,0,-170077.4868,-170077.4868,0,125715.6316,125715.6316,0,0,0,0,0,0,0,127381,127381,0
SECBENCH,,https://github.com/joomla/joomla-cms,717946c6e2cb539e03c5eb61795ff7df7dc402de,CWE-89,,2007,joomla,joomla-cms,7/16/07 15:25,"Checking database queries for possible SQL injections

git-svn-id: http://joomlacode.org/svn/joomla/development/trunk@7993 6f6e1ebd-4c2b-0410-823f-f34bde69bce9",42b79e27cf7dd6d818d13f5f8401c858854d9a63,php,,-38356.1039,-38338.25589,-17.84800744,-157872.1484,-157841.6761,-30.47224075,-226799.6324,-226611.3706,-188.2618552,-101567.25,-101558.2143,-9.035714286,-51565.3601,-51575.3601,10,-1180.71497,-1190.71497,10,-52241.59211,-52251.59211,10,95901.65898,95892.36924,9.289735841,0,0,0,0,0,0,111764,111754,10
SECBENCH,,https://github.com/realm/realm-cocoa,71c22186fa7ef3626a26201c134ef2cef8a53189,CWE-401,,2014,realm,realm-cocoa,8/5/14 18:24,Fix the memory leak when creating queries,13c6bc97eb6161671fcb39fff109c7cbf4ee2e31,mm,,-1966.724378,-1966.724378,0,-10762.38588,-10762.38588,0,-29019.9913,-29019.9913,0,3295.071429,3295.071429,0,1974.657658,1974.657658,0,4508.147532,4508.147532,0,1495.065789,1495.065789,0,5247.191001,5247.191001,0,0,0,0,0,0,0,3595,3595,0
SECBENCH,CVE-2011-3346,https://github.com/bonzini/qemu,7285477ab11831b1cf56e45878a89170dd06d9b9,CWE-119,MEDIUM,2011,bonzini,qemu,9/16/11 14:40,"scsi-disk: lazily allocate bounce buffer

It will not be needed for reads and writes if the HBA provides a sglist.
In addition, this lets scsi-disk refuse commands with an excessive
allocation length, as well as limit memory on usual well-behaved guests.

Signed-off-by: Paolo Bonzini <pbonzini@redhat.com>
Signed-off-by: Kevin Wolf <kwolf@redhat.com>",c3adb5b9168a57790b5074489b6f0275ac3cc8b5,c,4,-252238.9219,-252228.2533,-10.6685911,-718826.7757,-718800.8692,-25.90647975,-1605162.732,-1605086.451,-76.28123988,-19056.60714,-19059.60714,3,-590547.3553,-590560.1797,12.82432432,-59101.62948,-59109.62948,8,-239313.9605,-239321.9605,8,297170.3407,297165.1632,5.177484302,0,0,0,0,0,0,412449.5,412491,-41.5
SECBENCH,,https://github.com/FFmpeg/FFmpeg,747a67fbab8ff74e4281ecbc947910fba13fd65d,CWE-119,,2002,FFmpeg,FFmpeg,5/20/02 21:15,"fixed one overflow problem

Originally committed as revision 553 to svn://svn.ffmpeg.org/ffmpeg/trunk",754ebe3465e72894a5fef7407d6e1468fd40054e,c,,-311.1142267,-311.1142267,0,-28271.97914,-28271.97914,0,-767.222762,-767.222762,0,-1211.071429,-1211.071429,0,5528,5528,0,5528,5528,0,5528,5528,0,5373.631066,5373.631066,0,0,0,0,0,0,0,5181.5,5181.5,0
SECBENCH,,https://github.com/owncloud/core,74b5e22a684c3095dbd48b56da1a10d955c20305,CWE-352,,2012,owncloud,core,4/26/12 21:17,some more csrf fixes,d96e962fc1f5df7efec5266d34735ebcdc20b056,php,,-25429.93347,-25429.24658,-0.686882543,-284915.2739,-284924.7336,9.459693968,-265439.1427,-265446.4883,7.345593338,-203951.5357,-203957.5357,6,63317.26365,63314.26365,3,92726.33065,92747.91347,-21.58282456,92112.07895,92129.01316,-16.93421053,123597.9444,123595.1015,2.842922349,0,0,0,0,0,0,128253,128250,3
SECBENCH,,https://github.com/naver/pinpoint,75232af9b4dd32caf24b126f5152fd5f11675ea6,CWE-79,,2016,naver,pinpoint,12/27/16 5:56,add xss filter.,b152cab0e88e736782435a41991ae305f2a39177,java,,-13490.38218,-13497.80217,7.419986568,-55491.28185,-55500.28185,9,-141640.4656,-141649.4656,9,-135746.3571,-135752.3571,6,-14246.68283,-14255.68283,9,6495.288626,6484.288626,11,-104881.8421,-104892.8421,11,135177.5191,135169.3192,8.199865682,0,0,0,0,0,0,175430,175419,11
SECBENCH,,https://github.com/Codiad/Codiad,7535bd5c2ec6a485b545c2a518d61099ef160f6e,CWE-79,,2013,Codiad,Codiad,4/2/13 15:00,"Security patch XSS in usernames
Clean an username when we add a account for prevent XSS attacks",763114ac0eaeac1339c31a3355f93591d69042c7,php,,-39329.59888,-39331.88949,2.290611451,-180711.9507,-180714.9507,3,-239435.8644,-239438.8644,3,-296630.1429,-296632.1429,2,32431.16746,32428.16746,3,75412.73405,75409.73405,3,66786.02632,66783.02632,3,73514.04129,73511.13518,2.906114508,0,0,0,0,0,0,75338,75335,3
SECBENCH,,https://github.com/WordPress/WordPress,757d3ba8ae2d8c10d90857f372ea22d6f914d3a8,,,2010,WordPress,WordPress,4/16/10 13:49,"Strip tags before escaping the title element in wp_list_pages(). props scribu. fixes #11040.

git-svn-id: http://svn.automattic.com/wordpress/trunk@14104 1a063a9b-81f0-0310-95a4-ce76da25c4cd",c72cecbc5db600d3d659411dd649bbb1cfc66207,php,,-74795.20776,-74795.20776,0,-206043.4972,-206043.4972,0,-433789.2863,-433789.2863,0,26488.78571,26488.78571,0,27662.39348,27662.39348,0,-156389.8223,-156389.8223,0,-212586.7632,-212586.7632,0,101920.1121,101920.1121,0,0,0,0,0,0,0,104786,104786,0
SECBENCH,,https://github.com/grails/grails-core,757fa246e8047e1f1657bc7b4e1a662a028d8156,CWE-611,,2015,grails,grails-core,11/24/15 17:07,To effectively protect internal grails parsing against XXE vulnerabilities it is necessary to set the disallow-doctype-decl feature to true and not false. See https://www.owasp.org/index.php/XML_External_Entity_(XXE)_Processing.,65c7ad979545b9f5e8781b0c5eb0266fad2f366b,java,,5726.787973,5726.787973,0,-19084.51987,-19084.51987,0,-65680.3443,-65680.3443,0,46007.07143,46007.07143,0,7994.502915,7994.502915,0,8737.592243,8737.592243,0,-98369.03947,-98369.03947,0,73044.61678,73044.61678,0,0,0,0,0,0,0,104618,104618,0
SECBENCH,,https://github.com/jspahrsummers/libextobjc,75848c6b4d2443d4a3e873eefeae1f87afeb7ed1,CWE-401,,2010,jspahrsummers,libextobjc,4/9/10 3:54,Fixed memory leak in exceptions module,32f82592642b2b7086c4c94231678f7411897e71,c,,-5922.798144,-5922.798144,0,-39475.82244,-39475.82244,0,-39590.97252,-39590.97252,0,-577.25,-577.25,0,0,0,0,0,0,0,7554,7554,0,5357.563517,5357.563517,0,0,0,0,0,0,0,7504.5,7504.5,0
SECBENCH,,https://github.com/php/php-src,758af77e9d1c3c6e5aea365bc0d35c385278ad5a,,,2016,php,php-src,12/22/16 13:56,"Path handling related refactorings

Primarily related to the path handling datatypes, to avoid unnecessary
casts, where possible. Also some rework to avoid code dup. Probably
more places are to go, even not path related, primarily to have less
casts and unsigned integers where possible. That way, we've not only
less warnings and casts, but are also safer with regard to the
integer overflows. OFC it's not a panacea, but still significantly
reduces the vulnerability potential.",afb6ca2566691a673b7e638ffd7e3181e21d80a3,c,,-31739.67048,-31741.53185,1.861366627,-502942.246,-502928.9865,-13.25950783,-283233.865,-283222.865,-11,-27968.85714,-28066.07143,97.21428571,72552.38023,72563.38023,-11,100762.7961,100773.7961,-11,110107.6447,110118.6447,-11,104025.9422,104036.2834,-10.34111162,0,0,0,0,0,0,109299.5,109310.5,-11
SECBENCH,CVE-2012-0036,https://github.com/curl/curl,75ca568fa1c19de4c5358fed246686de8467c238,CWE-89,HIGH,2011,curl,curl,12/23/11 12:24,"URL sanitize: reject URLs containing bad data

Protocols (IMAP, POP3 and SMTP) that use the path part of a URL in a
decoded manner now use the new Curl_urldecode() function to reject URLs
with embedded control codes (anything that is or decodes to a byte value
less than 32).

URLs containing such codes could easily otherwise be used to do harm and
allow users to do unintended actions with otherwise innocent tools and
applications. Like for example using a URL like
pop3://pop3.example.com/1%0d%0aDELE%201 when the app wants a URL to get
a mail and instead this would delete one.

This flaw is considered a security vulnerability: CVE-2012-0036

Security advisory at: http://curl.haxx.se/docs/adv_20120124.html

Reported by: Dan Fandrich",db1a856b4f7cf6ae334fb0656b26a18eea317000,c,7.5,-51133.06721,-51065.62706,-67.44014119,-168524.3444,-168523.354,-0.990452964,-398178.1425,-398059.2933,-118.8491788,-9803.892857,-9818.892857,15,-45625.82088,-45221.81187,-404.009009,-5613.502673,-5548.684767,-64.8179064,-2911.026316,-2782.842105,-128.1842105,54414.05758,54404.60824,9.449345764,0,0,0,0,0,0,64912,64894,18
SECBENCH,,https://github.com/josh/rails,75dcdbc84e53cd824c4f1c3e4cb82c40f27010c8,,,2013,josh,rails,1/2/13 23:21,"Restore original remote_ip algorithm.

Proxy servers add X-Forwarded-For headers, resulting in a list of IPs. We
remove trusted IP values, and then take the last given value, assuming that
it is the most likely to be the correct, unfaked value. See [1] for a very
thorough discussion of why that is the best option we have at the moment.

[1]: http://blog.gingerlime.com/2012/rails-ip-spoofing-vulnerabilities-and-protection/

Fixes #7979",9f200fb296da721d50af53712d1e7998a5140e76,rb,,12508.32117,12513.57017,-5.249004447,16758.17368,16753.12298,5.050708427,15748.09711,15755.09711,-7,29555.82143,29562.82143,-7,16636.25782,16643.25782,-7,21374.3925,21384.3925,-10,-50338.34211,-50328.34211,-10,29982.81126,29989.35202,-6.540752893,0,0,0,0,0,0,45366,45376,-10
SECBENCH,CVE-2011-2202,https://github.com/php/php-src,75fa63b57fc8df45e3b7b4ae5a1e50a169b171cd,CWE-264,MEDIUM,2011,php,php-src,6/12/11 15:14,"- Fixed bug #54939 (File path injection vulnerability in RFC1867 File upload filename)
  Reported by: kkotowicz at gmail dot com",bb16e23891bc8b464dd42a809fea6547566f13e9,c,6.4,-18333.24119,-18333.24119,0,-375636.3805,-375636.3805,0,-179510.1648,-179510.1648,0,-8737.857143,-8737.857143,0,54150.20562,54150.20562,0,76227.27104,76227.27104,0,85062.64474,85062.64474,0,80461.36917,80461.36917,0,0,0,0,0,0,0,84650.5,84650.5,0
SECBENCH,,https://github.com/php/php-src,7667ca40b02b24c8f7950049dfd17e91e9d1b281,,,2007,php,php-src,9/27/07 16:47,"MFB52:
---8<---
revision 1.39.2.2.2.10
date: 2007/06/17 14:31:12;  author: iliaa;  state: Exp;  lines: +22 -15

Fixed zend_alter_ini_entry() memory_limit interruption vulnerability.
---8<---

Last part of the missing fix only committed to PHP_5_2 branch.",395c0680434e96524fa56732cd6e9da7fd75e6f5,c,,-433694.5796,-433671.1002,-23.47945814,-1133021.638,-1133018.044,-3.594271779,-2605330.02,-2605206.741,-123.2792043,-678804.5357,-678806.5357,2,-890656.6969,-890566.1635,-90.53338633,-139909.3523,-139901.0589,-8.293350873,156652.3158,156669.25,-16.93421053,399578.131,399575.2912,2.839842396,0,0,0,0,0,0,554546,554543,3
SECBENCH,,https://github.com/curl/curl,768151449b386488ac8fe869f48bf2930123d601,CWE-401,,2014,curl,curl,1/29/14 7:10,netrc: Fixed a memory leak in an OOM condition,97857de80eea0b3028036c6796c2f485f4caf7d9,c,,-58559.86031,-58552.83158,-7.028732018,-200726.6105,-200721.8182,-4.792362371,-462323.194,-462322.054,-1.139949109,-21082.25,-21085.25,3,-68648.46529,-68606.96979,-41.4954955,13480.31765,13491.37546,-11.05780116,6553.131579,6575.710526,-22.57894737,66765.46742,66761.69018,3.777235332,0,0,0,0,0,0,80383,80379,4
SECBENCH,,https://github.com/forkcms/forkcms,772e1b5fd20df0f710d7151a62f40235252171d0,CWE-79,,2017,forkcms,forkcms,3/21/17 1:14,Prevent xss in the comments frontend,814f9bfa70c31421b7b9146bf96ea8e3a6bd3fa2,php,,5149.411326,5156.665414,-7.254088147,-126934.2245,-126915.1104,-19.11409396,-124397.6126,-124405.6126,8,-30192.85714,-30091.64286,-101.2142857,18859.49656,18851.49656,8,66607.74684,66599.74684,8,83949.25,83941.25,8,81234.31407,81226.52657,7.787498203,0,0,0,0,0,0,82368,82360,8
SECBENCH,,https://github.com/realm/realm-cocoa,77329db68ebd778e4f9eb63de47879f63ac118b0,CWE-401,,2014,realm,realm-cocoa,8/1/14 20:48,"Merge pull request #722 from realm/tg-fast-enumerate

Fix memory leak when breaking out of a for-in loop",dd718fc2911f5321f1d8ca37d47632a3bea40739,m,,-2035.345458,-2007.572105,-27.77335375,-10773.62004,-10790.62004,17,-29034.9913,-29051.9913,17,3282.071429,3599.75,-317.6785714,1959.657658,1942.657658,17,4286.631667,4253.631667,33,1120.894737,1214.144737,-93.25,5232.901265,5216.706231,16.19503395,0,0,0,0,0,0,3573,3540,33
SECBENCH,,https://github.com/MISP/MISP,77c9ce3b73ff8908de33c9b5b2695cc8d89e26ea,,,2016,MISP,MISP,2/19/16 11:40,"Fix to a critical vulnerability for the login authentication mechanism

- The API key check was incorrectly logging in the wrong user when the API key started with a numeric value",71b24464699b093753c3a663f6c19d45de57460e,php,,-13536.22195,-13528.12647,-8.095475046,-50917.56896,-50928.56896,11,-101777.4181,-101788.4181,11,-12150.25,-12034,-116.25,-36574.60599,-36585.60599,11,-12915.12849,-12884.71954,-30.4089532,28645,28634,11,24652.75203,24642.04783,10.70420275,0,0,0,0,0,0,25675,25664,11
SECBENCH,,https://github.com/owncloud/core,78cad94ff4676ef401d2a75c8448f3726deefd18,CWE-918,,2015,owncloud,core,10/30/15 19:19,"Add support for Redis password auth

For enhanced security it is recommended to configure Redis to only accept connections with a password. (http://redis.io/topics/security)

This is especially critical since Redis supports the LUA scripting language and thus a simple SSRF vulnerability (as proven in http://benmmurphy.github.io/blog/2015/06/04/redis-eval-lua-sandbox-escape/ for example) may lead to a remote code execution.",6911d8f0a4e688f3c84f2dd117424f887820750a,php,,22783.95277,22782.13713,1.815637533,-327024.6084,-327019.8892,-4.719201798,5486.232292,5486.087254,0.145038168,59619.17857,59616.17857,3,60151.74669,60147.74669,4,94139.5316,94135.5316,4,52508.64474,52504.64474,4,135456.8022,135453.0717,3.730538958,0,0,0,0,0,0,147502,147498,4
SECBENCH,,https://github.com/josh/rails,79d50ce3104d2ff4a3964b12139120b85dce35e7,CWE-352,,2014,josh,rails,8/20/14 1:17,"Merge pull request #16570 from bradleybuda/breach-mitigation-mask-csrf-token

CSRF token mask from breach-mitigation-rails gem",e40872fff9d17d10b56538376faa7a329cab8da5,rb,,8360.53461,8371.995428,-11.4608187,22301.14864,22284.95252,16.1961223,22883.30229,22876.14707,7.155216285,33767.78571,33739.78571,28,14825.71145,14796.71145,29,20350.1457,20359.83597,-9.690265487,-66480.75,-66283.18421,-197.5657895,33528.0023,33501.20577,26.79652933,0,0,0,0,0,0,2430,2444.5,-14.5
SECBENCH,,https://github.com/grails/grails-core,7c459eb23c8552fd9cbb975f1b77b998adcb4eb3,,,2013,grails,grails-core,6/19/13 13:15,Addresses javadoc/groovydoc vulnerability http://www.oracle.com/technetwork/topics/security/javacpujun2013-1899847.html,c16c4cdbb881a388237b709061e323a90ec75f34,java,,7435.466551,7352.419052,83.04749908,-29236.93677,-29147.59471,-89.34205975,-70625.35087,-70496.87828,-128.4725885,42447.21429,42271.21429,176,11369.19528,11280.98808,88.20720721,17104.57939,16889.57939,215,-65717.43421,-65932.43421,215,71253.3984,71114.31596,139.0824318,0,0,0,0,0,0,97760,97545,215
SECBENCH,,https://github.com/php/php-src,7c7b387cc323bc372fe15f62fb1efdfb705e02a3,CWE-119,,2008,php,php-src,4/25/08 4:35,fix potentially serious security issue: buffer overrun if the tar filename > 101 characters in length.  This fixes tests/tar/bignames.phpt,efe519c1945a3ed0ae93c8466e02fec2a6997b09,c,,-476039.7025,-476020.6012,-19.10125411,-1182577.664,-1182555.825,-21.83877587,-2831858.543,-2831791.294,-67.24904002,-520636.8571,-520639.8571,3,-1034119.641,-1033998.93,-120.7111818,-246889.6378,-246893.6378,4,82487.03947,82483.03947,4,407253.2784,407249.492,3.786456527,0,0,0,0,0,0,565945,565941,4
SECBENCH,CVE-2011-2938,https://github.com/mantisbt/mantisbt,7c8a564c5b0d29cf2345adb0593477069466b10b,CWE-79,MEDIUM,2011,mantisbt,mantisbt,8/18/11 14:43,"Fix #13245: XSS issues with search.php parameters

Net.Edit0r (Net.Edit0r@Att.net) from BlACK Hat Group
[http://black-hg.org] posted a vulnerability report for an XSS issue in
search.php for MantisBT 1.2.6.

The full report is available at
http://packetstormsecurity.org/files/104149

filter_api.php is the culprit for this vulnerability as it passes user
supplied search parameters back into output without first escaping the
values.

It should be noted that numerous other XSS vulnerabilities (all related)
have been fixed with this patch. In other words, it is not just the
project_id parameter to search.php that was affected - it was numerous
other parameters/fields as well.

The second SQL injection vulnerability identified by Net.Edit0r is
invalid because the only time we ever make reference to ""mbadmin"" in the
source code is:

core.php:
if ( file_exists( 'mantis_offline.php' ) && !isset( $_GET['mbadmin'] ) )

This usage is safe because nothing is ever done with $_GET['mbadmin'].
It may be the case that the user's customised version of
mantis_offline.php was incorrectly dumping the value of $_GET['mbadmin']
to the screen. The default/sample mantis_offline.php has been checked
and does not print any dynamically created strings/user supplied values.

Conflicts:
	core/filter_api.php",fe9da540f09fe4d3473a302446c4a1ea11ebf103,php,4.3,-93418.34198,-93416.53841,-1.803571429,-225076.7468,-225076.7468,0,-370907.2556,-370907.2556,0,-184536.0714,-184518.0357,-18.03571429,-182705.784,-182705.784,0,-91326.8568,-91326.8568,0,-88555.68421,-88555.68421,0,99566.97904,99566.97904,0,0,0,0,0,0,0,109358,109358,0
SECBENCH,,https://github.com/nextcloud/server,7cb0df28e2d99237c92922d9bf2fd203f0f1d8c0,,,2016,nextcloud,server,11/11/16 17:53,"Prevent downgrade attacks for apps

We should verify the app versions when installing a new update, otherwise this could result in downgrade attacks when an attacker just copies the old signature.

Plus it prevents the case that in case of a bug in the appstore actually an older version gets installed.

Signed-off-by: Lukas Reschke <lukas@statuscode.ch>",d61c8d74bbba9901c453a5f9be9a4ffa6cce4291,php,,38277.54127,38290.84811,-13.30684481,-408882.5951,-408817.0788,-65.51632762,35751.07828,35791.2254,-40.14712006,66423.46429,66412.46429,11,56939.01086,56927.01086,12,147119.8374,147125.7135,-5.876106195,86330.64474,86398.38158,-67.73684211,189489.9723,189478.7643,11.20794785,0,0,0,0,0,0,209604,209592,12
SECBENCH,,https://github.com/joomla/joomla-cms,7cbfe86124328ca8209f92b52f3bdcb418355f7c,CWE-89,,2007,joomla,joomla-cms,7/17/07 16:42,"Checking database queries for possible SQL injections

git-svn-id: http://joomlacode.org/svn/joomla/development/trunk@8020 6f6e1ebd-4c2b-0410-823f-f34bde69bce9",8ccbf0ab98b35e2c8289f1240fff52f7a1ad3957,php,,-38073.5888,-38073.36962,-0.21917897,-157766.0223,-157771.357,5.334763948,-226551.7481,-226556.6031,4.854961832,-100739.3214,-100724.2857,-15.03571429,-51343.77001,-51342.49523,-1.274774775,-851.8844963,-852.8844963,1,-51872.23684,-51873.23684,1,96249.0951,96248.16613,0.928973584,0,0,0,0,0,0,112140,112139,1
SECBENCH,CVE-2014-9573,https://github.com/mantisbt/mantisbt,7cc4539fca65a61c48a40e31787e7d4751a7f9bd,CWE-89,MEDIUM,2014,mantisbt,mantisbt,12/27/14 17:34,"Fix SQL injection in manage_user_page.php

This vulnerability (CVE-2014-9573) was reported by High-Tech Bridge
Security Research Lab (https://www.htbridge.com/) in issue #17937
(advisory ID HTB23243).

To avoid injection, the parameters we get from the cookie are now
properly sanitized before being used in the SQL query.

Fixes #17940",75c87e679a3f7f9195c62d92cf02a64d80fc5288,php,6,-61115.38236,-61112.01572,-3.366642851,-172675.6605,-172664.7411,-10.91938794,-266745.0213,-266711.3968,-33.62452001,-44483.96429,-44484.96429,1,-104176.7144,-104178.7144,2,-93495.96657,-93497.96657,2,-78134.39474,-78136.39474,2,71716.8981,71715.02063,1.877479433,0,0,0,0,0,0,76841,76839,2
SECBENCH,CVE-2014-8598,https://github.com/mantisbt/mantisbt,7d3dd4305a7ec19b351e6e63e823cffa17d40d9a,CWE-19,MEDIUM,2014,mantisbt,mantisbt,10/17/14 15:21,"XML plugin: Add config page with access thresholds

Prior to this, any user of a MantisBT instance with the XML
Import/Export plugin enabled and knowing the URL to the plugin's import
page could upload an XML file and insert data without restriction,
regardless of their access level.

This vulnerability is particularly dangerous when used in combination
with the one described in issue #17725 (CVE-2014-7146) as it makes for a
very simple and easily accessible vector for PHP code injection attacks.

There was also no access check when exporting data, which could allow an
attacker to gain access to confidential information (disclosure of all
bug-related data, including usernames).

Fixes #17780 (CVE-2014-8598)",8961a6670e5baba75445e8a23331ab82e1d7618c,php,6.4,-61115.86617,-61144.88149,29.01531458,-172649.9974,-172670.5357,20.53833774,-267253.808,-267277.9957,24.18774,-44628,-44666,38,-104116.5342,-104158.5342,42,-92958.01588,-93000.01588,42,-77836.84211,-77878.84211,42,71584.5358,71545.10874,39.42706808,0,0,0,0,0,0,76700,76658,42
SECBENCH,CVE-2014-1609,https://github.com/mantisbt/mantisbt,7d76827617e97d7356e7eb4f2f66736e4c4d41b0,CWE-89,HIGH,2014,mantisbt,mantisbt,1/17/14 21:24,"Fix CVE-2014-1609: SQL injection vulnerabilities

Additional cases of db_query() instead of db_query_bound() usage,
potentially allowing SQL injection attacks due to unsanitized use of
parameters within the query.

This includes vboctor's 2 comments.

Fixes #16880

Signed-off-by: Damien Regad <dregad@mantisbt.org>",3be86ce37bb469b211663da03f61ac2b28500d91,php,7.5,-60786.80738,-60787.03647,0.229095677,-174300.8005,-174295.5506,-5.249960794,-253131.0338,-253136.4638,5.430025445,-43841.64286,-43847.64286,6,-104734.6304,-104742.6304,8,-96009.29734,-95987.18174,-22.11560233,-88478.68421,-88473.39474,-5.289473684,73493.01535,73485.49939,7.515968129,0,0,0,0,0,0,79135,79127,8
SECBENCH,CVE-2014-3483,https://github.com/josh/rails,7df68a300c9395e3edf8c603b6fea3db9eaff003,CWE-89,HIGH,2014,josh,rails,6/5/14 17:08,"Fix SQL injection when querying against ranges and bitstrings

Fix CVE-2014-3483 and protect against CVE-2014-3482.",f838caf350c3405ebdf10a6c6171adfa0a840905,rb,7.5,13155.46283,13155.3245,0.138326858,21482.17259,21483.37068,-1.198090593,20560.2724,20563.618,-3.345593338,33547.53571,33546.53571,1,14967.39905,14966.39905,1,17803.62004,17802.62004,1,-61209.27632,-61210.27632,1,33222.90481,33221.97786,0.926952507,0,0,0,0,0,0,51180,51179,1
SECBENCH,,https://github.com/osTicket/osTicket,7e7c4cf0a7daff517f37432fc9de4df34981ce16,CWE-89,,2014,osTicket,osTicket,1/8/14 18:54,"Fix possible serious errors in dynamic form fields

Fix dropping of materialized view when variable name is changed

Ensure view exists before merging updates

Prevent possible sql injection error in field name used in the materialized
view.

Prevent possible xss error in the display of the field label and variable
name in the admin panel.",aadec3435fe49bafdc3f86e09ab32c1ae5263f67,php,,-20189.66812,-20178.65015,-11.0179669,-207751.202,-207684.6068,-66.59527365,-170755.0305,-170714.3413,-40.68924358,29904.25,29894.25,10,20634.3858,20624.3858,10,7144.45014,7157.036842,-12.58670175,-8636.092105,-8606.223684,-29.86842105,62840.55755,62830.99757,9.559971026,0,0,0,0,0,0,64722,64712,10
SECBENCH,CVE-2014-1609,https://github.com/mantisbt/mantisbt,7efe0175f0853e18ebfacedfd2374c4179028b3f,CWE-89,HIGH,2014,mantisbt,mantisbt,1/17/14 21:24,"Fix CVE-2014-1609: SQL injection vulnerabilities

Additional cases of db_query() instead of db_query_bound() usage,
potentially allowing SQL injection attacks due to unsanitized use of
parameters within the query.

This includes vboctor's 2 comments.

Fixes #16880

Signed-off-by: Damien Regad <dregad@mantisbt.org>

Conflicts:
	admin/db_stats.php
	plugins/MantisGraph/pages/bug_graph_bycategory.php
	plugins/MantisGraph/pages/bug_graph_bystatus.php
	proj_doc_page.php",00b4c17088fa56594d85fe46b6c6057bb3421102,php,7.5,-79524.82335,-79548.49765,23.67429885,-186958.2968,-186953.0469,-5.249960794,-315204.3082,-315209.7382,5.430025445,-100032.1071,-100272.5714,240.4642857,-155971.0318,-155979.0318,8,-85156.37476,-85134.25915,-22.11560233,-82635.18421,-82629.89474,-5.289473684,71734.56938,71727.06566,7.503714157,0,0,0,0,0,0,58974.5,58966.5,8
SECBENCH,,https://github.com/dlitz/pycrypto,80252248ab1ac8599b946e026dd8895146977903,CWE-208,,2011,dlitz,pycrypto,2/22/11 1:00,"Replace calls to mpz_powm with mpz_powm_sec.  This should help avoid some timing attacks.

Thanks to Geremy Condra for pointing this out.",abd276c5fa31abf0b1d70ca4624e30cdacaee867,c,,3373.880865,3373.880865,0,-13549.90327,-13549.90327,0,-4582.327967,-4582.327967,0,6823.892857,6823.892857,0,1203.823794,1203.823794,0,12852.13569,12852.13569,0,13016,13016,0,6741.187537,6741.187537,0,0,0,0,0,0,0,11234,11234,0
SECBENCH,CVE-2015-4642,https://github.com/php/php-src,80367584910885baa1a2a4476a4a31efdcf0c9c0,CWE-78,HIGH,2015,php,php-src,6/1/15 5:53,"Fix bug #69646	OS command injection vulnerability in escapeshellarg",f7d7befae8bcc2db0093f8adaa9f72eeb7ad891e,c,10,-454436.9122,-454427.5913,-9.320895349,-1170257.099,-1170248.713,-8.38663415,-2803235.036,-2803110.617,-124.4191534,-516087.25,-516092.25,5,-1193997.944,-1194004.944,7,13852.98024,13845.98024,7,146702.8289,146695.8289,7,395722.3982,395715.8013,6.59683403,0,0,0,0,0,0,582930,582923,7
