Dataset,Project,sha,owner,project,sha-p,REG,sha-reg,sha-reg-p
VULAS-M,https://github.com/apache/tomcat,7d93527254d9e9371b342800617f20d13c8b85ad,apache,tomcat,d71140268e3a7b66d8dd89f12673a1da329df628,FOUND,316d1325ed9b5badd9081c4ca419875ea0c5d2b4,6d77655fd6f34001f26cbdcbd73ed2a6372fb2a2
VULAS-M,https://github.com/apache/tomcat,b94478d45b7e1fc06134a785571f78772fa30fed,apache,tomcat,5edb50d61386cb3aca1d403e147440e52ab87ebd,FOUND,48762d46a56e290c4398851aaffffb37755ec7ba,96c136de42ca8072eeb8a2691b7377b009425ad7
VULAS-M,https://github.com/apache/tomcat,cf181edc9a8c239cde704cffc3c503425bdcae2b,apache,tomcat,ffc9baa175cdb3d4831b6926bd970e33f845b601,REPEAT,,
VULAS-M,https://github.com/apache/tomcat,4d637bc3986e5d09b9363e2144b8ba74fa6eac3a,apache,tomcat,723ea6a5bc5e7bc49e5ef84273c3b3c164a6a4fd,REPEAT,,
VULAS-M,https://github.com/apache/tomcat55,e67f6882118f2a8285e4e8acd050dad64a3ef3e4,apache,tomcat55,1669cb24ff2c825ce0e1a7ad1ad18b19e202bbda,REPEAT,,
VULAS-M,https://github.com/apache/tomcat55,644dfdf96cf82fcd2a2046d93f2b5495f7e94584,apache,tomcat55,9fb8531aa4c40b1f79371c4f42453075f36c02d0,REPEAT,,
VULAS-M,https://github.com/apache/tomcat55,644dfdf96cf82fcd2a2046d93f2b5495f7e94584,apache,tomcat55,9fb8531aa4c40b1f79371c4f42453075f36c02d0,REPEAT,,
VULAS-M,https://github.com/apache/tomcat55,b05497eff4311a9657de6dfc53511d0309eb9db4,apache,tomcat55,9bc34aaf471717dde9996806c57f17197d772197,REPEAT,,
VULAS-M,https://github.com/apache/tomcat80,2fc9d03ffbc3fe7eabfd272380807ac0ddcf748d,apache,tomcat80,53cdc8d6752584b54159fe8a48aaf1a8ef7155e2,REPEAT,,
VULAS-M,https://github.com/apache/tomcat80,04164c1f01b973e548d95511d417f414ca723cb8,apache,tomcat,6fcc354e728d4bade39d5f180e592b784340e1ec,REPEAT,,
VULAS,https://github.com/apache/tomee,58cdbbef9c77ab2b44870f9d606593b49cde76d9,apache,tomee,5689b25ac70a243c4d838962e068856f889ea87f,REPEAT,,
VULAS,https://github.com/apache/uima-uimaj,39909bf21fd694f4fb792d1de8adc72562ead25e,apache,uima-uimaj,6fb3c8532a28709246c4b74d373aef6bbe871527,REPEAT,,
VULAS,https://github.com/apache/wicket,dffba2ce410ec7e917ad350d3528af4df67bc348,apache,wicket,497a5d629b609d2e6039b2df6c35bc1035077984,FOUND,6497ee079e22d3efc1e1074d46bc3adf3d3fbcd1,64f936d9e26a43af13e384f4e9a97a14b64cebab
VULAS,https://github.com/apache/wicket,134686ef7185d3f96fec953136ab4847cd36b68,apache,wicket,4e20930c7a47f0b2fbb0cbaa7d26a7c4760f0657,REPEAT,,
VULAS,https://github.com/apache/xalan-j,cbfd906cc5a1f1566fa1a98400c82e56077fae0c,apache,xalan-j,c1c7e11cd3440a6ca76d30b7e05f6893c5e5d747,FOUND,9f5d55a001de00dd12d79acb988020beb621566f,3d993da92429bf0ff235bbd5efc35304386bf229
VULAS,https://github.com/apache/xerces2-j,0bdf77af1d4fd26ec2e630fb6d12e2dfa77bc12b,apache,xerces2-j,00a1cb9257dd1806467cf7c8a5a95161298b34ed,FOUND,56212e011bfbf78c6a31271250066a8855fb1f02,33dc7342972f36b2cbf19475c2395ac389bf7c04
VULAS-M,https://github.com/apache/xerces2-j,266e837852e0f0e3c8c1ad572b6fc4dbb4ded17,apache,xerces2-j,f4fe82e7ef5c7608b771db9fe2f4ea8a955ff5f0,FOUND,c25a3ca634c59a3cce73bec41ce68483bd3b015f,2d6a9031074c0ce194e8079453822d7ad3c4c84e
VULAS,https://github.com/apache/zeppelin,709c5a70a8f37277c9eea0a1c0c9195b5eb21a74,apache,zeppelin,3a57fc2933eef0bcbec1679f06acc3c659d62dff,FOUND,a70b301c1d810719e7a64f9b7fbb612804313562,be7ace1f5e84c7a5989b4d5882cbf759de34112d
VULAS-M,https://github.com/apereo/java-cas-client,ab6cbdc3daa451b4fef89c0bd0f4e6568f3aa9ef,apereo,java-cas-client,fd962da5c4a30e445583413c4e612baed6b11bd4,FOUND,ea549d1a9bde1929d69b00c3f295b9f329310353,93beba2242f5bbb0c9f86f507f9b8503f1e0b436
VULAS,https://github.com/AsyncHttpClient/async-http-client,df6ed70e86c8fc340ed75563e016c8baa94d7e72,AsyncHttpClient,async-http-client,e5e6489941e222d4b510ba09ce7b53e9eed02601,REPEAT,,
VULAS,https://github.com/AsyncHttpClient/async-http-client,eb9e3347e45319be494db24d285a2aee4396f5d3,AsyncHttpClient,async-http-client,62b5a1d2307dc9be5734a9e7adb43471a1a972e2,REPEAT,,
VULAS-M,https://github.com/AsyncHttpClient/async-http-client,3c9152e2c75f7e8b654beec40383748a14c6b51b,AsyncHttpClient,async-http-client,c9b5391e94cb5c81476d8d154d8b02d06f7804ff,REPEAT,,
VULAS,https://github.com/bcgit/bc-java,843c2e60f67d71faf81d236f448ebbe56c62c647,bcgit,bc-java,b0c3ce99d43d73a096268831d0d120ffc89eac7f,REPEAT,,
VULAS,https://github.com/bcgit/bc-java,413b42f4d770456508585c830cfcde95f9b0e93b,bcgit,bc-java,1127131c89021612c6eefa26dbe5714c194e7495,REPEAT,,
VULAS,https://github.com/bcgit/bc-java,790642084c4e0cadd47352054f868cc8397e2c00,bcgit,bc-java,02417ceb88ad4207aebe0e696df8bb2b65a43e8d,REPEAT,,
VULAS,https://github.com/bcgit/bc-java,acaac81f96fec91ab45bd0412beaf9c3acd8defa,bcgit,bc-java,bf5cc6146f0d8e7cc1f5dded319f300c27f7c179,FOUND,57c97c2341af7f73da4ab59c76d4c4a928fa338a,74fd01fac84fc22d4d1786cc6448fc1e79f12552
VULAS,https://github.com/bcgit/bc-java,843c2e60f67d71faf81d236f448ebbe56c62c647,bcgit,bc-java,b0c3ce99d43d73a096268831d0d120ffc89eac7f,REPEAT,,
VULAS,https://github.com/bcgit/bc-java,50a53068c094d6cff37659da33c9b4505becd389,bcgit,bc-java,f03bb051b9c22ba66c87e436c6f17e07ac81f442,REPEAT,,
VULAS,https://github.com/bcgit/bc-java,9385b0ebd277724b167fe1d1456e3c112112be1f,bcgit,bc-java,7acfa2fbb86f5d061ed03fdf1a4a8f0876c94cab,REPEAT,,
VULAS,https://github.com/bcgit/bc-java,21dcb3d9744c83dcf2ff8fcee06dbca7bfa4ef35,bcgit,bc-java,9385b0ebd277724b167fe1d1456e3c112112be1f,REPEAT,,
VULAS,https://github.com/bcgit/bc-java,1127131c89021612c6eefa26dbe5714c194e7495,bcgit,bc-java,63c5f15d8a26b66cbff0503e28ac945a6899a85c,FOUND,76dd8578f9a356c2f70f695b1587e218b18298e5,cee98b338bb1f175ad8f0c938d8ec682a420010e
VULAS,https://github.com/bcgit/bc-java,9385b0ebd277724b167fe1d1456e3c112112be1f,bcgit,bc-java,7acfa2fbb86f5d061ed03fdf1a4a8f0876c94cab,REPEAT,,
VULAS,https://github.com/bcgit/bc-java,a00b684465b38d722ca9a3543b8af8568e6bad5c,bcgit,bc-java,199be1bdc892dcb3360af1b5a887a7e133d2cdac,FOUND,92e69e4d52e61837b3feccb3630696143c969373,c869de47c90beba99f7f5c1eb3bd16e3188ab90c
VULAS,https://github.com/bcgit/bc-java,81b00861cd5711e85fe8dce2a0e119f684120255,bcgit,bc-java,8825b2c2a3b341783322153136394007d39b718a,FOUND,a31b5da08f488ff1290d553c19e4721c1219f827,f34635262a3781cafd6967c9a9a7d273b58ed812
VULAS-M,https://github.com/bcgit/bc-java,25aca54734b861ef109ac4943c4a5f98c0c1b885,bcgit,bc-java,b114daa41aa8659bfdb4a1b53f403c2c237d55ca,REPEAT,,
VULAS-M,https://github.com/bcgit/bc-java,22467b6e8fe19717ecdf201c0cf91bacf04a55ad,bcgit,bc-java,49883825258f8111cfa8fe980223e52996604fa5,FOUND,33bf2da6adf391dd19af113a1e12433e10fe46a3,5b18ffd6986cbda99fba51cc7cde36a3cce3e04a
VULAS-M,https://github.com/bcgit/bc-java,cd98322b171b15b3f88c5ec871175147893c31e6,bcgit,bc-java,0a702f116d8b670e03fa48afdf057f7c81b97f9f,REPEAT,,
VULAS-M,https://github.com/beanshell/beanshell,7c68fde2d6fc65e362f20863d868c112a90a9b49,beanshell,beanshell,65a3c86837f0cff718fc9d389543e5ad59b527cd,FOUND,a1ac7b4a3c3fee62f247557fdd0be609f7ec8a91,4d317f51db8e8d6ee5dd090d4b6d3dd1d77d08e5
VULAS,https://github.com/beobal/cassandra,28ee665b3c0c9238b61a871064f024d54cddcc79,beobal,cassandra,6b00767427706124e016e4f471c2266899387163,REPEAT,,
VULAS,https://github.com/BigBadaboom/androidsvg,44e4fbf1d0f6db295df34601972741d4cf706cbd,BigBadaboom,androidsvg,1c9dcb152130b0b8de59f9df4256fa349c695f25,REPEAT,,
VULAS,https://github.com/blynkkk/blynk-server,806bc7847a687203a904d24feb1a0278de889e62,blynkkk,blynk-server,4fb0d986d7f18a36fecef31b3714b7a1ae0d23b3,FOUND,4112910947a1e96d902e19507b4d6aebf853de64,25a663946338faf1c1daa78aeb83ea7def5556f8
SECBENCH,https://github.com/bmizerany/sinatra,ed98aed36f448f6521b404991aee41161c6756e2,bmizerany,sinatra,01b1f4945e6e43aa670b7a68e6759fe1cb61b94a,FOUND,91cafec437ed717923cc7bdd8f9307ecb3cfea09,0ab52943f5f0e15522bc152616b125576c628851
SECBENCH,https://github.com/BradLarson/GPUImage,5a1ea832cca2f9b402444af0ed1537f3df74199a,BradLarson,GPUImage,2f8e61c4ffcdfa93ee3d8f39f8110e61cfc3daf1,FOUND,89c3ac8af4e23a99a05adfdda5885d7aa67f1b33,af781944b234c75516052275719bc703f0bdd9fd
SECBENCH,https://github.com/BradLarson/GPUImage,202ce483fcc474a60d358bd068317a415de93f86,BradLarson,GPUImage,bc1c59a195167863548423459f9ac9e13d201c0a,FOUND,74d48b879b4debdb3960c16b1e71b9fed31d0cbe,d1e13fefbf12c3bec398418138a777086d6b6436
SECBENCH,https://github.com/BradLarson/GPUImage,307c8ff843353ae4db646b4e2293ab01ba53a073,BradLarson,GPUImage,d05b56b6c391e662599780998720ce9d3a0b899b,FOUND,92a7b249c595385292082d91683bb6c8876b4f2d,fd203233242d320d5c73b006c75a5eaf2817402e
SECBENCH,https://github.com/BradLarson/GPUImage,a660bfd0d760e431b780badd4cb0837fe42dbb8c,BradLarson,GPUImage,6d00ebb32f6dd4ede5c65f76ad3157fd3e57c408,REPEAT,,
SECBENCH,https://github.com/BradLarson/GPUImage,62d2a9f25d30d3dadac0d69a0e92eab8517c382a,BradLarson,GPUImage,ae6337068d981d7c89e69668b73e5202a1ec58f4,REPEAT,,
SECBENCH,https://github.com/BradLarson/GPUImage,d8f8a98fd4c291add6e577857ccb5079934530a4,BradLarson,GPUImage,a65f6629db953ecb11dfbb8ea6927d156c3338f8,REPEAT,,
SECBENCH,https://github.com/cakephp/cakephp,819cd1d667090c5b0cee9fc525dd312fe647c978,cakephp,cakephp,d60191a1f6e396e94f63db43c41353a19d5dfda5,FOUND,7be5349b0cf47c03b39a455a2d3cd9a4404777ff,b0a3a1a5aa6b86fe449b41bdf4a23ac37e69a139
SECBENCH,https://github.com/cakephp/cakephp,92e3e09fdc218ebf8eb50e896dcb1728d02eadfc,cakephp,cakephp,c4031bfd0a45420ef17a4a3eec45971c28e8e31f,FOUND,ace586e36799610885bd0277b9d5c080ee24db8f,db1e7c13fb7f95afe46fa6e0f9c8b4f30d1df4d1
SECBENCH,https://github.com/cakephp/cakephp,d685c1872046262c9180de23a74516c231bad203,cakephp,cakephp,49c11a821945513a5f8e44f52561ace6ba76e3c7,FOUND,0db06d9fdb0b39efe2d813175c9c12e37f83c1bb,5b85b87dc3099476fc299f976b69d7a27d94b5d9
SECBENCH,https://github.com/cakephp/cakephp,587a04ab84f2ffeb5bff7ab06a7790bc201581ed,cakephp,cakephp,aae0f762dd19c5bc2d171d7c8b06d63bebebe381,FOUND,840af78cc8196c014cb14268c4b4ec0339bed191,f5593edba3145bcca415048d6791130948faa67e
SECBENCH,https://github.com/cakephp/cakephp,d5bde3fe7a5a66044d4778ccffed0254e2fc87d8,cakephp,cakephp,aad72871a09b8b1bf750cde84d42e6a4f4fd7d2e,FOUND,634cea24ebfe3e59d060e38cf1dc2d2fe34d95e1,a521291afd0c60dde6ea51d25ce09f7952359093
SECBENCH,https://github.com/cakephp/cakephp,fcec8ef537e61573b9dfe43d2742c56b40473aaf,cakephp,cakephp,0c7720e8f8f795233b5809419bfa024c4bed9eb1,FOUND,26a028258468b1a86c0dcd6328932ee715906421,2598d958dc77a87d76797ca395b036fbfc9044a5
SECBENCH,https://github.com/cakephp/cakephp,f5ed91137aa3d288d554f37b97423de2c7fea088,cakephp,cakephp,b088daf045a19c818d427e28d752566f3e7044e8,FOUND,222d19a43a60c2017864fc372d59ad11360ec779,08805f57b70ff5b742f030303b054b896f11fe1d
SECBENCH,https://github.com/cakephp/cakephp,43db90d1b9cdcac0606b038332246eb463d2b839,cakephp,cakephp,23f559a4b079911bdf65ec922368ce81ec1461cc,FOUND,7f44cc01b54ff11842b65613dd06466cb816f956,4c92cdcadaec797d32a6947f8031dd546a2a33da
SECBENCH,https://github.com/cakephp/cakephp,813a3af19c8918b00ca1067a2c78886fa3bcd9bb,cakephp,cakephp,215333e56f32f06fd107966cf508ea5df4672ec0,FOUND,42c2f3011bcef22b4ed13bf9197856e62d51faf4,71f76080a2a254bb203681b3db7047e665915ade
SECBENCH,https://github.com/cakephp/cakephp,17e4eee73d84dbc5a65a4b9fae2adafdf6d46e45,cakephp,cakephp,2219991d3b166d2ecaa49ad5b78b0380aca9df2f,FOUND,4b413f7e2c7cc0ebe7fa66bad80a26d945c376e6,c3090ffd98311a9ab0c414906e7dc48374fa303b
SECBENCH,https://github.com/cakephp/cakephp,df5c02aa8fe8220e432fe72a3bff1e09a2239f85,cakephp,cakephp,12aea2c0f74f7d74e9dd0d25433992fd14ae28ca,FOUND,4502edc63fff221740de9c0c45ddfe6dc6fb7bfb,20c31cbd929b06e338ea51969d6e5735340d069c
SECBENCH,https://github.com/cakephp/cakephp,3bf2559081c6f47542cf1ee7e52b73976de9a094,cakephp,cakephp,5b86377839a97b9d5667a0a08f8e62a79f82a4f3,FOUND,8fd01a12e8f2f58cb318e3eb606408c00b861841,41677c79a7e1c011758b4f70f6bba6d9a27bfd9f
SECBENCH,https://github.com/cakephp/cakephp,abf1c69babdc6bb071bf4f6a26f60f091fa63283,cakephp,cakephp,0242cd636e532098447886f2c001fe5811b9638b,FOUND,666a5fdc453a06fb167fd7680bd368c4e57b12ea,929758787e3016147ded8ee4f53cfeb36cc81bb7
SECBENCH,https://github.com/cakephp/cakephp,df5c02aa8fe8220e432fe72a3bff1e09a2239f85,cakephp,cakephp,12aea2c0f74f7d74e9dd0d25433992fd14ae28ca,FOUND,2b7558d0a3f459ebbe4f9138465e8a12f6b84fee,8e4ddb52abd1f62de81247a401e96380c071cd63
SECBENCH,https://github.com/cakephp/cakephp,1545b730ae756c2e565083fc66624cc9fb949f35,cakephp,cakephp,ae3d082dd6e29607518e557590ae74b7d525ff60,FOUND,a6e1fad620d872185a51b624140ff5c2157d1b7d,7e9218ccf9efbd3440353ce9eff4d16a842c3b47
SECBENCH,https://github.com/cakephp/cakephp,c95def9d664dc5e25d4fa9ee7d182858956326a1,cakephp,cakephp,2109e03c30c42988e4623317d7d756040dd48bc6,FOUND,185a832e22769af331b3c8346167fe7fc6cca5e3,570145d5685804c3e06093fab10c7e6da3192043
SECBENCH,https://github.com/cakephp/cakephp,974ac44fb43a7ecba9f14d16a0c7e39530f14e88,cakephp,cakephp,613aa19d945a508c2aaae6470fe90c87806445e5,FOUND,442245710bc1d5eff1aa7b4f4c98b0d47f2dfa6e,3b75fb1d06d79a00c88f4414d26bf16a40a44c3c
SECBENCH,https://github.com/cakephp/cakephp,076b6f998c42613dd64206c0a1d0d4a6e2055efb,cakephp,cakephp,2c85da44da2c9bbf6fc4a52ba990660f554d320d,FOUND,e2a2770d9f4c8f235c5e98d5c455b5f2abc727b6,485570de246eb869daea90b05ba9777dc7c085f4
SECBENCH,https://github.com/cakephp/cakephp,c1680b2dede92d2c1baf9d9a6493c7af4dbb7bbc,cakephp,cakephp,318d7c1c1ff0e8dac79084a8ffc99d58ad0f778a,REPEAT,,
SECBENCH,https://github.com/cakephp/cakephp,6c905411bac66caad5e220a70e3d561b8a648507,cakephp,cakephp,46f8de72a2be00ab10ebbf6536a50b4982f34701,FOUND,20c09860caa9e4029c4bf3ce890c27f0936a0230,d0b231c93b77a4d5a4f44e8761573635c120ee0c
SECBENCH,https://github.com/cakephp/cakephp,e421b3bc8fe35747c42f9ab1e765acfcb13099d3,cakephp,cakephp,545f4d281141951565834c02745a4994c087e749,FOUND,85751165d2c2585b2aebb24f47928541f969ad9d,2f6431f9dc40a2cba5f36892b482e3e6b77d045a
SECBENCH,https://github.com/cakephp/cakephp,69e5226fd2b3a9f6386527ef00159a03c53bbf0c,cakephp,cakephp,c4031bfd0a45420ef17a4a3eec45971c28e8e31f,FOUND,86eb46ca87b538e73fa05f11bdccc7cbcd61f543,f20cc8110b41d0b43a54690d06a6525815cf2ad0
SECBENCH,https://github.com/cakephp/cakephp,fa86150d024f737d3b890396f6834cf1adbd92be,cakephp,cakephp,931ed118ded254cd33bbe66fcc9dc30dc8b9953e,FOUND,f32760e2002d7b028fc17020bdf51ce25261966b,dbbd05d8506896121d13857126ab378fcb221030
SECBENCH,https://github.com/cakephp/cakephp,a08c09ab17e5b3e76eeee753917662a3e3691830,cakephp,cakephp,33a38118b69ef9289d95183ca24b968f33c33707,FOUND,80908ec77831ce09965859fa143b2131e4bc921a,f65eddd18372873abec04880b39502bd344d1a7c
VULAS,https://github.com/candlepin/candlepin,f4d93230e58b969c506b4c9778e04482a059b08c,candlepin,candlepin,9cd5d7020f813b4f12c672ed075c4d6c63e49a70,REPEAT,,
SECBENCH,https://github.com/chineking/cola,193270fa323d3c76839b751fbf664d79f0579fde,qinxuye,cola,5048d32a7de9242e20f781f749fb3d373b8a2aa8,FOUND,8d7e70850d1b02bd22b49505722a30d9ad421fc8,734752d90f02296ac8bf5f6f1a0529f51bbc8b0b
SECBENCH,https://github.com/ci-bonfire/Bonfire,26d3cccc472fca71f4e945f6bc5994dc2879c520,ci-bonfire,Bonfire,e7800df796da60c2cac7ade0fd3949d6907e3664,FOUND,19ac32fab712ff8c7378c21eeb3fee7fcb0917f5,d651ab7816121322effb9ae4759182f0c640f3d1
SECBENCH,https://github.com/ci-bonfire/Bonfire,52dc58de0ecc67374d112002eb31ed01cc43a11c,ci-bonfire,Bonfire,cbbbedc362a4bdf3887ae26dedb569bf123c9a62,FOUND,b94641840a5afb715826baf8292b177626ebc0ef,f2fad94c877e0436eb16934a21c55d3edaf26d4b
SECBENCH,https://github.com/ci-bonfire/Bonfire,241e32380cbdfcb35ed3796fbaa59575a25aff1a,ci-bonfire,Bonfire,0ecbee35eda7be4ac27beaec295673d5b47a3728,REPEAT,,
SECBENCH,https://github.com/ci-bonfire/Bonfire,b60ea88257c58d23c97ac95a4291dbd22d4c54f9,ci-bonfire,Bonfire,21b3af7c32f7c8a634dfbaf5fa55ccfa25779018,REPEAT,,
SECBENCH,https://github.com/ci-bonfire/Bonfire,b60ea88257c58d23c97ac95a4291dbd22d4c54f9,ci-bonfire,Bonfire,21b3af7c32f7c8a634dfbaf5fa55ccfa25779018,REPEAT,,
SECBENCH,https://github.com/ci-bonfire/Bonfire,401cca69ee8b7e3a7c4111869dfb7426305448b8,ci-bonfire,Bonfire,66fdc596915721cf699448233e2eca756c59f4f6,FOUND,9f4ae89b3bc83fbcb8be67b5111899a663dcbc78,a95c92d42aeac77eb36ba8f08f16dad0bb007092
VULAS-M,https://github.com/cloudfoundry-incubator/credhub,632951898a2f1474f699094200367fb405397127,cloudfoundry-incubator,credhub,b3267689214fa3052005eb442c57ce03ceb74248,REPEAT,,
VULAS,https://github.com/cloudfoundry/uaa,a79b89f6e4f66626914b029b7a15a423491f8013,cloudfoundry,uaa,cdf511ff9d3cbbaf31e7d16325ad641e62111768,REPEAT,,
VULAS,https://github.com/cloudfoundry/uaa,a54f3fb8225ef7d5021ca7d4fb52bef1e884568e,cloudfoundry,uaa,8a3c0d9edd65f07883a5bea3fc61bff475c7d517,REPEAT,,
VULAS,https://github.com/cloudfoundry/uaa,9730cd6a3bbb481ee4e400b51952b537589c469d,cloudfoundry,uaa,cad9bdd3b3a642093a3e3e783ce7e0125fbf17c0,REPEAT,,
VULAS,https://github.com/cloudfoundry/uaa,cd31cc397fe17389d95b83d6a9caa46eebc54faf,cloudfoundry,uaa,7c70a85f4c7b5a9b1603bc57cab14a7ffef2168b,FOUND,531892ec250f57445dfb1aa59a007b23ae57b713,6f811c8c6cbbce3dd1494fb959ecdf1846404e3a
VULAS,https://github.com/cloudfoundry/uaa,96fe26711f8f8855d2994a531447f730afd61844,cloudfoundry,uaa,a6c6f3687137d387b080de59228fa52bf92c7680,FOUND,4359a074dfcd0a505ba2d8466883e6a073d265e6,6672765785466a01b95ab55bf95043d85e2e0206
VULAS-M,https://github.com/cloudfoundry/uaa,460627ed419e4227b10ff121248b3ffc009011a9,cloudfoundry,uaa,08c0e1fc8dbe5168144c4ffa26ee99dee1dd20f7,REPEAT,,
VULAS-M,https://github.com/cloudfoundry/uaa,b384a650a122e42d75e8cbb5624d0274a65cd848,cloudfoundry,uaa,4e7d8dd214069fa5d643ee64ed6e42bacd52acc2,REPEAT,,
VULAS-M,https://github.com/cloudfoundry/uaa,0a78612f981c541ad2d997e6a365f2a0b3e799d9,cloudfoundry,uaa,ddae2a131ab505ddf079a7db4289205098373244,REPEAT,,
VULAS-M,https://github.com/cloudfoundry/uaa,cded6164a3b90e791688a954069aea3cfde59b69,cloudfoundry,uaa,3da1c165f595db24c526ba0446b487178e81182a,REPEAT,,
VULAS-M,https://github.com/cloudfoundry/uaa,96f702681676d829628a23db171ffa79a32f03af,cloudfoundry,uaa,9429d16935f204913a4ab60a3ba1811beafaab0b,REPEAT,,
VULAS-M,https://github.com/cloudfoundry/uaa,5eab756eaf4bb397302f00fbd0273f2470009d38,cloudfoundry,uaa,0e3013bda9c13c630f2dd469368b93cb1b73f006,REPEAT,,
VULAS-M,https://github.com/cloudfoundry/uaa,5eb43757d5a3a2c9e7aae1ef3d0b9b7e2a38851e,cloudfoundry,uaa,74a8e977282d7016c5c75420ac92f8793b8d387b,REPEAT,,
VULAS-M,https://github.com/cloudfoundry/uaa,74b9b270787aa602196d59d58893c3a6e09816f9,cloudfoundry,uaa,21dee620011210eda0202f7a15ec3ba04293758f,REPEAT,,
VULAS-M,https://github.com/cloudfoundry/uaa,7db5e5846961e08295b1ef7af909f267eebe5da,cloudfoundry,uaa,7db5e5846961e08295b1ef7af909f267eebe5da7,FOUND,c0f41bebcc0c48ba0b04dedfb72665614f614d83,78971006ec1bb7a4831d4ec64c8988883903dd95
VULAS-M,https://github.com/cloudfoundry/uaa,4f942064d85454a4bcc4da04cd482d114816c14a,cloudfoundry,uaa,4292ea4ccd50c3cf9f497b25e3ccef685798e02c,REPEAT,,
VULAS-M,https://github.com/cloudfoundry/uaa,66166d17781aa257ff77a2fb7c69f72d0b611be,cloudfoundry,uaa,5832891cb9a4631bfeef5faaea947d0c2d6e498c,REPEAT,,
VULAS-M,https://github.com/cloudfoundry/uaa,2c10c43f04cf31e9f8f496cd218bfc773dfc149,cloudfoundry,uaa,d4c2cd190fff5b64cf0170cd68bcac28cf833c26,REPEAT,,
VULAS-M,https://github.com/cloudfoundry/uaa,f6362a8f1865314aa507fc5de772848b7e552365,cloudfoundry,uaa,d370654972c25049ebb126894b23af80b5fc863c,FOUND,b16ffe0982dd483f1af296dbe568dfe4647adbe8,c1a10a915229e02b6e4f0e75f86efbb9271ed5f7
VULAS-M,https://github.com/cloudfoundry/uaa,2906057dae995024576ce6afdc20abd85569514,cloudfoundry,uaa,5d021e83ef143c64179d0da015aa76321ee40988,REPEAT,,
VULAS-M,https://github.com/cloudfoundry/uaa,b599af2062aad5580661e035087fdd9bd266b92,cloudfoundry,uaa,5373cecdd18a97d749a9a538216671f5f46a435a,FOUND,e5eb642f33aeb2e28ce8d6a718c278698db3eee9,54bfef4ce86ee1f4cf1ee877dd897fb8d7d5928b
VULAS-M,https://github.com/cloudfoundry/uaa,3633a832885ebf33b2e22cc1c0c8ce605e2c657,cloudfoundry,uaa,e5245436710273cc42eac54e928694003a6b2bd7,REPEAT,,
VULAS-M,https://github.com/cloudfoundry/uaa,95b7d9e7fae534a362b98de1df5bf501cd52c481,cloudfoundry,uaa,46c122d45c9d62261b8e29dcf315740d39b752b9,REPEAT,,
SECBENCH,https://github.com/cloudius-systems/osv,ed989d43b3198d80d75f442030070413cdfb5aaa,cloudius-systems,osv,aff328352803b19294b4f8300bd0e20f0e1ba6b6,FOUND,85e3c018171b5c38543d55f3d01a091809ef69aa,c4a31f244a5a5e1ec24a10cf927027364d3e8fd7
SECBENCH,https://github.com/cloudius-systems/osv,fd905d5cf9139bac289fdd9551c56ca538f57f6f,cloudius-systems,osv,6e438d21fe85ad73c6d9f4b3eae11e39a8d87643,FOUND,5ab7dba3fad68fdedb3aa513e86ca9fa35de7c8b,787e773cb16648e4640e7f13aca953da91006e99
SECBENCH,https://github.com/cloudius-systems/osv,92ff9880e07c7669c56912dc2d16378b7bcb6476,cloudius-systems,osv,8ffe45bf0e00b4b95140ea9aa6035d71f90a86ee,REPEAT,,
SECBENCH,https://github.com/cloudius-systems/osv,703bf08d72ef617b212632e038a93be0d00e879f,cloudius-systems,osv,c284a3f07339b344c40b70ad64d0d554d8738f84,FOUND,53ccd7a27f0146ebf6e132157e53abe3d0d36285,72f795e6ec61e4ed6425bb4601912e152a1231b9
SECBENCH,https://github.com/cloudius-systems/osv,1b880d17faf273a3a49c121a3bf65c8c0617cd1b,cloudius-systems,osv,7166013b2927cd9a0c6bf080db07e04d4823f01b,FOUND,7bc85515512c8f3db8f69c724c5647b0206cc60c,d8454263851a80059ecc167a2467540bf9112b14
SECBENCH,https://github.com/cocos2d/cocos2d-objc,a3002d3d416524c53da6534a819a41db8c952e9d,cocos2d,cocos2d-objc,b98703fb827297dadcfdb423ca181b92217bd504,FOUND,ab598ad27b0001acda5552e99148a97411d8ab91,e8f35bf91788766d77701de8a7c2eaa557d8eda8
SECBENCH,https://github.com/Codeception/Codeception,2bec1ba5ffa43eb56d592dbf8c8c6c2f9aab4a5a,Codeception,Codeception,f7b27c5900a9ff660460c4adac0062abae582b1a,FOUND,b6606c0bcd270f1853530791c8981a72486ad2a2,0a7395ee142b6de3b3a6e5ec61455b16b5fd8cce
VULAS,https://github.com/codehaus-plexus/plexus-archiver,58bc24e465c0842981692adbf6d75680298989de,codehaus-plexus,plexus-archiver,97c0d97504632a2a80b7d847bccdd9b37d27aea1,FOUND,10c52d25b8be4fb7a2cf7b4a188179c0ec05ed02,fc80ceb506a4270b8721b2d2fdc95c0d03b254a0
VULAS,https://github.com/codehaus-plexus/plexus-utils,b38a1b3a4352303e4312b2bb601a0d7ec6e28f41,codehaus-plexus,plexus-utils,86c37983bb2bd92b1df43fe73f321ffbfa155070,REPEAT,,
SECBENCH,https://github.com/Codiad/Codiad,d76cf0f8627126b2f68f0d78e60d6edc58bac2ee,Codiad,Codiad,7b01d10681845cdf36e9b7641f91debe75c44eb2,FOUND,6c1f038e894f762e543629307c38af129e24aed7,efc8de072cc58e436282ff5d7a652d59f54d6cab
