Dataset,Code,Project,sha,owner,project,sha-p,sha-reg,sha-reg-p,main_fix,main_prev,diff,Write Short Units of Code-fix,Write Short Units of Code-prev,Write Short Units of Code-diff,Write Simple Units of Code-fix,Write Simple Units of Code-prev,Write Simple Units of Code-diff,Write Code Once-fix,Write Code Once-prev,Write Code Once-diff,Keep Unit Interfaces Small-fix,Keep Unit Interfaces Small-prev,Keep Unit Interfaces Small-diff,Separate Concerns in Modules-fix,Separate Concerns in Modules-prev,Separate Concerns in Modules-diff,Couple Architecture Components Loosely-fix,Couple Architecture Components Loosely-prev,Couple Architecture Components Loosely-diff,Keep Architecture Components Balanced-fix,Keep Architecture Components Balanced-prev,Keep Architecture Components Balanced-diff,Keep Your Codebase Small-fix,Keep Your Codebase Small-prev,Keep Your Codebase Small-diff,Automate Tests-fix,Automate Tests-prev,Automate Tests-diff,Write Clean Code-fix,Write Clean Code-prev,Write Clean Code-diff
VULAS,CVE-2016-2173,https://github.com/spring-projects/spring-amqp,4150f107e60cac4a7735fcf7cb4c1889a0cbab6c,spring-projects,spring-amqp,06689e778e62aa35a7c8dd5552a2f74fefd5747b,5d500b3685c8ea15623ff8626a4a4616299dc150,e1d1dd29c08bfbe2051f6e9c5019544157abfe41,2480.2382629588024,2476.833121295312,3.4051416634902125,-2202.4966380969013,-2192.153645710847,-10.342992386054448,-11886.253990284524,-11868.723802914643,-17.530187369880878,10055.25,10025.25,30.0,1216.3497615262324,1186.174085850557,30.175675675675393,-14908.711741084351,-14782.78737983442,-125.92436124993037,10279.565789473685,10237.565789473685,42.0,15210.179448053883,15166.506166088788,43.67328196509516,0.0,0.0,0.0,0.0,0.0,0.0,17038.5,16996.5,42.0
SECBENCH,,https://github.com/MISP/MISP,415d85102d5aa5f96f4f11a17c86b59bb9cc0d56,MISP,MISP,9b67e5ecdb967c1c5e8a45435d141e57357b1633,aeb906b49479e9b00f9e507b2b813d0c8a5cc81a,e8f5d654992a718ef09ee4b53db55b61525301f9,-48541.44798095638,-48531.82177097872,-9.626209977657709,-227328.22013465763,-227311.17372115553,-17.04641350210295,-422816.04122137406,-422816.04122137406,0.0,-32535.5,-32535.5,0.0,-45488.524907260195,-45409.309220985684,-79.21568627451052,-70533.8701162737,-70533.8701162737,0.0,113513.0,113513.0,0.0,104428.17657000179,104428.17657000179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95346.5,95346.5,0.0
VULAS,CVE-2013-7251,https://github.com/micromata/projectforge-webapp,422de35e3c3141e418a73bfb39b430d5fd74077e,micromata,projectforge-webapp,a9a5fd6844f7620eb8977d009aef94739812f195,b364fbf446031e744b5e82be7844b7a417a0625e,cec6ca00f3582bc9584d77b60f7e437c6621f8da,13477.558126117714,13427.60042925849,49.9576968592246,-88173.55772426655,-88159.10437608298,-14.453348183567869,-91781.70057830212,-91847.70057830212,66.0,25465.607142857145,25413.607142857145,52.0,28335.84764175941,28269.84764175941,66.0,-78035.53548424995,-78129.53548424995,94.0,144690.0,144596.0,94.0,74334.9202633792,74286.88994660338,48.03031677582476,0.0,0.0,0.0,0.0,0.0,0.0,119940.0,119846.0,94.0
VULAS,CVE-2018-1000107,https://github.com/jenkinsci/ownership-plugin,42487df17cd272e504d3cd3e09abb4904f80dba2,jenkinsci,ownership-plugin,5e83dc828899332f6e2d076ee554ffccea6e5f12,0c48e6d5a3fa1e2e2d482b2980155c1f5a3f1355,0daa46385c66736b7c5b08343ed5282cb7c7ad06,1145.770971751685,1116.629365822804,29.141605928881063,1000.18447420568,967.18447420568,33.0,1084.9544297941245,1051.9544297941245,33.0,1609.75,1571.75,38.0,-172.19687334393203,-196.09777424483295,23.900900900900922,2024.2294506896278,1961.2294506896278,63.0,2925.0,2862.0,63.0,1248.7882361713498,1224.7730777834392,24.01515838791056,0.0,0.0,0.0,0.0,0.0,0.0,1737.0,1723.5,13.5
SECBENCH,,https://github.com/micahflee/onionshare,426d744d586502935935139dfeb81fb12568f4e4,micahflee,onionshare,05ec78dc34cfd1ef92ace06be2d58c50d6090219,5dc8eda247f4015a46c661d944eee5b2ea3d7b36,4b4293a4f539369419e0ae2ff1ece94d976d4c8c,-1690.5481545713972,-1690.5481545713972,0.0,-8053.976287593148,-8053.976287593148,0.0,-13857.614110571361,-13857.614110571361,0.0,4396.785714285715,4396.785714285715,0.0,-6748.897986221515,-6748.897986221515,0.0,1687.74350969507,1687.74350969507,0.0,-2046.5657894736842,-2046.5657894736842,0.0,4302.543404164951,4302.543404164951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3414.5,3414.5,0.0
SECBENCH,GRAILS-10813,https://github.com/grails/grails-core,426fd41c3f10343506e86a85338bd3b34714b5f2,grails,grails-core,e6d2467ef35804fb8e10db129a28457f4cc23298,96183340ee830c43c9aa4a1a96f993b2bf7b9f7c,ae959461ffc32571f1f42c9fd16361fd54f736bf,6586.720966644827,6638.205536538122,-51.484569893294974,-25057.173599415684,-25103.71390544733,46.54030603164574,-56859.268517233395,-56907.92292389544,48.65440666204813,31271.535714285717,31336.75,-65.2142857142826,22254.39586645469,22235.517488076315,18.87837837837651,21175.336016734018,21116.68114947738,58.65486725663868,-42279.82894736841,-41530.23684210525,-749.5921052631602,54851.21313299134,54804.98039927555,46.232733715791255,0.0,0.0,0.0,0.0,0.0,0.0,60511.0,60430.0,81.0
SECBENCH,,https://github.com/mongodb/mongo-php-driver-legacy,43109ef9157de31e7056ddf1dc5cbd74cc173230,mongodb,mongo-php-driver-legacy,3705a32fcb655d728fee7dd358a0762e0531134d,613f685a7e7713749d7dab50fa385686d9e8f747,da39fb9e2d72673ade5786ffb42019c39230cf44,-11129.620416178841,-11129.620416178841,0.0,-18879.86167122573,-18879.86167122573,0.0,-27632.66361323155,-27632.66361323155,0.0,5433.678571428572,5433.678571428572,0.0,-34269.899576046635,-34269.899576046635,0.0,-2623.3962264546794,-2623.3962264546794,0.0,-46510.3947368421,-46510.3947368421,0.0,12640.333090583717,12640.333090583717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.0,546.0,0.0
SECBENCH,,https://github.com/cakephp/cakephp,43db90d1b9cdcac0606b038332246eb463d2b839,cakephp,cakephp,23f559a4b079911bdf65ec922368ce81ec1461cc,7f44cc01b54ff11842b65613dd06466cb816f956,4c92cdcadaec797d32a6947f8031dd546a2a33da,-4143.147301999929,-4142.06340083048,-1.0839011694497458,-43766.860825569434,-43766.860825569434,0.0,-85032.40948415452,-85032.40948415452,0.0,19669.357142857145,19668.357142857145,1.0,899.4517753047197,899.4517753047197,0.0,-37573.92924969683,-37566.734974844425,-7.194274852401577,19535.118421052633,19540.763157894737,-5.644736842103157,40713.79920020698,40713.79920020698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44124.0,44123.0,1.0
SECBENCH,,https://github.com/realm/realm-cocoa,4401ff8f740341498d211fd4f33a6d43675f0789,realm,realm-cocoa,208094562f732387ff8e62d5994b5d311dfcdfe1,a770d486385b73a0c4f72317052bcf7966cd24b2,a5bd5835755184c3b6dfcc91fef93d4f40ef6b6b,-2035.4747283713275,-2035.4747283713275,0.0,-4998.497445793063,-4998.497445793063,0.0,-13739.038352995603,-13739.038352995603,0.0,207.39285714285734,207.39285714285734,0.0,2959.324324324324,2959.324324324324,0.0,1099.5969465040264,1099.5969465040264,0.0,-9995.631578947368,-9995.631578947368,0.0,3645.605966051552,3645.605966051552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.5,466.5,0.0
SECBENCH,,https://github.com/rubinius/rubinius,448f5dc7e41b87ea3644dcdabaf2150ef2617ecd,rubinius,rubinius,0f2be377d10a9b878b404dcde5e437b69ca8edf6,19770c5496c19bf6ddd9b7b2282f4ff5e35b63ab,f6d8bb594f3a4f878c4479e56ff2a88eb775248b,-260261.72549638693,-260259.79298928293,-1.9325071040075272,-584906.5886023486,-584913.5886023486,7.0,-1415103.3589636825,-1415110.3589636825,7.0,-883573.0357142857,-883578.0357142857,5.0,-96979.06942236352,-96986.06942236352,7.0,-107483.6067129076,-107464.25556087059,-19.351152037008433,-2052.1973684210097,-2012.6842105262913,-39.51315789471846,289967.60182013956,289961.0625812479,6.539238891680725,0.0,0.0,0.0,0.0,0.0,0.0,197513.0,197506.0,7.0
SECBENCH,,https://github.com/jnicklas/merb-core,449b212581a04c4d6fab06afa604eabb662e5cdf,jnicklas,merb-core,30769309f5d6290ac2adaf410073bf37e2c1a2b2,09329953cca03647cb92d0822a0a1e91ad7a90f6,22c8557ac4828dc5410ce4660c52e9b2e64c63b9,1968.1638783488802,1965.7747690659855,2.389109282894651,-492.4391169799025,-495.4391169799025,3.0,1872.508443210733,1869.508443210733,3.0,3580.9285714285716,3577.9285714285716,3.0,3704.6666666666665,3701.6666666666665,3.0,4312.735031491668,4309.735031491668,3.0,-131.8289473684208,-134.8289473684208,3.0,4219.068135039485,4216.17704221054,2.8910928289451476,0.0,0.0,0.0,0.0,0.0,0.0,2616.0,2613.0,3.0
SECBENCH,CVE-2013-1931,https://github.com/mantisbt/mantisbt,44e140e9f634266d0a2f3101a9f2809a97702138,mantisbt,mantisbt,b8dc99376f4b0dde8e8c210086df5809061d01ed,0b9729497faefce8fb76d5494ae07e58dddb84de,1a9980f40488421174e860cf7b3153be0f4e9941,-52000.23046035754,-52000.23046035754,0.0,-127692.00411731798,-127692.00411731798,0.0,-226996.50751792736,-226996.50751792736,0.0,-10656.464285714283,-10656.464285714283,0.0,-30046.25993640699,-30046.25993640699,0.0,-112187.55784522295,-112187.55784522295,0.0,-105765.18421052632,-105765.18421052632,0.0,49884.67330954049,49884.67330954049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43457.0,43457.0,0.0
VULAS,CVE-2017-1000498,https://github.com/BigBadaboom/androidsvg,44e4fbf1d0f6db295df34601972741d4cf706cbd,BigBadaboom,androidsvg,1c9dcb152130b0b8de59f9df4256fa349c695f25,bc3201920f6dfc66b3befc5a5f679c9b839acbc9,a5bf988d60276de8ffa88c9980db02750d922ab5,-3789.3317225159326,-3783.080534714636,-6.25118780129651,-9371.909664307183,-9363.496614923797,-8.413049383385442,-29773.342817487857,-29767.651630811935,-5.6911866759219265,-14722.821428571428,-14724.821428571428,2.0,1726.433757286699,1785.7893481717017,-59.35559088500281,-10409.297838593133,-10407.339136528237,-1.9587020648959879,12346.0,12342.0,4.0,10162.620766513573,10159.714115517334,2.9066509962394775,0.0,0.0,0.0,0.0,0.0,0.0,2149.0,2145.0,4.0
VULAS,CVE-2012-2379,https://github.com/apache/cxf,4500bf901cb2a7312291b6663045f28a95d2a0c4,apache,cxf,577235e62a3358dce8c9f142285858c49c19fbde,94a495d0998d15ec9db78b04ecea5678240c4345,bf2214c41842fab5d9b0289d29391d36a3dc0f3a,-2443.6912170738938,-2409.923694764274,-33.767522309619835,-92332.87099965657,-92297.7492884297,-35.12171122687869,-145048.0149433264,-145016.3702521397,-31.644691186695127,-26195.42857142855,-26263.42857142855,68.0,-9659.01404345521,-9700.167196608367,41.15315315315638,-94449.59853892085,-94488.60288397384,39.004345052991994,2012.1578947368544,1909.1578947368544,103.0,180431.85703131178,180363.92335020055,67.93368111122982,0.0,0.0,0.0,0.0,0.0,0.0,160804.0,161394.0,-590.0
VULAS-M,CVE-2016-8747,https://github.com/apache/tomcat,452c8094a665ef6375530e81c033da4eeb2e4865,apache,tomcat,d61ebedc7e6d98bb9e60601afe4e5401266b72c9,874c3320d37992eaba556cc0f09b4acdd38deff5,095a403e204ac7283b3454cd6586b8f777f46266,-19242.531329665533,-19146.94345500133,-95.58787466420472,-151713.17999369383,-151702.26060575712,-10.919387936708517,-316936.792042563,-315987.4341892204,-949.3578533426044,-37356.67857142855,-37358.67857142855,2.0,29881.281134075263,29879.281134075263,2.0,-169254.19846255195,-169248.66956196996,-5.528900581994094,175508.6052631579,175506.6052631579,2.0,158411.64937634888,158409.7219811296,1.9273952192743309,0.0,0.0,0.0,0.0,0.0,0.0,119034.0,119032.0,2.0
SECBENCH,,https://github.com/realm/realm-cocoa,45b8dcf36cdda8819cf0b98c233ee8d9fe7b2006,realm,realm-cocoa,784274fe641361e7292402b3d46c4aad2a8eb211,1a3772e31eaa15cfd736a561061439b83b492db4,84d4fc0020c93ce86fa1cd3ba327ef018993f133,-2357.062052764378,-2357.062052764378,0.0,-5272.285378576635,-5272.285378576635,0.0,-17840.47471663197,-17840.47471663197,0.0,896.3214285714289,896.3214285714289,0.0,2893.8153153153153,2893.8153153153153,0.0,266.86713704855293,266.86713704855293,0.0,-9923.973684210525,-9923.973684210525,0.0,3780.609370840049,3780.609370840049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1628.5,1628.5,0.0
VULAS-M,CVE-2016-3084,https://github.com/cloudfoundry/uaa,460627ed419e4227b10ff121248b3ffc009011a9,cloudfoundry,uaa,08c0e1fc8dbe5168144c4ffa26ee99dee1dd20f7,7c6a1eb7b3ce8972c181305cd578bbb3580a50e0,7d58d69877885bee6a931182382c4691e92f7ac4,9857.771978630584,9795.530976107786,62.241002522798226,2791.464384739668,2784.4770618463044,6.987322893363398,-2197.042794355771,-2207.042794355771,10.0,12024.392857142859,12015.392857142859,9.0,1320.852146263911,1369.9962904080567,-49.144144144145685,8538.972066617156,8524.972066617156,14.0,9909.17105263158,9895.17105263158,14.0,32281.410073266437,32271.843226787678,9.566846478759544,0.0,0.0,0.0,0.0,0.0,0.0,33908.5,33300.5,608.0
VULAS-M,AMQP-590,https://github.com/spring-projects/spring-amqp,462dcb6f1f93d54923daffb9729c1c8519576c08,spring-projects,spring-amqp,6d9afdfa0b15ca3ed68c26476143030be0123d25,9ac8aa36ae2de00d3fcfcc7ccc1ab5b00eb09adc,d896321f42d45ecc3b8c7471cce32a113764754a,2235.063941900956,2265.334570945415,-30.270629044459383,-3167.4907463348313,-2816.9991956663707,-350.4915506684606,-8641.903955586398,-8499.87096923433,-142.0329863520692,4340.321428571429,4297.321428571429,43.0,2351.7861685214634,2297.7861685214634,54.0,-5042.500910551911,-4963.21624978495,-79.28466076696077,7575.184210526316,7515.184210526316,60.0,11693.243223863492,11641.140316520592,52.102907342899925,0.0,0.0,0.0,0.0,0.0,0.0,13242.0,13182.0,60.0
SECBENCH,,https://github.com/dlitz/pycrypto,4669b04c6f9e4cb895abd227dffc7f6718425a70,dlitz,pycrypto,80252248ab1ac8599b946e026dd8895146977903,8ad4547afb76a4bd5474e1f04877895ff83ce241,6c7439d2c292a2a8c7920abe520ec17f16d1c5f4,430.5813527059836,425.63135270598355,4.9500000000000455,-2748.1220751904884,-2748.1220751904884,0.0,-190.04996530187373,-190.04996530187373,0.0,847.2857142857143,847.2857142857143,0.0,857.3693693693695,857.3693693693695,0.0,1806.0,1806.0,0.0,629.8815789473684,629.8815789473684,0.0,1445.9489049497456,1445.9489049497456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657.5,1608.0,49.5
VULAS,CVE-2018-1000861,https://github.com/jenkinsci/jenkins,47f38d714c99e1841fb737ad1005618eb26ed852,jenkinsci,jenkins,73afa0ca786a87f05b5433e2e38f863826fcad17,cef6b49058d2258ce9b7b87405ee453d5f0b8ceb,81ebb6284ee13616213de894fe4de12daadb1ece,19969.859405834988,19969.859405834988,0.0,11723.3912280964,11723.3912280964,0.0,6396.552995604904,6396.552995604904,0.0,42954.0,42954.0,0.0,26753.215156332804,26753.215156332804,0.0,-76191.66928712596,-76191.66928712596,0.0,77262.02631578948,77262.02631578948,0.0,54540.077649652245,54540.077649652245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56261.0,56261.0,0.0
SECBENCH,,https://github.com/josh/rails,4818bb36ac1a2a98bc61839ba87a654a78faadbe,josh,rails,e4efa187f0e7e62dc99ca3028d47ef17833e6a35,01893f43f68f3cba24751022131d51702d188979,9852a724177cb5f65d5b37c0511cfacea2a3ebb6,3953.1787600945922,3953.1787600945922,0.0,6986.698936958092,6986.698936958092,0.0,10697.428452463568,10697.428452463568,0.0,23063.178571428572,23063.178571428572,0.0,15543.705882352942,15543.705882352942,0.0,9765.062278393905,9765.062278393905,0.0,-51954.19736842105,-51954.19736842105,0.0,25282.410847769894,25282.410847769894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.5,147.5,0.0
SECBENCH,,https://github.com/php/php-src,4846e56d4054fbb733ffcd2512d94434a5ae4bd9,php,php-src,9061bf39bd0b5e9a554200e2d2f67e15e2d5729c,c3fc65eb7c3946c737ba9c323ca29d5fd6164449,bb98ed600ab6787d9d367927d49439be9a83441e,-113304.83793216958,-113304.83793216958,0.0,-902726.0357268518,-902726.0357268518,0.0,-791825.3022438122,-791825.3022438122,0.0,-283366.39285714284,-283366.39285714284,0.0,148521.36539480658,148521.36539480658,0.0,173466.79610980334,173466.79610980334,0.0,182819.6447368421,182819.6447368421,0.0,172058.54526465904,172058.54526465904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168003.0,168003.0,0.0
SECBENCH,CVE-2016-6308,https://github.com/openssl/openssl,48c054fec3506417b2598837b8062aae7114c200,openssl,openssl,c1ef7c971d0bbf117c3c80f65b5875e2e7b024b1,5f5840139e3f3ef5681713c6196f93034d9d19f4,7d672984f4dc6a87cb0c7d99279c6175fcdc3ad0,-138710.65409267164,-138710.65409267164,0.0,-826071.2788446927,-826071.2788446927,0.0,-1011872.5552162849,-1011872.5552162849,0.0,-333643.96428571426,-333643.96428571426,0.0,164895.0,164895.0,0.0,164851.54867256636,164851.54867256636,0.0,165885.0,165885.0,0.0,154941.70874740923,154941.70874740923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133908.0,133908.0,0.0
VULAS,CVE-2015-3208,https://github.com/apache/activemq-artemis,48d9951d879e0c8cbb59d4b64ab59d53ef88310d,apache,activemq-artemis,879f4a6bb3b15dfc3d00bcde2d982194bd2dadc4,7bf62ff6603e848b17b93433e9c60b6cafca1153,9df39ad56963009d72bf1fe27e5b6c8f5beb7613,-22275.894793519983,-22274.268414032038,-1.626379487945087,-28331.255736690655,-28324.451858987446,-6.803877703208855,-72259.34443673375,-72265.34443673375,6.0,-20924.928571428565,-20928.928571428565,4.0,2828.3481717011164,2822.3481717011164,6.0,-87486.59771229076,-87483.65965919342,-2.9380530973430723,-167463.23684210522,-167429.36842105264,-33.86842105258256,103847.06719234801,103841.72063537434,5.346556973672705,0.0,0.0,0.0,0.0,0.0,0.0,47031.0,47025.0,6.0
VULAS-M,CVE-2016-5018,https://github.com/apache/tomcat,492cbc9a1e33e6d356438bcba4fa2b67680d245a,apache,tomcat,4c84818cf2f5494cb14a740d440fb28d0aaa22d0,a3f894b0c2efc43cc497a92ecfedf355ee5543d2,6cd285d4615dd359b687e71b61efd673b0a1e766,-15278.429173772767,-15271.999868735122,-6.429305037645463,-116637.4008042607,-116608.4760899533,-28.92471430740261,-225924.52903076567,-225758.22405736757,-166.30497339810245,-96292.75,-96446.03571428571,153.28571428571013,25279.78722840488,25304.908850026502,-25.12162162162349,-124547.72290268843,-124565.20252436878,17.479621680351556,144975.48684210525,144962.48684210525,13.0,126395.336929477,126386.54400649239,8.792922984604957,0.0,0.0,0.0,0.0,0.0,0.0,113967.5,114004.0,-36.5
SECBENCH,CVE-2016-2402,https://github.com/Graylog2/graylog2-server,4952a08b81be428b28975523abab29cdd8a37c1b,Graylog2,graylog2-server,ecfeee91aa1ba1226c64513f7daff79d1c904198,afaac525e69bb4dd23f607341785e2198f30153b,29bd547ce87d977e658dac2b8f64e43e85699112,1539.0386666391296,1539.0386666391296,0.0,-469.7722560966841,-469.7722560966841,0.0,490.9200092528337,490.9200092528337,0.0,2654.785714285714,2654.785714285714,0.0,2624.4483306836246,2624.4483306836246,0.0,2167.675356772702,2167.675356772702,0.0,2923.2631578947367,2923.2631578947367,0.0,3075.0663535983695,3075.0663535983695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1924.0,1924.0,0.0
VULAS,CVE-2008-1947,https://github.com/apache/tomcat,49c71fc59c1b8f8da77aea9eb53e61db168aebab,apache,tomcat,e0200b0d9574b5809f30fb137c4cce9f8a27958e,453b894b7deb055b2ff357275e4303b9ce84ebc5,da373fa291e95743aa09e701bb1c88482660aebc,-9582.87453747924,-9582.87453747924,0.0,-157939.90388703323,-157939.90388703323,0.0,-336704.6794355771,-336704.6794355771,0.0,-20310.35714285713,-20310.35714285713,0.0,28274.344462109173,28274.344462109173,0.0,-155606.03878657418,-155606.03878657418,0.0,215912.5394736842,215912.5394736842,0.0,175040.84994145588,175040.84994145588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155504.5,155504.5,0.0
SECBENCH,,https://github.com/php/php-src,4a01ddfb5569da1b87dd4cac95c3f709fb607396,php,php-src,bb4d11b405ae1f37a8b0e4db630e80c5678f0746,32b474b7301a92b3919287d7bdfe72c6f8c59679,e6ae49ca17d562e1a997debc18fbbe0028916499,-643705.583439029,-643706.1425462728,0.5591072437819093,-1417760.4858345683,-1417757.1871336438,-3.2987009244970977,-3302026.342632431,-3301994.6061068703,-31.736525560729206,-1284157.964285714,-1284163.964285714,6.0,-1205024.1306306305,-1205031.1306306305,7.0,-11725.703392959782,-11732.703392959782,7.0,200863.2894736842,200856.2894736842,7.0,488016.5029123294,488009.87661340646,6.6262989229289815,0.0,0.0,0.0,0.0,0.0,0.0,94759.0,94752.0,7.0
VULAS,CVE-2018-1000055,https://github.com/jenkinsci/android-lint-plugin,4a19f962ebde3f705880b0e8148731d8dac9db2d,jenkinsci,android-lint-plugin,b558715472a80821cf394aba8ee44ed4359780e8,256418754e8e1725291ac6f3fb4e218e5ddbf169,2265dcd314dc5731ea8be84f819047721fea6997,282.51330770809307,282.51330770809307,0.0,320.1806287665665,320.1806287665665,0.0,398.17557251908397,398.17557251908397,0.0,237.5357142857143,237.5357142857143,0.0,-31.604663487016392,-31.604663487016392,0.0,787.0,787.0,0.0,787.0,787.0,0.0,331.84582499658245,331.84582499658245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-5.0,0.0
SECBENCH,CVE-2014-3512,https://github.com/openssl/openssl,4a23b12a031860253b58d503f296377ca076427b,openssl,openssl,80bd7b41b30af6ee96f519e629463583318de3b0,90f14e251e2e9836a33bc7ac752abea48e3439af,e9185df40e021ac34f1ea1a84bc62fb4151c01cb,-69818.36692781295,-69818.36692781295,0.0,-223662.1576184805,-223662.1576184805,0.0,-373737.5191764978,-373737.5191764978,0.0,-74861.67857142855,-74861.67857142855,0.0,-133949.10068892423,-133949.10068892423,0.0,-275.44351221272274,-275.44351221272274,0.0,-52050.82894736841,-52050.82894736841,0.0,75196.0592367827,75196.0592367827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85157.0,85157.0,0.0
SECBENCH,,https://github.com/nextcloud/server,4a47fa255d12fc4cfcd3b675d4664398e0a72730,nextcloud,server,b0420ee8bec3146273e633b179f7e10423849434,8e0540d0e45db9470ff0d17869bab6df41bd389a,171b9a4702efb6e413e13e705bb903772950c488,-3031.767075032346,-3027.9790912285653,-3.787983803780662,-143643.83887286016,-143634.25414811756,-9.584724742599064,-48581.66153134397,-48536.97705297247,-44.6844783714987,30160.035714285717,30153.035714285717,7.0,11502.473237943826,11494.473237943826,8.0,13030.926597766842,13053.042200094833,-22.115602327990928,-5771.82894736842,-5779.82894736842,8.0,59448.7230512527,59441.21808384842,7.50496740428207,0.0,0.0,0.0,0.0,0.0,0.0,53537.5,53529.5,8.0
SECBENCH,,https://github.com/openstack/nova,4a60c6a655006b2882331844664fac5cf67c5f34,openstack,nova,62d4d458d6e048eaeaf2621d8a70969b71c6d235,9ce24afab007a9b5144c8c8a8f2fcc4157ba34d7,c400024de45073ccc23a6738c78518365a511562,5744.755739634006,7561.830685585646,-1817.07494595164,-2799.1665903210073,-2041.641915521311,-757.5246747996964,7480.6142956280355,5052.290816562573,2428.3234790654624,12715.428571428572,14772.82142857143,-2057.392857142857,-11278.431902490724,-10930.54901960784,-347.88288288288277,4918.295136310042,11407.33325360759,-6489.0381172975485,13897.17105263158,23851.0,-9953.82894736842,20115.14683315356,20744.05229224402,-628.9054590904598,0.0,0.0,0.0,0.0,0.0,0.0,12398.5,12763.0,-364.5
SECBENCH,,https://github.com/php/php-src,4ab34edba6a14dfdad988310a88e1b3770c6ab64,phpmyadmin,phpmyadmin,cbcf740adbad341c05705de6506908f41a24fbcf,cdb432641cd374797b27c3a5c2da9a35291d44d3,d1cc0ca20441b76eb674b616ffb955e9fe4ba007,-128725.68588917362,-128725.68588917362,0.0,-387723.1198975668,-387723.1198975668,0.0,-805579.6818413138,-805579.6818413138,0.0,20113.25,20113.25,0.0,-235580.64811870691,-235580.64811870691,0.0,-154765.6934754969,-154765.6934754969,0.0,21528.644736842107,21528.644736842107,0.0,135595.8897045061,135595.8897045061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119154.5,119154.5,0.0
VULAS-M,CVE-2018-1298,https://github.com/apache/qpid-broker-j,4b9fb37abbe882193b16595ed7b8e9d8383f59e1,apache,qpid-broker-j,66faf8edd1fa0bc4be657747e5e1bb07afa91aa7,bb2edc8c7aa17571291c348193a468a0bf4934c1,9ff5924696e4875fee52e06e2e68c8a551f27d2c,105.84623423444472,117.67881268713991,-11.832578452695188,-4382.683085784204,-4321.5298313828425,-61.153254401361664,12886.605597964377,13122.210039324544,-235.60444136016667,1138.3928571428587,992.1428571428587,146.25,-9039.398516163223,-9011.31770005299,-28.080816110232263,-33327.784056529745,-33290.259501000764,-37.52455552898027,-18716.947368421046,-18750.947368421046,34.0,32641.27691413543,32611.48963126164,29.78728287378908,0.0,0.0,0.0,0.0,0.0,0.0,19859.0,19825.0,34.0
SECBENCH,,https://github.com/nextcloud/server,4bc88ef59d0f57b850c88c17469547ec66f76e79,nextcloud,server,d5566d026745da8fbfc6648184b5b7890956faf9,44fc962b67230c6041309ec30ddab2dd13766b2e,73472725e6d2e189619b2882df8deec796f1bfe1,-1862.0592338091235,-1862.0592338091235,0.0,-766531.5496951502,-766531.5496951502,0.0,45811.213092759666,45811.213092759666,0.0,-450537.7142857142,-450537.7142857142,0.0,126584.29968203498,126584.29968203498,0.0,273310.3078693505,273310.3078693505,0.0,212392.25,212392.25,0.0,312486.10099862807,312486.10099862807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227864.5,227864.5,0.0
SECBENCH,CVE-2013-1417,https://github.com/krb5/krb5,4c023ba43c16396f0d199e2df1cfa59b88b62acc,krb5,krb5,6d6a8b0e1425b4094f417919ce9c49cc72b608e1,d8efc7a90ccb6469e6b2fa6c9bbd011575197dc7,6f95c28b301bb3dbdd14819e306dc4d5b2893a24,-129733.50997767458,-129733.50997767458,0.0,-386430.4540449162,-386430.4540449162,0.0,-788394.193106639,-788394.193106639,0.0,-61891.21428571426,-61891.21428571426,0.0,-554083.882617912,-554083.882617912,0.0,43653.10504496113,43653.10504496113,0.0,179789.0,179789.0,0.0,103400.5392334746,103400.5392334746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166622.0,166622.0,0.0
SECBENCH,,https://github.com/mongodb/mongo-php-driver-legacy,4cca4c1910fabb8a3ceeca3895a2af405fe818bb,mongodb,mongo-php-driver-legacy,5762d1604744a6bef7895e0064c18ac1582a63f9,013655444205b5969bcccf39078dd368c4475b3c,7909bf7c7bd98db77543930dde66921b6fac4362,-2188.1657708689427,-2188.1657708689427,0.0,-11521.887529859176,-11521.887529859176,0.0,-14464.464677307426,-14464.464677307426,0.0,5334.857142857143,5334.857142857143,0.0,-6821.368309485956,-6821.368309485956,0.0,2445.2937641880358,2445.2937641880358,0.0,-8347.526315789473,-8347.526315789473,0.0,8779.938216707424,8779.938216707424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2713.5,2713.5,0.0
